timestamp,SFH3,SFH4,SFH5,SFH7,SFH9,SFH12,SFH14,SFH16,SFH18,SFH19,SFH20,SFH21,SFH22,SFH27,SFH28,SFH29,SFH30,SFH32,SFH34,SFH36,SFH38,SFH39
2019-01-01 01:00:00+01:00,0.205341,0.46524778,0.5305659,0.44206023,0.32880467,0.12059545,1.2651665,0.17378844,0.16043344,0.2913511,0.43227077,0.15985312,0.26582044,0.074300446,0.11165278,0.12572944,0.26019967,0.13284345,0.11699556,0.3660491,0.6669992,0.12957655
2019-01-01 01:15:00+01:00,0.18576333,0.33802566,0.55208576,0.5506339,0.2679689,0.16581434,1.2562639,0.17865834,0.169849,0.16862322,0.52117854,0.16815378,0.21959022,0.067329,0.096514225,0.12260822,0.23041812,0.13083589,0.1579969,0.33770078,0.54985523,0.18818133
2019-01-01 01:30:00+01:00,0.14109412,0.34603256,0.4955841,0.46934122,0.2761321,0.17307933,1.2725297,0.119004,0.18128067,0.17052878,0.477248,0.22799644,0.219731,0.116737,0.064523555,0.13998711,0.13564922,0.21600178,0.16076078,0.33302346,0.4709468,0.1329829
2019-01-01 01:45:00+01:00,0.11377434,0.3639231,0.6448953,0.42974633,0.23222478,0.10657056,1.2616389,0.081668,0.15888633,0.18766478,0.40100834,0.19481489,0.410797,0.125556,0.092090555,0.13189334,0.10845489,0.21027823,0.11781155,0.33036634,0.52406454,0.10048311
2019-01-01 02:00:00+01:00,0.12527378,0.36892167,0.49030468,0.41806623,0.26913768,0.12410156,1.2851588,0.10292922,0.19482589,0.14850166,0.20849055,0.285127,0.42332777,0.06855822,0.21830678,0.07929189,0.07126366,0.12189311,0.120245665,0.34816456,0.455515,0.12162611
2019-01-01 02:15:00+01:00,0.21663688,0.41085634,0.4462769,0.3571438,0.26492724,0.12175411,1.2936913,0.11408067,0.195262,0.18868022,0.25228712,0.18729167,0.28008932,0.06817044,0.16435489,0.12093589,0.08281578,0.112488225,0.12727366,0.33609033,0.35226235,0.18860766
2019-01-01 02:30:00+01:00,0.27387556,0.3686791,0.42506188,0.26506123,0.25069755,0.13659789,1.3201675,0.11435578,0.14069867,0.22995411,0.20421645,0.16174011,0.2284311,0.14965756,0.19681767,0.12487889,0.099737,0.11349333,0.123508,0.33112556,0.24010977,0.12701145
2019-01-01 02:45:00+01:00,0.19176444,0.36771944,0.42541778,0.17293634,0.23469727,0.16671434,1.1059743,0.10743044,0.15404834,0.2615198,0.13768755,0.16077267,0.30699444,0.101953335,0.13010234,0.120508,0.069706336,0.113809556,0.12597889,0.32787034,0.25753745,0.14855
2019-01-01 03:00:00+01:00,0.18004611,0.36730957,0.28425312,0.13986766,0.218697,0.24342833,1.0943947,0.08313778,0.13040055,0.26385045,0.15156445,0.20741223,0.67202145,0.07671633,0.34982067,0.12755844,0.09449834,0.13713022,0.12484289,0.31465146,0.16705512,0.16798045
2019-01-01 03:15:00+01:00,0.14984012,0.40715256,0.32778466,0.09839867,0.20070338,0.08999511,1.9676684,0.08398156,0.26308388,0.22310078,0.15377922,0.24225222,0.51659113,0.07867245,0.29956633,0.12279433,0.08662022,0.18877055,0.16585167,0.217312,0.25620288,0.22390345
2019-01-01 03:30:00+01:00,0.16940534,0.3865781,0.290011,0.1300719,0.19372566,0.084696,1.1007698,0.08214056,0.103779666,0.19886355,0.20236123,0.16031456,0.22885533,0.16770211,0.14003034,0.097728886,0.1260469,0.14326788,0.15476133,0.1743459,0.29999924,0.13289411
2019-01-01 03:45:00+01:00,0.12721445,0.3652181,0.30340067,0.20117867,0.18196756,0.11620689,0.32309178,0.039309222,0.14133734,0.17229667,0.23475055,0.15938267,0.17915723,0.086985886,0.15604623,0.12428978,0.17243144,0.11320867,0.12746222,0.13944,0.33234745,0.09940489
2019-01-01 04:00:00+01:00,0.132198,0.40034977,0.2880689,0.08993389,0.15334433,0.16057011,0.2869168,0.075760335,0.148202,0.19360945,0.20573123,0.189995,0.175629,0.06802289,0.17102055,0.12409333,0.07598744,0.11326122,0.15254456,0.13578133,0.29319632,0.098894775
2019-01-01 04:15:00+01:00,0.18168911,0.65391487,0.38562444,0.085760556,0.26882,0.15395188,2.0480845,0.120598555,0.11810611,0.18842822,0.19324833,0.24216388,0.14137045,0.088956885,0.24130344,0.120084666,0.06814011,0.11232167,0.15518178,0.14485334,0.36627343,0.19008255
2019-01-01 04:30:00+01:00,0.16952512,0.35502556,0.295123,0.20693989,0.31611922,0.13345444,1.3023431,0.111757666,0.12832,0.19786489,0.17715755,0.25443545,0.141507,0.15850522,0.18388633,0.107717,0.10130545,0.112945,0.13105378,0.14946178,0.31778935,0.18484834
2019-01-01 04:45:00+01:00,0.13818544,0.3008669,0.26216722,0.22797622,0.22886133,0.14166345,0.3243788,0.10346022,0.10476667,0.19988656,0.13552289,0.21144478,0.14124255,0.06985411,0.1477881,0.113579445,0.06550422,0.111252,0.14550412,0.15781967,0.23631555,0.23124155
2019-01-01 05:00:00+01:00,0.058313668,0.29930612,0.32485068,0.20405978,0.16679844,0.14658056,0.315038,0.08195044,0.3339391,0.26984534,0.18487422,0.15993989,0.13528945,0.067759335,0.18761133,0.13689288,0.06614989,0.13085589,0.11010156,0.137603,0.232498,0.231012
2019-01-01 05:15:00+01:00,0.089060776,0.29932478,0.2916379,0.23842134,0.16230078,0.11830678,0.343648,0.08937567,0.14088222,0.2803551,0.19004655,0.16125122,0.20651478,0.105897225,0.19193745,0.12318378,0.10209045,0.06778256,0.1270481,0.14383289,0.3158271,0.30919856
2019-01-01 05:30:00+01:00,0.12516844,0.2964728,0.30659345,0.20106588,0.16002122,0.10212789,0.2907941,0.1084,0.11051556,0.28437477,0.20655711,0.16429478,0.20633867,0.13898511,0.148087,0.118373446,0.06562711,0.062150445,0.11818922,0.14270578,0.34707555,0.322805
2019-01-01 05:45:00+01:00,0.17790155,0.3409769,0.38230443,0.19007756,0.17225155,0.13848478,0.31035578,0.085417114,0.11694378,0.299288,0.19909821,0.24574234,0.19778545,0.067611225,0.159126,0.10963478,0.073809,0.05192078,0.117692776,0.14019667,0.26704833,0.2826728
2019-01-01 06:00:00+01:00,0.19540155,0.21392311,0.273483,0.24396245,0.20010333,0.13524589,0.35676757,0.08590378,0.14761388,0.2317209,0.21676311,0.20810944,0.17973556,0.06839655,0.130165,0.11473889,0.10257422,0.05097322,0.11861733,0.15930122,0.21597144,0.2736998
2019-01-01 06:15:00+01:00,0.20944978,0.21375534,0.22513911,0.2253909,0.21163145,0.14105956,0.32636467,0.118516,0.13161378,0.21567467,0.115904555,0.21350455,0.14246789,0.13375255,0.10767367,0.11429622,0.13879523,0.051199332,0.11822378,0.14516455,0.24749056,0.29369354
2019-01-01 06:30:00+01:00,0.15728067,0.21384567,0.21319455,0.1684949,0.30368966,0.16904967,0.3096599,0.10996255,0.30995977,0.19813122,0.1947029,0.160037,0.14524856,0.10961922,0.11351867,0.12746334,0.1481579,0.10940756,0.11793722,0.14326389,0.21126066,0.30704832
2019-01-01 06:45:00+01:00,0.12288967,0.22548544,0.20343845,0.14400744,0.34076467,0.14258334,0.30242854,0.10236878,0.119198,0.16055267,0.15585689,0.21681556,0.136691,0.06812134,0.12528677,0.12106678,0.080812775,0.11657489,0.118309334,0.1402031,0.2515201,0.25047165
2019-01-01 07:00:00+01:00,0.13686322,0.2566302,0.2206139,0.17606677,0.30735767,0.09146989,0.34420943,0.08274811,0.09871678,0.11276855,0.11741511,0.19437078,0.33535132,0.075841665,0.111228555,0.12186,0.06539122,0.056929667,0.15072222,0.13453989,0.23302744,0.24056545
2019-01-01 07:15:00+01:00,0.095003664,0.21295689,0.34664944,0.12692745,0.24808633,0.12458655,0.27750912,0.09034155,0.12174845,0.14234766,0.13701455,0.212501,0.13229078,0.15529744,0.09998978,0.11286611,0.089033335,0.051419556,0.17790389,0.141974,0.217436,0.29882145
2019-01-01 07:30:00+01:00,0.12317078,0.21394388,0.2605561,0.12375889,0.31429023,0.14651078,0.27409333,0.10834089,0.13939266,0.22608033,0.20595744,0.15487123,0.13556522,0.083249226,0.12876077,0.123486444,0.10945745,0.05096389,0.57203346,0.15866017,0.18925667,0.31377232
2019-01-01 07:45:00+01:00,0.15669878,0.21408612,0.23062755,0.168131,0.32187232,0.13873255,0.3245239,0.08310967,0.18699844,0.27187034,0.117025554,0.13841866,0.21267256,0.06717211,0.17559879,0.09736522,0.053958554,0.051020555,0.21869034,0.15793678,0.171584,0.230069
2019-01-01 08:00:00+01:00,0.21841833,0.2306181,0.22750644,0.16075355,0.20340377,0.10802989,0.27966645,0.08742656,0.25578478,0.26755366,0.18617111,0.16016433,0.19854067,0.09542722,0.18789667,0.12583956,0.10872422,0.68504864,0.296392,0.13799722,0.298817,0.23096533
2019-01-01 08:15:00+01:00,0.25757933,0.25322056,0.21820912,0.18835056,0.12294567,0.15146333,0.29674333,0.117883444,0.097116664,0.25871223,0.22455133,0.51709914,0.19282722,0.14539377,0.16898778,0.12218233,1.2607162,0.16829778,0.15677767,0.1600711,0.26790756,0.22212656
2019-01-01 08:30:00+01:00,0.22789311,0.21787366,0.211074,0.23464033,0.13877845,0.15031555,0.35922024,0.11027444,0.09664011,0.26555234,0.230354,0.23681167,0.15701766,0.07506656,0.16573955,0.12419155,1.0731466,0.28089988,0.14700334,0.21213777,0.2877358,0.23980844
2019-01-01 08:45:00+01:00,0.22771455,0.26439178,0.3105391,1.2312396,0.16441944,0.16261722,0.30046955,0.101958,0.12752467,0.21705806,0.25488588,0.23427744,0.12564933,0.067239225,0.19643778,0.12221822,0.48295122,0.22436988,0.14225122,0.14679933,0.279555,0.39353466
2019-01-01 09:00:00+01:00,0.9223842,0.27277356,0.9367468,0.47711045,0.259426,0.16381688,0.2911869,0.08287311,0.165594,0.27851167,0.19491556,0.14887978,0.12587544,0.10871556,0.21819578,0.12526079,0.8161468,0.1318981,0.17285044,0.18674012,0.26639932,0.17837878
2019-01-01 09:15:00+01:00,0.22956255,0.25921622,2.592201,0.40451634,0.31587988,0.06575356,0.312589,0.091527775,0.30512968,1.0673524,0.22934145,0.14878489,0.125514,0.13189977,0.14663377,0.10294955,0.4150079,0.9341043,0.17491356,0.23035789,0.29995567,0.19964033
2019-01-01 09:30:00+01:00,0.21042,0.29576877,0.669653,0.57746714,0.25894967,0.09729389,0.62162966,0.10733833,0.092918225,0.8552082,0.21735822,0.24747033,0.12498922,0.07754245,0.087155,0.121808775,0.26856923,0.9579676,0.210813,0.156529,0.27630123,0.38523167
2019-01-01 09:45:00+01:00,0.12622078,0.30276856,0.33376467,0.44094723,0.18116277,0.14914456,0.6143057,0.08215111,0.101415,0.42244968,2.24927,0.43274644,0.12501222,0.06773489,0.101723,0.123366,0.20577456,0.38165534,0.36896744,0.19691812,0.30610067,0.16756333
2019-01-01 10:00:00+01:00,0.6765137,0.3004642,1.8738973,0.5177754,0.37620178,0.18417178,0.830594,0.08681445,0.3737801,0.3509261,0.8138618,0.56845725,0.123617,0.11880956,0.13787967,0.118744224,0.21009533,0.2739652,0.18036477,0.21461278,0.30048376,0.100089446
2019-01-01 10:15:00+01:00,0.63434446,0.298961,2.2976415,2.005407,2.3237586,0.115317225,0.5592092,0.5159296,1.2727909,0.48326322,0.61301947,0.32680157,0.20151977,0.10941444,0.36485633,0.121046774,0.16657266,0.20251012,0.17326055,2.2128825,0.2795029,0.10374722
2019-01-01 10:30:00+01:00,0.31068945,0.29582244,0.520566,1.8407834,1.903956,0.119117886,0.44029966,0.667819,1.584369,0.95917743,0.9978477,0.15398122,0.195195,0.34128055,0.66684353,0.12448811,0.26264122,0.24769123,0.17650144,1.7638241,0.36378932,0.19071345
2019-01-01 10:45:00+01:00,0.18324256,0.23416622,2.8756604,0.83893865,0.34248546,0.179756,0.4582829,0.5740431,0.74366885,1.2290536,1.4922125,0.14633922,0.24369678,0.08820711,0.101060554,0.08523722,0.15795855,0.27848256,0.17236312,0.2966388,0.31905332,0.144517
2019-01-01 11:00:00+01:00,0.098439224,0.21694955,1.3430042,0.569221,0.34444124,0.12761745,0.5043023,0.11026789,1.1316928,0.4531248,1.0245279,0.22089945,0.39250034,0.29313478,0.40016612,0.12466844,0.18441956,0.4270822,0.17816179,0.32439822,0.2939748,0.26893666
2019-01-01 11:15:00+01:00,0.10965389,0.26618055,0.31483623,2.388171,0.28740343,0.09787744,0.4572079,0.23271444,1.8074275,0.5852962,0.6852478,0.252323,0.27694455,0.11650734,0.29717255,0.11979711,0.15797845,0.1669971,0.19585,0.227688,0.638286,0.1445849
2019-01-01 11:30:00+01:00,0.16131489,0.23910522,0.2869892,0.7281261,1.3947499,0.08208845,0.41764566,0.21747188,0.404638,2.5731497,0.44113034,0.22752789,0.25272867,0.067547664,0.31343332,0.11492078,0.16186477,0.3100211,0.21594211,0.23403989,0.20335767,0.278002
2019-01-01 11:45:00+01:00,0.15048689,0.32308954,0.34111768,0.2624382,3.9020677,0.15961412,0.43155912,0.2252621,1.1262163,0.406772,0.7627071,0.170091,0.20407155,0.09833344,0.2742511,0.100421555,0.4566381,0.12956445,0.18407089,0.3495231,0.29670346,2.065928
2019-01-01 12:00:00+01:00,0.19525512,0.27924222,0.40660867,0.29503757,1.2102425,1.0245965,0.45417178,0.19843045,1.8456031,0.34718767,1.8999636,0.23975955,0.15250188,0.10246011,0.265551,0.13121967,0.20488466,0.12960933,0.17500211,0.22763245,0.39217934,0.45328
2019-01-01 12:15:00+01:00,0.960734,0.25059223,0.27990744,0.726352,0.99505854,1.4831487,0.43390778,0.15818422,0.34249145,0.341195,1.3269103,0.23356445,0.124715775,0.07478778,0.27731332,0.12589766,0.24101578,0.20771478,0.17559333,0.216361,0.7766904,0.27966645
