unixtime,belgium,denmark_west,denmark_east,france,netherlands,norway,sweden,switzerland,czech_republic,germany,italy,slovenia,hungary
1420071300,36.56,25.02,27.38,36.56,36.56,27.4,27.38,44.94,26.48,22.34,47.72,27.3,45.07
1420072200,36.56,25.02,27.38,36.56,36.56,27.4,27.38,44.94,26.48,22.34,47.72,27.3,45.07
1420073100,36.56,25.02,27.38,36.56,36.56,27.4,27.38,44.94,26.48,22.34,47.72,27.3,45.07
1420074000,36.56,25.02,27.38,36.56,36.56,27.4,27.38,44.94,26.48,22.34,47.72,27.3,45.07
1420074900,36.56,18.29,18.29,36.56,36.56,27.07,23.37,43.43,24.2,22.34,47.72,23.25,44.16
1420075800,36.56,18.29,18.29,36.56,36.56,27.07,23.37,43.43,24.2,22.34,47.72,23.25,44.16
1420076700,36.56,18.29,18.29,36.56,36.56,27.07,23.37,43.43,24.2,22.34,47.72,23.25,44.16
1420077600,36.56,18.29,18.29,36.56,36.56,27.07,23.37,43.43,24.2,22.34,47.72,23.25,44.16
1420078500,36.56,16.04,16.04,36.56,36.56,26.93,19.33,38.08,22.06,22.34,47.72,22.2,39.17
1420079400,36.56,16.04,16.04,36.56,36.56,26.93,19.33,38.08,22.06,22.34,47.72,22.2,39.17
1420080300,36.56,16.04,16.04,36.56,36.56,26.93,19.33,38.08,22.06,22.34,47.72,22.2,39.17
1420081200,36.56,16.04,16.04,36.56,36.56,26.93,19.33,38.08,22.06,22.34,47.72,22.2,39.17
1420082100,36.56,14.6,14.6,36.56,36.56,26.83,17.66,35.47,20.27,22.34,47.72,19.56,26.93
1420083000,36.56,14.6,14.6,36.56,36.56,26.83,17.66,35.47,20.27,22.34,47.72,19.56,26.93
1420083900,36.56,14.6,14.6,36.56,36.56,26.83,17.66,35.47,20.27,22.34,47.72,19.56,26.93
1420084800,36.56,14.6,14.6,36.56,36.56,26.83,17.66,35.47,20.27,22.34,47.72,19.56,26.93
1420085700,36.56,14.95,14.95,36.56,36.56,26.81,17.53,30.83,19.17,22.34,47.72,18.88,20.94
1420086600,36.56,14.95,14.95,36.56,36.56,26.81,17.53,30.83,19.17,22.34,47.72,18.88,20.94
1420087500,36.56,14.95,14.95,36.56,36.56,26.81,17.53,30.83,19.17,22.34,47.72,18.88,20.94
1420088400,36.56,14.95,14.95,36.56,36.56,26.81,17.53,30.83,19.17,22.34,47.72,18.88,20.94
1420089300,36.56,14.5,14.5,36.56,36.56,26.97,18.07,28.26,17.9,22.34,47.72,18.39,18.52
1420090200,36.56,14.5,14.5,36.56,36.56,26.97,18.07,28.26,17.9,22.34,47.72,18.39,18.52
1420091100,36.56,14.5,14.5,36.56,36.56,26.97,18.07,28.26,17.9,22.34,47.72,18.39,18.52
1420092000,36.56,14.5,14.5,36.56,36.56,26.97,18.07,28.26,17.9,22.34,47.72,18.39,18.52
1420092900,36.56,10.76,10.76,36.56,36.56,27.07,25.23,25.36,17.29,22.34,47.72,18.98,17.29
1420093800,36.56,10.76,10.76,36.56,36.56,27.07,25.23,25.36,17.29,22.34,47.72,18.98,17.29
1420094700,36.56,10.76,10.76,36.56,36.56,27.07,25.23,25.36,17.29,22.34,47.72,18.98,17.29
1420095600,36.56,10.76,10.76,36.56,36.56,27.07,25.23,25.36,17.29,22.34,47.72,18.98,17.29
1420096500,36.56,12.01,12.01,36.56,36.56,26.8,26.8,26.93,17.39,22.34,47.72,23.56,17.39
1420097400,36.56,12.01,12.01,36.56,36.56,26.8,26.8,26.93,17.39,22.34,47.72,23.56,17.39
1420098300,36.56,12.01,12.01,36.56,36.56,26.8,26.8,26.93,17.39,22.34,47.72,23.56,17.39
1420099200,36.56,12.01,12.01,36.56,36.56,26.8,26.8,26.93,17.39,22.34,47.72,23.56,17.39
1420100100,36.56,12.39,12.39,36.56,36.56,26.97,26.97,24.95,15.84,22.34,47.72,24.33,16.95
1420101000,36.56,12.39,12.39,36.56,36.56,26.97,26.97,24.95,15.84,22.34,47.72,24.33,16.95
1420101900,36.56,12.39,12.39,36.56,36.56,26.97,26.97,24.95,15.84,22.34,47.72,24.33,16.95
1420102800,36.56,12.39,12.39,36.56,36.56,26.97,26.97,24.95,15.84,22.34,47.72,24.33,16.95
1420103700,36.56,14.04,14.04,36.56,36.56,26.98,26.29,26.71,18.55,22.34,47.72,26.0,20.61
1420104600,36.56,14.04,14.04,36.56,36.56,26.98,26.29,26.71,18.55,22.34,47.72,26.0,20.61
1420105500,36.56,14.04,14.04,36.56,36.56,26.98,26.29,26.71,18.55,22.34,47.72,26.0,20.61
1420106400,36.56,14.04,14.04,36.56,36.56,26.98,26.29,26.71,18.55,22.34,47.72,26.0,20.61
1420107300,36.56,14.68,14.68,36.56,36.56,27.06,26.06,30.04,21.97,22.34,47.72,30.0,23.21
1420108200,36.56,14.68,14.68,36.56,36.56,27.06,26.06,30.04,21.97,22.34,47.72,30.0,23.21
1420109100,36.56,14.68,14.68,36.56,36.56,27.06,26.06,30.04,21.97,22.34,47.72,30.0,23.21
1420110000,36.56,14.68,14.68,36.56,36.56,27.06,26.06,30.04,21.97,22.34,47.72,30.0,23.21
1420110900,36.56,16.08,16.08,36.56,36.56,27.13,25.56,31.77,23.94,22.34,47.72,33.86,25.84
1420111800,36.56,16.08,16.08,36.56,36.56,27.13,25.56,31.77,23.94,22.34,47.72,33.86,25.84
1420112700,36.56,16.08,16.08,36.56,36.56,27.13,25.56,31.77,23.94,22.34,47.72,33.86,25.84
1420113600,36.56,16.08,16.08,36.56,36.56,27.13,25.56,31.77,23.94,22.34,47.72,33.86,25.84
1420114500,36.56,16.08,16.08,36.56,36.56,27.09,25.91,35.09,24.87,22.34,47.72,34.0,26.25
1420115400,36.56,16.08,16.08,36.56,36.56,27.09,25.91,35.09,24.87,22.34,47.72,34.0,26.25
1420116300,36.56,16.08,16.08,36.56,36.56,27.09,25.91,35.09,24.87,22.34,47.72,34.0,26.25
1420117200,36.56,16.08,16.08,36.56,36.56,27.09,25.91,35.09,24.87,22.34,47.72,34.0,26.25
1420118100,36.56,16.05,25.42,36.56,36.56,27.01,25.42,35.39,24.0,22.34,47.72,32.75,24.83
1420119000,36.56,16.05,25.42,36.56,36.56,27.01,25.42,35.39,24.0,22.34,47.72,32.75,24.83
1420119900,36.56,16.05,25.42,36.56,36.56,27.01,25.42,35.39,24.0,22.34,47.72,32.75,24.83
1420120800,36.56,16.05,25.42,36.56,36.56,27.01,25.42,35.39,24.0,22.34,47.72,32.75,24.83
1420121700,36.56,16.04,26.78,36.56,36.56,26.98,26.78,31.47,23.4,22.34,47.72,30.0,24.03
1420122600,36.56,16.04,26.78,36.56,36.56,26.98,26.78,31.47,23.4,22.34,47.72,30.0,24.03
1420123500,36.56,16.04,26.78,36.56,36.56,26.98,26.78,31.47,23.4,22.34,47.72,30.0,24.03
1420124400,36.56,16.04,26.78,36.56,36.56,26.98,26.78,31.47,23.4,22.34,47.72,30.0,24.03
1420125300,36.56,16.1,27.51,36.56,36.56,27.51,27.51,29.08,23.3,22.34,47.72,32.49,23.9
1420126200,36.56,16.1,27.51,36.56,36.56,27.51,27.51,29.08,23.3,22.34,47.72,32.49,23.9
1420127100,36.56,16.1,27.51,36.56,36.56,27.51,27.51,29.08,23.3,22.34,47.72,32.49,23.9
1420128000,36.56,16.1,27.51,36.56,36.56,27.51,27.51,29.08,23.3,22.34,47.72,32.49,23.9
1420128900,36.56,23.93,28.32,36.56,36.56,28.32,28.32,31.03,25.9,22.34,47.72,34.1,44.16
1420129800,36.56,23.93,28.32,36.56,36.56,28.32,28.32,31.03,25.9,22.34,47.72,34.1,44.16
1420130700,36.56,23.93,28.32,36.56,36.56,28.32,28.32,31.03,25.9,22.34,47.72,34.1,44.16
1420131600,36.56,23.93,28.32,36.56,36.56,28.32,28.32,31.03,25.9,22.34,47.72,34.1,44.16
1420132500,36.56,26.9,28.36,36.56,36.56,28.36,28.36,39.09,30.5,22.34,47.72,42.88,48.62
1420133400,36.56,26.9,28.36,36.56,36.56,28.36,28.36,39.09,30.5,22.34,47.72,42.88,48.62
1420134300,36.56,26.9,28.36,36.56,36.56,28.36,28.36,39.09,30.5,22.34,47.72,42.88,48.62
1420135200,36.56,26.9,28.36,36.56,36.56,28.36,28.36,39.09,30.5,22.34,47.72,42.88,48.62
1420136100,36.56,26.36,28.18,36.56,36.56,28.18,28.18,47.82,29.17,22.34,47.72,45.66,50.02
1420137000,36.56,26.36,28.18,36.56,36.56,28.18,28.18,47.82,29.17,22.34,47.72,45.66,50.02
1420137900,36.56,26.36,28.18,36.56,36.56,28.18,28.18,47.82,29.17,22.34,47.72,45.66,50.02
1420138800,36.56,26.36,28.18,36.56,36.56,28.18,28.18,47.82,29.17,22.34,47.72,45.66,50.02
1420139700,36.56,23.98,27.81,36.56,36.56,27.81,27.81,50.75,27.09,22.34,47.72,43.0,52.04
1420140600,36.56,23.98,27.81,36.56,36.56,27.81,27.81,50.75,27.09,22.34,47.72,43.0,52.04
1420141500,36.56,23.98,27.81,36.56,36.56,27.81,27.81,50.75,27.09,22.34,47.72,43.0,52.04
1420142400,36.56,23.98,27.81,36.56,36.56,27.81,27.81,50.75,27.09,22.34,47.72,43.0,52.04
1420143300,36.56,16.09,16.09,36.56,36.56,27.46,27.46,49.3,22.2,22.34,47.72,41.98,51.08
1420144200,36.56,16.09,16.09,36.56,36.56,27.46,27.46,49.3,22.2,22.34,47.72,41.98,51.08
1420145100,36.56,16.09,16.09,36.56,36.56,27.46,27.46,49.3,22.2,22.34,47.72,41.98,51.08
1420146000,36.56,16.09,16.09,36.56,36.56,27.46,27.46,49.3,22.2,22.34,47.72,41.98,51.08
1420146900,36.56,14.08,14.08,36.56,36.56,27.06,27.06,48.24,18.0,22.34,47.72,39.0,45.04
1420147800,36.56,14.08,14.08,36.56,36.56,27.06,27.06,48.24,18.0,22.34,47.72,39.0,45.04
1420148700,36.56,14.08,14.08,36.56,36.56,27.06,27.06,48.24,18.0,22.34,47.72,39.0,45.04
1420149600,36.56,14.08,14.08,36.56,36.56,27.06,27.06,48.24,18.0,22.34,47.72,39.0,45.04
1420150500,36.56,12.44,12.44,36.56,36.56,27.0,26.4,49.04,16.7,22.34,47.72,35.35,45.07
1420151400,36.56,12.44,12.44,36.56,36.56,27.0,26.4,49.04,16.7,22.34,47.72,35.35,45.07
1420152300,36.56,12.44,12.44,36.56,36.56,27.0,26.4,49.04,16.7,22.34,47.72,35.35,45.07
1420153200,36.56,12.44,12.44,36.56,36.56,27.0,26.4,49.04,16.7,22.34,47.72,35.35,45.07
1420154100,36.56,0.04,0.04,36.56,36.56,26.83,18.36,46.14,10.7,22.34,47.72,29.9,43.04
1420155000,36.56,0.04,0.04,36.56,36.56,26.83,18.36,46.14,10.7,22.34,47.72,29.9,43.04
1420155900,36.56,0.04,0.04,36.56,36.56,26.83,18.36,46.14,10.7,22.34,47.72,29.9,43.04
1420156800,36.56,0.04,0.04,36.56,36.56,26.83,18.36,46.14,10.7,22.34,47.72,29.9,43.04
1420157700,36.56,-12.11,-12.11,36.56,36.56,26.71,17.78,42.29,0.01,22.34,47.72,40.0,40.07
1420158600,36.56,-12.11,-12.11,36.56,36.56,26.71,17.78,42.29,0.01,22.34,47.72,40.0,40.07
1420159500,36.56,-12.11,-12.11,36.56,36.56,26.71,17.78,42.29,0.01,22.34,47.72,40.0,40.07
1420160400,36.56,-12.11,-12.11,36.56,36.56,26.71,17.78,42.29,0.01,22.34,47.72,40.0,40.07
1420161300,36.56,-19.63,-19.63,36.56,36.56,26.41,9.62,38.1,-0.3,22.34,47.72,38.18,31.01
1420162200,36.56,-19.63,-19.63,36.56,36.56,26.41,9.62,38.1,-0.3,22.34,47.72,38.18,31.01
1420163100,36.56,-19.63,-19.63,36.56,36.56,26.41,9.62,38.1,-0.3,22.34,47.72,38.18,31.01
1420164000,36.56,-19.63,-19.63,36.56,36.56,26.41,9.62,38.1,-0.3,22.34,47.72,38.18,31.01
1420164900,36.56,-19.37,-19.37,36.56,36.56,26.2,7.67,38.03,-3.5,22.34,47.72,33.26,13.61
1420165800,36.56,-19.37,-19.37,36.56,36.56,26.2,7.67,38.03,-3.5,22.34,47.72,33.26,13.61
1420166700,36.56,-19.37,-19.37,36.56,36.56,26.2,7.67,38.03,-3.5,22.34,47.72,33.26,13.61
1420167600,36.56,-19.37,-19.37,36.56,36.56,26.2,7.67,38.03,-3.5,22.34,47.72,33.26,13.61
1420168500,36.56,-31.41,-31.41,36.56,36.56,25.6,10.83,32.06,-4.2,22.34,47.72,26.3,6.69
1420169400,36.56,-31.41,-31.41,36.56,36.56,25.6,10.83,32.06,-4.2,22.34,47.72,26.3,6.69
1420170300,36.56,-31.41,-31.41,36.56,36.56,25.6,10.83,32.06,-4.2,22.34,47.72,26.3,6.69
1420171200,36.56,-31.41,-31.41,36.56,36.56,25.6,10.83,32.06,-4.2,22.34,47.72,26.3,6.69
1420172100,36.56,-31.41,-31.41,36.56,36.56,24.74,23.14,27.66,-3.26,22.34,47.72,25.0,2.9
1420173000,36.56,-31.41,-31.41,36.56,36.56,24.74,23.14,27.66,-3.26,22.34,47.72,25.0,2.9
1420173900,36.56,-31.41,-31.41,36.56,36.56,24.74,23.14,27.66,-3.26,22.34,47.72,25.0,2.9
1420174800,36.56,-31.41,-31.41,36.56,36.56,24.74,23.14,27.66,-3.26,22.34,47.72,25.0,2.9
1420175700,36.56,-13.48,-13.48,36.56,36.56,26.1,26.1,28.0,-0.2,22.34,47.72,38.85,21.86
1420176600,36.56,-13.48,-13.48,36.56,36.56,26.1,26.1,28.0,-0.2,22.34,47.72,38.85,21.86
1420177500,36.56,-13.48,-13.48,36.56,36.56,26.1,26.1,28.0,-0.2,22.34,47.72,38.85,21.86
1420178400,36.56,-13.48,-13.48,36.56,36.56,26.1,26.1,28.0,-0.2,22.34,47.72,38.85,21.86
1420179300,36.56,0.08,0.08,36.56,36.56,27.25,27.25,33.44,1.8,22.34,47.72,32.0,13.61
1420180200,36.56,0.08,0.08,36.56,36.56,27.25,27.25,33.44,1.8,22.34,47.72,32.0,13.61
1420181100,36.56,0.08,0.08,36.56,36.56,27.25,27.25,33.44,1.8,22.34,47.72,32.0,13.61
1420182000,36.56,0.08,0.08,36.56,36.56,27.25,27.25,33.44,1.8,22.34,47.72,32.0,13.61
1420182900,36.56,10.06,28.37,36.56,36.56,28.37,28.37,37.1,8.7,22.34,47.72,56.15,40.16
1420183800,36.56,10.06,28.37,36.56,36.56,28.37,28.37,37.1,8.7,22.34,47.72,56.15,40.16
1420184700,36.56,10.06,28.37,36.56,36.56,28.37,28.37,37.1,8.7,22.34,47.72,56.15,40.16
1420185600,36.56,10.06,28.37,36.56,36.56,28.37,28.37,37.1,8.7,22.34,47.72,56.15,40.16
1420186500,36.56,14.25,28.37,36.56,36.56,28.37,28.37,39.34,13.15,22.34,47.72,59.61,46.18
1420187400,36.56,14.25,28.37,36.56,36.56,28.37,28.37,39.34,13.15,22.34,47.72,59.61,46.18
1420188300,36.56,14.25,28.37,36.56,36.56,28.37,28.37,39.34,13.15,22.34,47.72,59.61,46.18
1420189200,36.56,14.25,28.37,36.56,36.56,28.37,28.37,39.34,13.15,22.34,47.72,59.61,46.18
1420190100,36.56,14.56,28.32,36.56,36.56,28.32,28.32,41.82,17.2,22.34,47.72,42.85,48.86
1420191000,36.56,14.56,28.32,36.56,36.56,28.32,28.32,41.82,17.2,22.34,47.72,42.85,48.86
1420191900,36.56,14.56,28.32,36.56,36.56,28.32,28.32,41.82,17.2,22.34,47.72,42.85,48.86
1420192800,36.56,14.56,28.32,36.56,36.56,28.32,28.32,41.82,17.2,22.34,47.72,42.85,48.86
1420193700,36.56,14.64,28.3,36.56,36.56,28.3,28.3,42.19,19.0,22.34,47.72,39.39,52.43
1420194600,36.56,14.64,28.3,36.56,36.56,28.3,28.3,42.19,19.0,22.34,47.72,39.39,52.43
1420195500,36.56,14.64,28.3,36.56,36.56,28.3,28.3,42.19,19.0,22.34,47.72,39.39,52.43
1420196400,36.56,14.64,28.3,36.56,36.56,28.3,28.3,42.19,19.0,22.34,47.72,39.39,52.43
1420197300,36.56,15.08,28.39,36.56,36.56,28.39,28.39,43.0,19.15,22.34,47.72,45.0,60.03
1420198200,36.56,15.08,28.39,36.56,36.56,28.39,28.39,43.0,19.15,22.34,47.72,45.0,60.03
1420199100,36.56,15.08,28.39,36.56,36.56,28.39,28.39,43.0,19.15,22.34,47.72,45.0,60.03
1420200000,36.56,15.08,28.39,36.56,36.56,28.39,28.39,43.0,19.15,22.34,47.72,45.0,60.03
1420200900,36.56,15.41,28.3,36.56,36.56,28.3,28.3,44.02,20.0,22.34,47.72,45.0,58.49
1420201800,36.56,15.41,28.3,36.56,36.56,28.3,28.3,44.02,20.0,22.34,47.72,45.0,58.49
1420202700,36.56,15.41,28.3,36.56,36.56,28.3,28.3,44.02,20.0,22.34,47.72,45.0,58.49
1420203600,36.56,15.41,28.3,36.56,36.56,28.3,28.3,44.02,20.0,22.34,47.72,45.0,58.49
1420204500,36.56,14.52,28.24,36.56,36.56,28.24,28.24,42.48,20.0,22.34,47.72,41.95,46.85
1420205400,36.56,14.52,28.24,36.56,36.56,28.24,28.24,42.48,20.0,22.34,47.72,41.95,46.85
1420206300,36.56,14.52,28.24,36.56,36.56,28.24,28.24,42.48,20.0,22.34,47.72,41.95,46.85
1420207200,36.56,14.52,28.24,36.56,36.56,28.24,28.24,42.48,20.0,22.34,47.72,41.95,46.85
1420208100,36.56,14.7,28.12,36.56,36.56,28.12,28.12,39.12,20.5,22.34,47.72,39.2,45.08
1420209000,36.56,14.7,28.12,36.56,36.56,28.12,28.12,39.12,20.5,22.34,47.72,39.2,45.08
1420209900,36.56,14.7,28.12,36.56,36.56,28.12,28.12,39.12,20.5,22.34,47.72,39.2,45.08
1420210800,36.56,14.7,28.12,36.56,36.56,28.12,28.12,39.12,20.5,22.34,47.72,39.2,45.08
1420211700,36.56,14.66,28.23,36.56,36.56,28.23,28.23,38.05,20.5,22.34,47.72,40.0,45.96
1420212600,36.56,14.66,28.23,36.56,36.56,28.23,28.23,38.05,20.5,22.34,47.72,40.0,45.96
1420213500,36.56,14.66,28.23,36.56,36.56,28.23,28.23,38.05,20.5,22.34,47.72,40.0,45.96
1420214400,36.56,14.66,28.23,36.56,36.56,28.23,28.23,38.05,20.5,22.34,47.72,40.0,45.96
1420215300,36.56,16.09,28.59,36.56,36.56,28.59,28.59,39.49,23.0,22.34,47.72,48.23,60.07
1420216200,36.56,16.09,28.59,36.56,36.56,28.59,28.59,39.49,23.0,22.34,47.72,48.23,60.07
1420217100,36.56,16.09,28.59,36.56,36.56,28.59,28.59,39.49,23.0,22.34,47.72,48.23,60.07
1420218000,36.56,16.09,28.59,36.56,36.56,28.59,28.59,39.49,23.0,22.34,47.72,48.23,60.07
1420218900,36.56,25.1,28.73,36.56,36.56,28.73,28.73,47.91,26.0,22.34,47.72,62.93,83.01
1420219800,36.56,25.1,28.73,36.56,36.56,28.73,28.73,47.91,26.0,22.34,47.72,62.93,83.01
1420220700,36.56,25.1,28.73,36.56,36.56,28.73,28.73,47.91,26.0,22.34,47.72,62.93,83.01
1420221600,36.56,25.1,28.73,36.56,36.56,28.73,28.73,47.91,26.0,22.34,47.72,62.93,83.01
1420222500,36.56,25.06,28.48,36.56,36.56,28.48,28.48,52.88,25.5,22.34,47.72,65.0,70.07
1420223400,36.56,25.06,28.48,36.56,36.56,28.48,28.48,52.88,25.5,22.34,47.72,65.0,70.07
1420224300,36.56,25.06,28.48,36.56,36.56,28.48,28.48,52.88,25.5,22.34,47.72,65.0,70.07
1420225200,36.56,25.06,28.48,36.56,36.56,28.48,28.48,52.88,25.5,22.34,47.72,65.0,70.07
1420226100,36.56,18.34,28.38,36.56,36.56,28.38,28.38,52.96,23.0,22.34,47.72,57.0,60.05
1420227000,36.56,18.34,28.38,36.56,36.56,28.38,28.38,52.96,23.0,22.34,47.72,57.0,60.05
1420227900,36.56,18.34,28.38,36.56,36.56,28.38,28.38,52.96,23.0,22.34,47.72,57.0,60.05
1420228800,36.56,18.34,28.38,36.56,36.56,28.38,28.38,52.96,23.0,22.34,47.72,57.0,60.05
1420229700,36.56,14.26,15.0,36.56,36.56,27.85,27.85,49.91,17.2,22.34,47.72,54.0,60.01
1420230600,36.56,14.26,15.0,36.56,36.56,27.85,27.85,49.91,17.2,22.34,47.72,54.0,60.01
1420231500,36.56,14.26,15.0,36.56,36.56,27.85,27.85,49.91,17.2,22.34,47.72,54.0,60.01
1420232400,36.56,14.26,15.0,36.56,36.56,27.85,27.85,49.91,17.2,22.34,47.72,54.0,60.01
1420233300,36.56,12.22,12.22,36.56,36.56,27.45,27.45,48.93,14.0,22.34,47.72,51.0,53.51
1420234200,36.56,12.22,12.22,36.56,36.56,27.45,27.45,48.93,14.0,22.34,47.72,51.0,53.51
1420235100,36.56,12.22,12.22,36.56,36.56,27.45,27.45,48.93,14.0,22.34,47.72,51.0,53.51
1420236000,36.56,12.22,12.22,36.56,36.56,27.45,27.45,48.93,14.0,22.34,47.72,51.0,53.51
1420236900,36.56,8.0,10.4,36.56,36.56,27.2,27.2,50.0,11.65,22.34,47.72,51.75,45.08
1420237800,36.56,8.0,10.4,36.56,36.56,27.2,27.2,50.0,11.65,22.34,47.72,51.75,45.08
1420238700,36.56,8.0,10.4,36.56,36.56,27.2,27.2,50.0,11.65,22.34,47.72,51.75,45.08
1420239600,36.56,8.0,10.4,36.56,36.56,27.2,27.2,50.0,11.65,22.34,47.72,51.75,45.08
1420240500,36.56,-0.33,-0.33,36.56,36.56,26.79,25.94,49.86,5.0,22.34,47.72,51.6,45.02
1420241400,36.56,-0.33,-0.33,36.56,36.56,26.79,25.94,49.86,5.0,22.34,47.72,51.6,45.02
1420242300,36.56,-0.33,-0.33,36.56,36.56,26.79,25.94,49.86,5.0,22.34,47.72,51.6,45.02
1420243200,36.56,-0.33,-0.33,36.56,36.56,26.79,25.94,49.86,5.0,22.34,47.72,51.6,45.02
1420244100,36.56,-0.08,-0.08,36.56,36.56,25.85,17.57,39.48,0.59,22.34,47.72,37.0,2.75
1420245000,36.56,-0.08,-0.08,36.56,36.56,25.85,17.57,39.48,0.59,22.34,47.72,37.0,2.75
1420245900,36.56,-0.08,-0.08,36.56,36.56,25.85,17.57,39.48,0.59,22.34,47.72,37.0,2.75
1420246800,36.56,-0.08,-0.08,36.56,36.56,25.85,17.57,39.48,0.59,22.34,47.72,37.0,2.75
1420247700,36.56,-0.07,-0.07,36.56,36.56,25.54,16.87,37.01,-0.7,22.34,47.72,31.77,2.19
1420248600,36.56,-0.07,-0.07,36.56,36.56,25.54,16.87,37.01,-0.7,22.34,47.72,31.77,2.19
1420249500,36.56,-0.07,-0.07,36.56,36.56,25.54,16.87,37.01,-0.7,22.34,47.72,31.77,2.19
1420250400,36.56,-0.07,-0.07,36.56,36.56,25.54,16.87,37.01,-0.7,22.34,47.72,31.77,2.19
1420251300,36.56,-5.03,-5.03,36.56,36.56,25.43,5.75,35.61,-2.0,22.34,47.72,24.09,1.12
1420252200,36.56,-5.03,-5.03,36.56,36.56,25.43,5.75,35.61,-2.0,22.34,47.72,24.09,1.12
1420253100,36.56,-5.03,-5.03,36.56,36.56,25.43,5.75,35.61,-2.0,22.34,47.72,24.09,1.12
1420254000,36.56,-5.03,-5.03,36.56,36.56,25.43,5.75,35.61,-2.0,22.34,47.72,24.09,1.12
1420254900,36.56,0.01,0.01,36.56,36.56,25.34,5.09,29.28,-1.06,22.34,47.72,21.74,1.56
1420255800,36.56,0.01,0.01,36.56,36.56,25.34,5.09,29.28,-1.06,22.34,47.72,21.74,1.56
1420256700,36.56,0.01,0.01,36.56,36.56,25.34,5.09,29.28,-1.06,22.34,47.72,21.74,1.56
1420257600,36.56,0.01,0.01,36.56,36.56,25.34,5.09,29.28,-1.06,22.34,47.72,21.74,1.56
1420258500,36.56,-0.04,-0.04,36.56,36.56,25.29,7.64,26.24,0.25,22.34,47.72,21.9,2.23
1420259400,36.56,-0.04,-0.04,36.56,36.56,25.29,7.64,26.24,0.25,22.34,47.72,21.9,2.23
1420260300,36.56,-0.04,-0.04,36.56,36.56,25.29,7.64,26.24,0.25,22.34,47.72,21.9,2.23
1420261200,36.56,-0.04,-0.04,36.56,36.56,25.29,7.64,26.24,0.25,22.34,47.72,21.9,2.23
1420262100,36.56,0.03,0.03,36.56,36.56,25.3,23.85,25.82,0.99,22.34,47.72,35.0,18.07
1420263000,36.56,0.03,0.03,36.56,36.56,25.3,23.85,25.82,0.99,22.34,47.72,35.0,18.07
1420263900,36.56,0.03,0.03,36.56,36.56,25.3,23.85,25.82,0.99,22.34,47.72,35.0,18.07
1420264800,36.56,0.03,0.03,36.56,36.56,25.3,23.85,25.82,0.99,22.34,47.72,35.0,18.07
1420265700,36.56,-8.67,-8.67,36.56,36.56,25.55,22.92,26.75,5.26,22.34,47.72,36.0,44.62
1420266600,36.56,-8.67,-8.67,36.56,36.56,25.55,22.92,26.75,5.26,22.34,47.72,36.0,44.62
1420267500,36.56,-8.67,-8.67,36.56,36.56,25.55,22.92,26.75,5.26,22.34,47.72,36.0,44.62
1420268400,36.56,-8.67,-8.67,36.56,36.56,25.55,22.92,26.75,5.26,22.34,47.72,36.0,44.62
1420269300,36.56,4.46,4.46,36.56,36.56,26.75,26.75,30.84,11.84,22.34,47.72,45.0,45.1
1420270200,36.56,4.46,4.46,36.56,36.56,26.75,26.75,30.84,11.84,22.34,47.72,45.0,45.1
1420271100,36.56,4.46,4.46,36.56,36.56,26.75,26.75,30.84,11.84,22.34,47.72,45.0,45.1
1420272000,36.56,4.46,4.46,36.56,36.56,26.75,26.75,30.84,11.84,22.34,47.72,45.0,45.1
1420272900,36.56,9.9,9.9,36.56,36.56,26.98,26.98,35.78,15.3,22.34,47.72,59.61,51.09
1420273800,36.56,9.9,9.9,36.56,36.56,26.98,26.98,35.78,15.3,22.34,47.72,59.61,51.09
1420274700,36.56,9.9,9.9,36.56,36.56,26.98,26.98,35.78,15.3,22.34,47.72,59.61,51.09
1420275600,36.56,9.9,9.9,36.56,36.56,26.98,26.98,35.78,15.3,22.34,47.72,59.61,51.09
1420276500,36.56,14.29,14.29,36.56,36.56,27.52,27.52,37.2,19.05,22.34,47.72,46.0,55.33
1420277400,36.56,14.29,14.29,36.56,36.56,27.52,27.52,37.2,19.05,22.34,47.72,46.0,55.33
1420278300,36.56,14.29,14.29,36.56,36.56,27.52,27.52,37.2,19.05,22.34,47.72,46.0,55.33
1420279200,36.56,14.29,14.29,36.56,36.56,27.52,27.52,37.2,19.05,22.34,47.72,46.0,55.33
1420280100,36.56,16.73,16.73,36.56,36.56,27.72,27.72,36.44,22.37,22.34,47.72,47.6,55.02
1420281000,36.56,16.73,16.73,36.56,36.56,27.72,27.72,36.44,22.37,22.34,47.72,47.6,55.02
1420281900,36.56,16.73,16.73,36.56,36.56,27.72,27.72,36.44,22.37,22.34,47.72,47.6,55.02
1420282800,36.56,16.73,16.73,36.56,36.56,27.72,27.72,36.44,22.37,22.34,47.72,47.6,55.02
1420283700,36.56,22.31,22.31,36.56,36.56,27.73,27.73,36.74,23.59,22.34,47.72,52.89,60.0
1420284600,36.56,22.31,22.31,36.56,36.56,27.73,27.73,36.74,23.59,22.34,47.72,52.89,60.0
1420285500,36.56,22.31,22.31,36.56,36.56,27.73,27.73,36.74,23.59,22.34,47.72,52.89,60.0
1420286400,36.56,22.31,22.31,36.56,36.56,27.73,27.73,36.74,23.59,22.34,47.72,52.89,60.0
1420287300,36.56,23.03,23.03,36.56,36.56,27.66,27.66,37.07,24.22,22.34,47.72,50.99,56.07
1420288200,36.56,23.03,23.03,36.56,36.56,27.66,27.66,37.07,24.22,22.34,47.72,50.99,56.07
