unixtime,belgium,denmark_west,denmark_east,france,netherlands,norway,sweden,switzerland,czech_republic,germany,italy,slovenia,hungary
1425909600,44.63,34.14,34.14,44.63,44.63,25.77,34.14,49.74,32.3,34.98,44.63,44.63,36.82
1425910500,41.5,32.49,32.49,41.5,41.5,25.76,32.49,49.52,32.96,35.2,45.95,41.47,37.84
1425911400,41.5,32.49,32.49,41.5,41.5,25.76,32.49,49.52,32.96,35.2,45.95,41.47,37.84
1425912300,41.5,32.49,32.49,41.5,41.5,25.76,32.49,49.52,32.96,35.2,45.95,41.47,37.84
1425913200,41.5,32.49,32.49,41.5,41.5,25.76,32.49,49.52,32.96,35.2,45.95,41.47,37.84
1425914100,39.53,35.16,35.16,39.41,39.53,25.76,35.16,50.73,36.63,39.41,50.0,41.99,40.89
1425915000,39.53,35.16,35.16,39.41,39.53,25.76,35.16,50.73,36.63,39.41,50.0,41.99,40.89
1425915900,39.53,35.16,35.16,39.41,39.53,25.76,35.16,50.73,36.63,39.41,50.0,41.99,40.89
1425916800,39.53,35.16,35.16,39.41,39.53,25.76,35.16,50.73,36.63,39.41,50.0,41.99,40.89
1425917700,40.0,31.2,35.11,40.0,40.0,25.85,35.11,50.59,39.7,40.0,52.46,41.0,43.69
1425918600,40.0,31.2,35.11,40.0,40.0,25.85,35.11,50.59,39.7,40.0,52.46,41.0,43.69
1425919500,40.0,31.2,35.11,40.0,40.0,25.85,35.11,50.59,39.7,40.0,52.46,41.0,43.69
1425920400,40.0,31.2,35.11,40.0,40.0,25.85,35.11,50.59,39.7,40.0,52.46,41.0,43.69
1425921300,45.36,44.27,44.27,45.36,45.36,26.1,44.27,50.0,40.4,45.36,54.92,44.15,48.0
1425922200,45.36,44.27,44.27,45.36,45.36,26.1,44.27,50.0,40.4,45.36,54.92,44.15,48.0
1425923100,45.36,44.27,44.27,45.36,45.36,26.1,44.27,50.0,40.4,45.36,54.92,44.15,48.0
1425924000,45.36,44.27,44.27,45.36,45.36,26.1,44.27,50.0,40.4,45.36,54.92,44.15,48.0
1425924900,59.01,31.12,51.93,59.01,59.01,26.23,51.93,60.02,52.0,59.01,64.11,61.0,60.0
1425925800,59.01,31.12,51.93,59.01,59.01,26.23,51.93,60.02,52.0,59.01,64.11,61.0,60.0
1425926700,59.01,31.12,51.93,59.01,59.01,26.23,51.93,60.02,52.0,59.01,64.11,61.0,60.0
1425927600,59.01,31.12,51.93,59.01,59.01,26.23,51.93,60.02,52.0,59.01,64.11,61.0,60.0
1425928500,65.97,26.75,50.75,65.97,65.97,26.22,50.75,66.04,58.0,65.97,69.0,66.0,61.54
1425929400,65.97,26.75,50.75,65.97,65.97,26.22,50.75,66.04,58.0,65.97,69.0,66.0,61.54
1425930300,65.97,26.75,50.75,65.97,65.97,26.22,50.75,66.04,58.0,65.97,69.0,66.0,61.54
1425931200,65.97,26.75,50.75,65.97,65.97,26.22,50.75,66.04,58.0,65.97,69.0,66.0,61.54
1425932100,50.01,26.07,28.47,50.01,50.01,26.07,28.47,52.56,44.0,50.01,57.97,54.0,49.32
1425933000,50.01,26.07,28.47,50.01,50.01,26.07,28.47,52.56,44.0,50.01,57.97,54.0,49.32
1425933900,50.01,26.07,28.47,50.01,50.01,26.07,28.47,52.56,44.0,50.01,57.97,54.0,49.32
1425934800,50.01,26.07,28.47,50.01,50.01,26.07,28.47,52.56,44.0,50.01,57.97,54.0,49.32
1425935700,42.47,25.52,25.52,42.47,42.44,25.52,25.52,50.72,35.6,39.73,52.43,52.43,40.05
1425936600,42.47,25.52,25.52,42.47,42.44,25.52,25.52,50.72,35.6,39.73,52.43,52.43,40.05
1425937500,42.47,25.52,25.52,42.47,42.44,25.52,25.52,50.72,35.6,39.73,52.43,52.43,40.05
1425938400,42.47,25.52,25.52,42.47,42.44,25.52,25.52,50.72,35.6,39.73,52.43,52.43,40.05
1425939300,45.76,24.8,24.8,45.76,43.55,24.8,24.8,49.37,31.9,33.92,51.5,51.5,40.31
1425940200,45.76,24.8,24.8,45.76,43.55,24.8,24.8,49.37,31.9,33.92,51.5,51.5,40.31
1425941100,45.76,24.8,24.8,45.76,43.55,24.8,24.8,49.37,31.9,33.92,51.5,51.5,40.31
1425942000,45.76,24.8,24.8,45.76,43.55,24.8,24.8,49.37,31.9,33.92,51.5,51.5,40.31
1425942900,45.59,23.79,23.79,45.59,38.0,23.79,23.79,48.33,26.3,26.07,49.0,49.0,33.59
1425943800,45.59,23.79,23.79,45.59,38.0,23.79,23.79,48.33,26.3,26.07,49.0,49.0,33.59
1425944700,45.59,23.79,23.79,45.59,38.0,23.79,23.79,48.33,26.3,26.07,49.0,49.0,33.59
1425945600,45.59,23.79,23.79,45.59,38.0,23.79,23.79,48.33,26.3,26.07,49.0,49.0,33.59
1425946500,42.56,23.3,23.3,42.56,37.44,23.3,23.3,43.14,28.5,29.92,44.99,34.5,28.5
1425947400,42.56,23.3,23.3,42.56,37.44,23.3,23.3,43.14,28.5,29.92,44.99,34.5,28.5
1425948300,42.56,23.3,23.3,42.56,37.44,23.3,23.3,43.14,28.5,29.92,44.99,34.5,28.5
1425949200,42.56,23.3,23.3,42.56,37.44,23.3,23.3,43.14,28.5,29.92,44.99,34.5,28.5
1425950100,37.81,22.45,22.45,37.81,33.93,22.45,22.45,39.99,28.02,28.41,44.93,38.01,28.02
1425951000,37.81,22.45,22.45,37.81,33.93,22.45,22.45,39.99,28.02,28.41,44.93,38.01,28.02
1425951900,37.81,22.45,22.45,37.81,33.93,22.45,22.45,39.99,28.02,28.41,44.93,38.01,28.02
1425952800,37.81,22.45,22.45,37.81,33.93,22.45,22.45,39.99,28.02,28.41,44.93,38.01,28.02
1425953700,38.51,21.87,21.87,38.51,32.25,21.87,21.87,38.38,26.88,27.75,43.27,31.21,26.88
1425954600,38.51,21.87,21.87,38.51,32.25,21.87,21.87,38.38,26.88,27.75,43.27,31.21,26.88
1425955500,38.51,21.87,21.87,38.51,32.25,21.87,21.87,38.38,26.88,27.75,43.27,31.21,26.88
1425956400,38.51,21.87,21.87,38.51,32.25,21.87,21.87,38.38,26.88,27.75,43.27,31.21,26.88
1425957300,37.37,21.69,21.69,37.37,33.8,21.69,21.69,35.03,26.8,28.07,44.93,33.13,26.8
1425958200,37.37,21.69,21.69,37.37,33.8,21.69,21.69,35.03,26.8,28.07,44.93,33.13,26.8
1425959100,37.37,21.69,21.69,37.37,33.8,21.69,21.69,35.03,26.8,28.07,44.93,33.13,26.8
1425960000,37.37,21.69,21.69,37.37,33.8,21.69,21.69,35.03,26.8,28.07,44.93,33.13,26.8
1425960900,34.3,22.59,22.59,34.3,34.3,22.59,22.59,34.58,27.54,30.38,44.62,33.25,27.54
1425961800,34.3,22.59,22.59,34.3,34.3,22.59,22.59,34.58,27.54,30.38,44.62,33.25,27.54
1425962700,34.3,22.59,22.59,34.3,34.3,22.59,22.59,34.58,27.54,30.38,44.62,33.25,27.54
1425963600,34.3,22.59,22.59,34.3,34.3,22.59,22.59,34.58,27.54,30.38,44.62,33.25,27.54
1425964500,41.17,23.17,23.17,41.17,37.44,23.17,23.17,39.46,30.01,31.6,45.31,45.31,34.46
1425965400,41.17,23.17,23.17,41.17,37.44,23.17,23.17,39.46,30.01,31.6,45.31,45.31,34.46
1425966300,41.17,23.17,23.17,41.17,37.44,23.17,23.17,39.46,30.01,31.6,45.31,45.31,34.46
1425967200,41.17,23.17,23.17,41.17,37.44,23.17,23.17,39.46,30.01,31.6,45.31,45.31,34.46
1425968100,47.96,24.76,24.76,47.96,44.27,24.76,24.76,47.59,37.0,44.27,55.15,37.43,38.93
1425969000,47.96,24.76,24.76,47.96,44.27,24.76,24.76,47.59,37.0,44.27,55.15,37.43,38.93
1425969900,47.96,24.76,24.76,47.96,44.27,24.76,24.76,47.59,37.0,44.27,55.15,37.43,38.93
1425970800,47.96,24.76,24.76,47.96,44.27,24.76,24.76,47.59,37.0,44.27,55.15,37.43,38.93
1425971700,54.45,25.66,25.66,54.45,48.99,25.66,25.66,52.62,45.5,48.99,54.45,46.42,45.57
1425972600,54.45,25.66,25.66,54.45,48.99,25.66,25.66,52.62,45.5,48.99,54.45,46.42,45.57
1425973500,54.45,25.66,25.66,54.45,48.99,25.66,25.66,52.62,45.5,48.99,54.45,46.42,45.57
1425974400,54.45,25.66,25.66,54.45,48.99,25.66,25.66,52.62,45.5,48.99,54.45,46.42,45.57
1425975300,56.42,25.9,25.9,56.42,44.94,25.9,25.9,57.83,45.5,42.91,59.54,51.89,47.95
1425976200,56.42,25.9,25.9,56.42,44.94,25.9,25.9,57.83,45.5,42.91,59.54,51.89,47.95
1425977100,56.42,25.9,25.9,56.42,44.94,25.9,25.9,57.83,45.5,42.91,59.54,51.89,47.95
1425978000,56.42,25.9,25.9,56.42,44.94,25.9,25.9,57.83,45.5,42.91,59.54,51.89,47.95
1425978900,53.98,25.82,25.82,53.98,51.15,25.82,25.82,57.0,41.0,36.23,53.98,46.71,44.59
1425979800,53.98,25.82,25.82,53.98,51.15,25.82,25.82,57.0,41.0,36.23,53.98,46.71,44.59
1425980700,53.98,25.82,25.82,53.98,51.15,25.82,25.82,57.0,41.0,36.23,53.98,46.71,44.59
1425981600,53.98,25.82,25.82,53.98,51.15,25.82,25.82,57.0,41.0,36.23,53.98,46.71,44.59
1425982500,51.43,25.6,25.6,51.43,44.94,25.6,25.6,52.65,37.87,32.85,51.43,41.0,42.34
1425983400,51.43,25.6,25.6,51.43,44.94,25.6,25.6,52.65,37.87,32.85,51.43,41.0,42.34
1425984300,51.43,25.6,25.6,51.43,44.94,25.6,25.6,52.65,37.87,32.85,51.43,41.0,42.34
1425985200,51.43,25.6,25.6,51.43,44.94,25.6,25.6,52.65,37.87,32.85,51.43,41.0,42.34
1425986100,50.03,25.35,25.35,50.03,42.55,25.35,25.35,50.44,35.26,32.54,50.03,47.5,44.43
1425987000,50.03,25.35,25.35,50.03,42.55,25.35,25.35,50.44,35.26,32.54,50.03,47.5,44.43
1425987900,50.03,25.35,25.35,50.03,42.55,25.35,25.35,50.44,35.26,32.54,50.03,47.5,44.43
1425988800,50.03,25.35,25.35,50.03,42.55,25.35,25.35,50.44,35.26,32.54,50.03,47.5,44.43
1425989700,47.0,25.06,25.06,47.0,40.04,25.06,25.06,49.01,32.36,30.91,47.0,47.0,44.59
1425990600,47.0,25.06,25.06,47.0,40.04,25.06,25.06,49.01,32.36,30.91,47.0,47.0,44.59
1425991500,47.0,25.06,25.06,47.0,40.04,25.06,25.06,49.01,32.36,30.91,47.0,47.0,44.59
1425992400,47.0,25.06,25.06,47.0,40.04,25.06,25.06,49.01,32.36,30.91,47.0,47.0,44.59
1425993300,45.35,24.89,24.89,45.35,40.04,24.89,24.89,47.05,34.41,33.04,45.35,45.35,44.45
1425994200,45.35,24.89,24.89,45.35,40.04,24.89,24.89,47.05,34.41,33.04,45.35,45.35,44.45
1425995100,45.35,24.89,24.89,45.35,40.04,24.89,24.89,47.05,34.41,33.04,45.35,45.35,44.45
1425996000,45.35,24.89,24.89,45.35,40.04,24.89,24.89,47.05,34.41,33.04,45.35,45.35,44.45
1425996900,47.95,24.7,24.7,47.95,39.96,24.7,24.7,47.1,34.78,32.66,48.0,48.0,44.59
1425997800,47.95,24.7,24.7,47.95,39.96,24.7,24.7,47.1,34.78,32.66,48.0,48.0,44.59
1425998700,47.95,24.7,24.7,47.95,39.96,24.7,24.7,47.1,34.78,32.66,48.0,48.0,44.59
1425999600,47.95,24.7,24.7,47.95,39.96,24.7,24.7,47.1,34.78,32.66,48.0,48.0,44.59
1426000500,41.51,24.57,24.57,41.51,39.94,24.57,24.57,49.48,37.3,36.94,50.0,50.0,45.37
1426001400,41.51,24.57,24.57,41.51,39.94,24.57,24.57,49.48,37.3,36.94,50.0,50.0,45.37
1426002300,41.51,24.57,24.57,41.51,39.94,24.57,24.57,49.48,37.3,36.94,50.0,50.0,45.37
1426003200,41.51,24.57,24.57,41.51,39.94,24.57,24.57,49.48,37.3,36.94,50.0,50.0,45.37
1426004100,40.06,24.76,24.76,40.06,40.06,24.76,24.76,50.02,37.45,40.06,55.0,55.0,46.3
1426005000,40.06,24.76,24.76,40.06,40.06,24.76,24.76,50.02,37.45,40.06,55.0,55.0,46.3
1426005900,40.06,24.76,24.76,40.06,40.06,24.76,24.76,50.02,37.45,40.06,55.0,55.0,46.3
1426006800,40.06,24.76,24.76,40.06,40.06,24.76,24.76,50.02,37.45,40.06,55.0,55.0,46.3
1426007700,44.94,25.34,25.34,44.94,44.94,25.34,25.34,48.07,41.28,44.94,58.19,58.19,51.57
1426008600,44.94,25.34,25.34,44.94,44.94,25.34,25.34,48.07,41.28,44.94,58.19,58.19,51.57
1426009500,44.94,25.34,25.34,44.94,44.94,25.34,25.34,48.07,41.28,44.94,58.19,58.19,51.57
1426010400,44.94,25.34,25.34,44.94,44.94,25.34,25.34,48.07,41.28,44.94,58.19,58.19,51.57
1426011300,57.37,25.72,25.72,57.37,57.37,25.72,25.72,58.05,55.0,57.37,69.99,60.84,60.44
1426012200,57.37,25.72,25.72,57.37,57.37,25.72,25.72,58.05,55.0,57.37,69.99,60.84,60.44
1426013100,57.37,25.72,25.72,57.37,57.37,25.72,25.72,58.05,55.0,57.37,69.99,60.84,60.44
1426014000,57.37,25.72,25.72,57.37,57.37,25.72,25.72,58.05,55.0,57.37,69.99,60.84,60.44
1426014900,65.18,25.71,25.71,65.18,65.18,25.71,25.71,61.99,60.0,65.18,72.01,68.48,61.93
1426015800,65.18,25.71,25.71,65.18,65.18,25.71,25.71,61.99,60.0,65.18,72.01,68.48,61.93
1426016700,65.18,25.71,25.71,65.18,65.18,25.71,25.71,61.99,60.0,65.18,72.01,68.48,61.93
1426017600,65.18,25.71,25.71,65.18,65.18,25.71,25.71,61.99,60.0,65.18,72.01,68.48,61.93
1426018500,50.98,25.13,25.13,50.98,50.98,25.13,25.13,50.71,40.1,50.98,64.99,64.99,52.62
1426019400,50.98,25.13,25.13,50.98,50.98,25.13,25.13,50.71,40.1,50.98,64.99,64.99,52.62
1426020300,50.98,25.13,25.13,50.98,50.98,25.13,25.13,50.71,40.1,50.98,64.99,64.99,52.62
1426021200,50.98,25.13,25.13,50.98,50.98,25.13,25.13,50.71,40.1,50.98,64.99,64.99,52.62
1426022100,48.93,24.62,24.62,48.93,48.93,24.62,24.62,47.08,36.86,39.99,57.96,57.96,40.54
1426023000,48.93,24.62,24.62,48.93,48.93,24.62,24.62,47.08,36.86,39.99,57.96,57.96,40.54
1426023900,48.93,24.62,24.62,48.93,48.93,24.62,24.62,47.08,36.86,39.99,57.96,57.96,40.54
1426024800,48.93,24.62,24.62,48.93,48.93,24.62,24.62,47.08,36.86,39.99,57.96,57.96,40.54
1426025700,48.71,23.88,23.88,48.71,44.94,23.88,23.88,47.92,33.8,33.95,54.0,54.0,44.59
1426026600,48.71,23.88,23.88,48.71,44.94,23.88,23.88,47.92,33.8,33.95,54.0,54.0,44.59
1426027500,48.71,23.88,23.88,48.71,44.94,23.88,23.88,47.92,33.8,33.95,54.0,54.0,44.59
1426028400,48.71,23.88,23.88,48.71,44.94,23.88,23.88,47.92,33.8,33.95,54.0,54.0,44.59
1426029300,48.75,23.06,23.06,48.75,43.0,23.06,23.06,45.94,28.59,29.54,51.45,51.45,38.7
1426030200,48.75,23.06,23.06,48.75,43.0,23.06,23.06,45.94,28.59,29.54,51.45,51.45,38.7
1426031100,48.75,23.06,23.06,48.75,43.0,23.06,23.06,45.94,28.59,29.54,51.45,51.45,38.7
1426032000,48.75,23.06,23.06,48.75,43.0,23.06,23.06,45.94,28.59,29.54,51.45,51.45,38.7
1426032900,42.02,21.89,21.89,42.02,42.02,21.89,21.89,41.37,28.28,27.02,49.66,24.87,38.74
1426033800,42.02,21.89,21.89,42.02,42.02,21.89,21.89,41.37,28.28,27.02,49.66,24.87,38.74
1426034700,42.02,21.89,21.89,42.02,42.02,21.89,21.89,41.37,28.28,27.02,49.66,24.87,38.74
1426035600,42.02,21.89,21.89,42.02,42.02,21.89,21.89,41.37,28.28,27.02,49.66,24.87,38.74
1426036500,37.69,21.14,21.14,37.69,37.69,21.14,21.14,37.02,27.0,27.92,43.35,22.66,32.09
1426037400,37.69,21.14,21.14,37.69,37.69,21.14,21.14,37.02,27.0,27.92,43.35,22.66,32.09
1426038300,37.69,21.14,21.14,37.69,37.69,21.14,21.14,37.02,27.0,27.92,43.35,22.66,32.09
1426039200,37.69,21.14,21.14,37.69,37.69,21.14,21.14,37.02,27.0,27.92,43.35,22.66,32.09
1426040100,38.86,21.06,21.06,38.86,38.86,21.06,21.06,34.48,25.69,26.94,41.0,21.35,26.96
1426041000,38.86,21.06,21.06,38.86,38.86,21.06,21.06,34.48,25.69,26.94,41.0,21.35,26.96
1426041900,38.86,21.06,21.06,38.86,38.86,21.06,21.06,34.48,25.69,26.94,41.0,21.35,26.96
1426042800,38.86,21.06,21.06,38.86,38.86,21.06,21.06,34.48,25.69,26.94,41.0,21.35,26.96
1426043700,35.53,21.41,21.41,35.53,35.53,21.41,21.41,32.15,26.1,26.97,39.85,22.16,28.13
1426044600,35.53,21.41,21.41,35.53,35.53,21.41,21.41,32.15,26.1,26.97,39.85,22.16,28.13
1426045500,35.53,21.41,21.41,35.53,35.53,21.41,21.41,32.15,26.1,26.97,39.85,22.16,28.13
1426046400,35.53,21.41,21.41,35.53,35.53,21.41,21.41,32.15,26.1,26.97,39.85,22.16,28.13
1426047300,34.9,23.12,23.12,34.9,34.9,23.12,23.12,32.07,27.01,27.3,39.85,22.96,33.3
1426048200,34.9,23.12,23.12,34.9,34.9,23.12,23.12,32.07,27.01,27.3,39.85,22.96,33.3
1426049100,34.9,23.12,23.12,34.9,34.9,23.12,23.12,32.07,27.01,27.3,39.85,22.96,33.3
1426050000,34.9,23.12,23.12,34.9,34.9,23.12,23.12,32.07,27.01,27.3,39.85,22.96,33.3
1426050900,37.5,23.92,23.92,37.5,37.5,23.92,23.92,37.07,28.95,29.0,44.93,33.7,40.28
1426051800,37.5,23.92,23.92,37.5,37.5,23.92,23.92,37.07,28.95,29.0,44.93,33.7,40.28
1426052700,37.5,23.92,23.92,37.5,37.5,23.92,23.92,37.07,28.95,29.0,44.93,33.7,40.28
1426053600,37.5,23.92,23.92,37.5,37.5,23.92,23.92,37.07,28.95,29.0,44.93,33.7,40.28
1426054500,45.96,24.93,24.93,45.96,45.96,24.93,24.93,46.92,37.5,39.93,53.75,39.19,42.95
1426055400,45.96,24.93,24.93,45.96,45.96,24.93,24.93,46.92,37.5,39.93,53.75,39.19,42.95
1426056300,45.96,24.93,24.93,45.96,45.96,24.93,24.93,46.92,37.5,39.93,53.75,39.19,42.95
1426057200,45.96,24.93,24.93,45.96,45.96,24.93,24.93,46.92,37.5,39.93,53.75,39.19,42.95
1426058100,52.68,25.85,25.85,52.68,52.68,25.85,25.85,52.42,42.0,45.0,55.05,55.05,47.14
1426059000,52.68,25.85,25.85,52.68,52.68,25.85,25.85,52.42,42.0,45.0,55.05,55.05,47.14
1426059900,52.68,25.85,25.85,52.68,52.68,25.85,25.85,52.42,42.0,45.0,55.05,55.05,47.14
1426060800,52.68,25.85,25.85,52.68,52.68,25.85,25.85,52.42,42.0,45.0,55.05,55.05,47.14
1426061700,56.61,26.59,26.59,56.61,56.61,26.59,26.59,53.28,41.86,39.94,63.99,60.0,47.0
1426062600,56.61,26.59,26.59,56.61,56.61,26.59,26.59,53.28,41.86,39.94,63.99,60.0,47.0
1426063500,56.61,26.59,26.59,56.61,56.61,26.59,26.59,53.28,41.86,39.94,63.99,60.0,47.0
1426064400,56.61,26.59,26.59,56.61,56.61,26.59,26.59,53.28,41.86,39.94,63.99,60.0,47.0
1426065300,58.1,26.37,26.37,58.1,58.1,26.34,26.37,52.73,35.8,30.52,58.1,58.1,46.52
1426066200,58.1,26.37,26.37,58.1,58.1,26.34,26.37,52.73,35.8,30.52,58.1,58.1,46.52
1426067100,58.1,26.37,26.37,58.1,58.1,26.34,26.37,52.73,35.8,30.52,58.1,58.1,46.52
1426068000,58.1,26.37,26.37,58.1,58.1,26.34,26.37,52.73,35.8,30.52,58.1,58.1,46.52
1426068900,53.16,26.34,26.34,53.16,53.16,25.99,26.34,51.1,31.86,28.19,53.16,46.7,46.55
1426069800,53.16,26.34,26.34,53.16,53.16,25.99,26.34,51.1,31.86,28.19,53.16,46.7,46.55
1426070700,53.16,26.34,26.34,53.16,53.16,25.99,26.34,51.1,31.86,28.19,53.16,46.7,46.55
1426071600,53.16,26.34,26.34,53.16,53.16,25.99,26.34,51.1,31.86,28.19,53.16,46.7,46.55
1426072500,51.32,26.43,26.43,51.32,51.32,25.85,26.43,49.02,30.51,27.9,51.32,51.32,44.56
1426073400,51.32,26.43,26.43,51.32,51.32,25.85,26.43,49.02,30.51,27.9,51.32,51.32,44.56
1426074300,51.32,26.43,26.43,51.32,51.32,25.85,26.43,49.02,30.51,27.9,51.32,51.32,44.56
1426075200,51.32,26.43,26.43,51.32,51.32,25.85,26.43,49.02,30.51,27.9,51.32,51.32,44.56
1426076100,48.18,25.76,25.76,48.18,48.18,25.76,25.76,45.96,29.7,26.03,48.18,48.18,44.32
1426077000,48.18,25.76,25.76,48.18,48.18,25.76,25.76,45.96,29.7,26.03,48.18,48.18,44.32
1426077900,48.18,25.76,25.76,48.18,48.18,25.76,25.76,45.96,29.7,26.03,48.18,48.18,44.32
1426078800,48.18,25.76,25.76,48.18,48.18,25.76,25.76,45.96,29.7,26.03,48.18,48.18,44.32
1426079700,46.07,25.93,25.93,46.07,46.07,25.72,25.93,45.96,29.5,25.93,46.07,46.07,43.48
1426080600,46.07,25.93,25.93,46.07,46.07,25.72,25.93,45.96,29.5,25.93,46.07,46.07,43.48
1426081500,46.07,25.93,25.93,46.07,46.07,25.72,25.93,45.96,29.5,25.93,46.07,46.07,43.48
1426082400,46.07,25.93,25.93,46.07,46.07,25.72,25.93,45.96,29.5,25.93,46.07,46.07,43.48
1426083300,41.02,26.02,26.02,41.02,41.02,25.66,25.9,47.95,27.5,26.02,50.62,41.0,40.5
1426084200,41.02,26.02,26.02,41.02,41.02,25.66,25.9,47.95,27.5,26.02,50.62,41.0,40.5
1426085100,41.02,26.02,26.02,41.02,41.02,25.66,25.9,47.95,27.5,26.02,50.62,41.0,40.5
1426086000,41.02,26.02,26.02,41.02,41.02,25.66,25.9,47.95,27.5,26.02,50.62,41.0,40.5
1426086900,39.61,28.19,28.19,39.61,39.61,25.57,27.51,49.81,31.5,28.19,51.68,41.0,40.28
1426087800,39.61,28.19,28.19,39.61,39.61,25.57,27.51,49.81,31.5,28.19,51.68,41.0,40.28
1426088700,39.61,28.19,28.19,39.61,39.61,25.57,27.51,49.81,31.5,28.19,51.68,41.0,40.28
1426089600,39.61,28.19,28.19,39.61,39.61,25.57,27.51,49.81,31.5,28.19,51.68,41.0,40.28
1426090500,40.0,31.23,31.23,40.0,40.0,25.58,31.23,51.42,36.0,32.0,56.0,35.0,42.1
1426091400,40.0,31.23,31.23,40.0,40.0,25.58,31.23,51.42,36.0,32.0,56.0,35.0,42.1
1426092300,40.0,31.23,31.23,40.0,40.0,25.58,31.23,51.42,36.0,32.0,56.0,35.0,42.1
1426093200,40.0,31.23,31.23,40.0,40.0,25.58,31.23,51.42,36.0,32.0,56.0,35.0,42.1
1426094100,42.81,42.28,42.28,42.81,42.81,25.66,41.78,48.68,41.5,42.81,57.88,41.1,46.0
1426095000,42.81,42.28,42.28,42.81,42.81,25.66,41.78,48.68,41.5,42.81,57.88,41.1,46.0
1426095900,42.81,42.28,42.28,42.81,42.81,25.66,41.78,48.68,41.5,42.81,57.88,41.1,46.0
1426096800,42.81,42.28,42.28,42.81,42.81,25.66,41.78,48.68,41.5,42.81,57.88,41.1,46.0
1426097700,52.86,52.86,52.86,52.86,52.86,25.76,51.59,56.05,55.8,52.86,68.44,53.92,58.27
1426098600,52.86,52.86,52.86,52.86,52.86,25.76,51.59,56.05,55.8,52.86,68.44,53.92,58.27
1426099500,52.86,52.86,52.86,52.86,52.86,25.76,51.59,56.05,55.8,52.86,68.44,53.92,58.27
1426100400,52.86,52.86,52.86,52.86,52.86,25.76,51.59,56.05,55.8,52.86,68.44,53.92,58.27
1426101300,66.45,64.76,65.78,66.45,66.45,25.82,64.86,63.63,61.88,66.45,71.57,61.7,61.88
1426102200,66.45,64.76,65.78,66.45,66.45,25.82,64.86,63.63,61.88,66.45,71.57,61.7,61.88
1426103100,66.45,64.76,65.78,66.45,66.45,25.82,64.86,63.63,61.88,66.45,71.57,61.7,61.88
1426104000,66.45,64.76,65.78,66.45,66.45,25.82,64.86,63.63,61.88,66.45,71.57,61.7,61.88
1426104900,51.63,47.72,47.72,51.63,51.63,25.8,43.87,51.24,46.0,47.72,64.3,47.69,50.86
1426105800,51.63,47.72,47.72,51.63,51.63,25.8,43.87,51.24,46.0,47.72,64.3,47.69,50.86
1426106700,51.63,47.72,47.72,51.63,51.63,25.8,43.87,51.24,46.0,47.72,64.3,47.69,50.86
1426107600,51.63,47.72,47.72,51.63,51.63,25.8,43.87,51.24,46.0,47.72,64.3,47.69,50.86
1426108500,45.37,39.81,39.81,45.37,45.37,25.76,39.81,49.02,37.0,40.83,57.4,39.27,40.5
1426109400,45.37,39.81,39.81,45.37,45.37,25.76,39.81,49.02,37.0,40.83,57.4,39.27,40.5
1426110300,45.37,39.81,39.81,45.37,45.37,25.76,39.81,49.02,37.0,40.83,57.4,39.27,40.5
1426111200,45.37,39.81,39.81,45.37,45.37,25.76,39.81,49.02,37.0,40.83,57.4,39.27,40.5
1426112100,45.12,30.42,30.42,45.12,45.12,25.64,30.42,48.99,30.8,40.04,51.6,33.18,40.5
1426113000,45.12,30.42,30.42,45.12,45.12,25.64,30.42,48.99,30.8,40.04,51.6,33.18,40.5
1426113900,45.12,30.42,30.42,45.12,45.12,25.64,30.42,48.99,30.8,40.04,51.6,33.18,40.5
1426114800,45.12,30.42,30.42,45.12,45.12,25.64,30.42,48.99,30.8,40.04,51.6,33.18,40.5
1426115700,45.14,25.6,25.6,45.14,45.12,25.44,25.6,45.45,29.1,31.0,48.69,28.92,37.64
1426116600,45.14,25.6,25.6,45.14,45.12,25.44,25.6,45.45,29.1,31.0,48.69,28.92,37.64
1426117500,45.14,25.6,25.6,45.14,45.12,25.44,25.6,45.45,29.1,31.0,48.69,28.92,37.64
1426118400,45.14,25.6,25.6,45.14,45.12,25.44,25.6,45.45,29.1,31.0,48.69,28.92,37.64
1426119300,42.44,25.16,25.16,39.42,42.44,25.02,25.16,42.96,30.9,29.44,43.08,35.76,30.9
1426120200,42.44,25.16,25.16,39.42,42.44,25.02,25.16,42.96,30.9,29.44,43.08,35.76,30.9
1426121100,42.44,25.16,25.16,39.42,42.44,25.02,25.16,42.96,30.9,29.44,43.08,35.76,30.9
1426122000,42.44,25.16,25.16,39.42,42.44,25.02,25.16,42.96,30.9,29.44,43.08,35.76,30.9
1426122900,39.44,24.86,24.86,39.44,39.44,24.86,24.86,39.72,30.01,29.7,40.04,36.27,30.01
1426123800,39.44,24.86,24.86,39.44,39.44,24.86,24.86,39.72,30.01,29.7,40.04,36.27,30.01
1426124700,39.44,24.86,24.86,39.44,39.44,24.86,24.86,39.72,30.01,29.7,40.04,36.27,30.01
1426125600,39.44,24.86,24.86,39.44,39.44,24.86,24.86,39.72,30.01,29.7,40.04,36.27,30.01
1426126500,37.15,24.65,24.65,36.88,37.15,24.65,24.65,38.19,29.01,29.63,36.88,35.5,29.01
1426127400,37.15,24.65,24.65,36.88,37.15,24.65,24.65,38.19,29.01,29.63,36.88,35.5,29.01
1426128300,37.15,24.65,24.65,36.88,37.15,24.65,24.65,38.19,29.01,29.63,36.88,35.5,29.01
