unixtime,load1,load2,load3,price
1483478100,0.121,0.181,0.05,24.56
1483479000,0.134,0.189,0.089,24.56
1483479900,0.116,0.17,0.065,24.56
1483480800,0.17,0.16,0.055,24.56
1483481700,0.2,0.14,0.063,17.77
1483482600,0.175,0.1,0.067,17.77
1483483500,0.14,0.085,0.065,17.77
1483484400,0.08,0.095,0.058,17.77
1483485300,0.085,0.085,0.042,9.49
1483486200,0.09,0.095,0.055,9.49
1483487100,0.1,0.121,0.063,9.49
1483488000,0.08,0.099,0.052,9.49
1483488900,0.099,0.1,0.055,8.5
1483489800,0.1,0.1,0.057,8.5
1483490700,0.09,0.201,0.053,8.5
1483491600,0.111,0.139,0.045,8.5
1483492500,0.095,0.16,0.038,-0.05
1483493400,0.104,0.1,0.04,-0.05
1483494300,0.076,0.106,0.046,-0.05
1483495200,0.119,0.104,0.046,-0.05
1483496100,0.075,0.126,0.04,-6.27
1483497000,0.136,0.134,0.06,-6.27
1483497900,0.075,0.141,0.04,-6.27
1483498800,0.124,0.109,0.02,-6.27
1483499700,0.07,0.095,0.01,-5.09
1483500600,0.116,0.051,0,-5.09
1483501500,0.119,0.039,0,-5.09
1483502400,0.121,0.05,0,-5.09
1483503300,0.129,0.045,0,0.06
1483504200,0.121,0.04,0,0.06
1483505100,0.11,0.056,0.01,0.06
1483506000,0.119,0.059,0,0.06
1483506900,0.11,0.055,0,10.55
1483507800,0.121,0.075,0,10.55
1483508700,0.119,0.14,0,10.55
1483509600,0.096,0.085,0,10.55
1483510500,0.12,0.12,0,10.98
1483511400,0.104,0.075,0,10.98
1483512300,0.15,0.06,0,10.98
1483513200,0.241,0.065,0,10.98
1483514100,0.13,0.055,0,31.63
1483515000,0.159,0.06,0,31.63
1483515900,0.336,0.075,0,31.63
1483516800,0.484,0.071,0,31.63
1483517700,0.16,0.074,0,34.94
1483518600,0.421,0.07,0,34.94
1483519500,0.98,0.035,0,34.94
1483520400,0.15,0.05,0,34.94
1483521300,0.14,0.046,0,33.27
1483522200,0.314,0.039,0,33.27
1483523100,0.17,0.065,0,33.27
1483524000,0.095,0.17,0,33.27
1483524900,0.121,0.211,0,33.52
1483525800,0.09,0.269,0,33.52
1483526700,0.119,0.25,0,33.52
1483527600,0.085,0.13,0,33.52
1483528500,0.07,0.106,0,34.81
1483529400,0.085,0.069,0,34.81
1483530300,0.16,0.06,0,34.81
1483531200,0.151,0.07,0,34.81
1483532100,0.104,0.051,0,35.08
1483533000,0.126,0.019,0,35.08
1483533900,0.119,0.01,0,35.08
1483534800,0.08,0,0,35.08
1483535700,0.1,0.01,0,35.88
1483536600,0.111,0.065,0,35.88
1483537500,0.11,0.09,0,35.88
1483538400,0.104,0.17,0,35.88
1483539300,0.455,0.121,0,36.03
1483540200,0.726,0.034,0,36.03
1483541100,0.295,0.02,0,36.03
1483542000,0.114,0,0,36.03
1483542900,0.155,0,0,36.17
1483543800,0.131,0.01,0,36.17
1483544700,0.134,0,0,36.17
1483545600,0.221,0.01,0,36.17
1483546500,0.205,0.055,0,36.58
1483547400,0.195,0.11,0,36.58
1483548300,0.175,0.12,0.263,36.58
1483549200,0.119,0.151,0.312,36.58
1483550100,0.14,0.099,0.052,46.95
1483551000,0.161,0.075,0.023,46.95
1483551900,0.199,0.165,0.045,46.95
1483552800,0.105,0.151,0.07,46.95
1483553700,0.21,0.369,0.055,49.45
1483554600,0.206,0.265,0.053,49.45
1483555500,0.19,0.195,0.035,49.45
1483556400,0.175,0.14,0.082,49.45
1483557300,0.184,0.15,0.063,48.37
1483558200,0.17,0.165,0.067,48.37
1483559100,0.16,0.175,0.083,48.37
1483560000,0.2,0.21,0.087,48.37
1483560900,0.14,0.38,0.097,38.02
1483561800,0.191,0.24,0.068,38.02
1483562700,0.214,0.195,0.068,38.02
1483563600,0.245,0.185,0.046,38.02
1483564500,0.19,0.16,0.069,34.55
1483565400,0.15,0.195,0.065,34.55
1483566300,0.18,0.325,0.059,34.55
1483567200,0.121,0.27,0.055,34.55
1483568100,0.119,0.245,0.073,33.33
1483569000,0.151,0.25,0.082,33.33
1483569900,0.089,0.19,0.063,33.33
1483570800,0.1,0.225,0.037,33.33
1483571700,0.08,0.21,0.04,32.05
1483572600,0.085,0.19,0.058,32.05
1483573500,0.085,0.215,0.05,32.05
1483574400,0.095,0.195,0.04,32.05
1483575300,0.106,0.195,0.043,36.07
1483576200,0.1,0.216,0.062,36.07
1483577100,0.09,0.199,0.073,36.07
1483578000,0.114,0.2,0.057,36.07
1483578900,0.085,0.195,0.035,36.32
1483579800,0.111,0.176,0.04,36.32
1483580700,0.09,0.274,0.06,36.32
1483581600,0.114,0.23,0.048,36.32
1483582500,0.105,0.226,0.032,30.99
1483583400,0.095,0.169,0.043,30.99
1483584300,0.106,0.14,0.042,30.99
1483585200,0.09,0.145,0.04,30.99
1483586100,0.114,0.125,0.016,30.97
1483587000,0.095,0.125,0,30.97
1483587900,0.14,0.115,0.099,30.97
1483588800,0.126,0.11,0.02,30.97
1483589700,0.115,0.105,0.01,35.64
1483590600,0.119,0.085,0.01,35.64
1483591500,0.111,0.09,0,35.64
1483592400,0.119,0.095,0,35.64
1483593300,0.136,0.08,0.01,35.73
1483594200,0.124,0.06,0.005,35.73
1483595100,0.121,0.061,0.045,35.73
1483596000,0.119,0.149,0,35.73
1483596900,0.11,0.125,0.024,39.03
1483597800,0.106,0.12,0.016,39.03
1483598700,0.134,0.065,0,39.03
1483599600,0.141,0.07,0,39.03
1483600500,0.179,0.055,0,51.7
1483601400,0.105,0.055,0,51.7
1483602300,0.106,0.07,0,51.7
1483603200,0.1,0.051,0,51.7
1483604100,0.129,0.054,0,57.98
1483605000,0.121,0.08,0,57.98
1483605900,0.15,0.055,0,57.98
1483606800,0.11,0.061,0,57.98
1483607700,0.135,0.069,0,54.11
1483608600,0.115,0.04,0,54.11
1483609500,0.119,0.075,0,54.11
1483610400,0.121,0.285,0,54.11
1483611300,0.109,0.266,0,53.13
1483612200,0.105,0.229,0,53.13
1483613100,0.15,0.37,0,53.13
1483614000,0.426,0.2,0,53.13
1483614900,0.45,0.19,0,50.06
1483615800,0.124,0.17,0,50.06
1483616700,0.111,0.111,0,50.06
1483617600,0.115,0.084,0,50.06
1483618500,0.099,0.06,0,49.97
1483619400,0.095,0.02,0,49.97
1483620300,0.085,0.01,0,49.97
1483621200,0.106,0,0,49.97
1483622100,0.075,0,0,48.84
1483623000,0.095,0.01,0,48.84
1483623900,0.095,0,0,48.84
1483624800,0.105,0,0,48.84
1483625700,0.145,0,0,50.99
1483626600,0.109,0.01,0,50.99
1483627500,0.18,0,0,50.99
1483628400,0.126,0,0,50.99
1483629300,0.145,0,0.015,57.48
1483630200,0.12,0.02,0.055,57.48
1483631100,0.16,0.07,0.04,57.48
1483632000,0.129,0.125,0,57.48
1483632900,0.121,0.19,0,69.7
1483633800,0.184,0.16,0,69.7
1483634700,0.27,0.125,0,69.7
1483635600,0.386,0.121,0.015,69.7
1483636500,0.14,0.134,0.033,73.92
1483637400,0.16,0.12,0.085,73.92
1483638300,0.174,0.135,0.09,73.92
1483639200,0.176,0.15,0.09,73.92
1483640100,0.16,0.01,0.083,73.76
1483641000,0.18,0.065,0.084,73.76
1483641900,0.14,0.16,0.093,73.76
1483642800,0.129,0.14,0.087,73.76
1483643700,0.141,0.15,0.082,65.15
1483644600,0.139,0.15,0.064,65.15
1483645500,0.15,0.13,0.064,65.15
1483646400,0.18,0.17,0.063,65.15
1483647300,0.191,0.231,0.071,64.24
1483648200,0.155,0.189,0.059,64.24
1483649100,0.195,0.19,0.061,64.24
1483650000,0.16,0.155,0.086,64.24
1483650900,0.17,0.165,0.067,43.09
1483651800,0.185,0.17,0.073,43.09
1483652700,0.169,0.175,0.052,43.09
1483653600,0.165,0.186,0.071,43.09
1483654500,0.17,0.204,0.055,53.11
1483655400,0.076,0.175,0.034,53.11
1483656300,0.08,0.16,0.036,53.11
1483657200,0.109,0.165,0.046,53.11
1483658100,0.075,0.145,0.059,37.08
1483659000,0.105,0.161,0.037,37.08
1483659900,0.075,0.159,0.032,37.08
1483660800,0.106,0.15,0.04,37.08
1483661700,0.085,0.26,0.058,40.84
1483662600,0.11,0.225,0.071,40.84
1483663500,0.09,0.225,0.046,40.84
1483664400,0.094,0.21,0.048,40.84
1483665300,0.095,0.17,0.058,41.15
1483666200,0.09,0.165,0.06,41.15
1483667100,0.08,0.176,0.038,41.15
1483668000,0.121,0.169,0.029,41.15
1483668900,0.08,0.17,0.48,43.77
1483669800,0.119,0.195,0.285,43.77
1483670700,0.075,0.175,0.08,43.77
1483671600,0.115,0.17,0.005,43.77
1483672500,0.075,0.15,0.01,39.97
1483673400,0.116,0.12,0,39.97
1483674300,0.119,0.045,0,39.97
1483675200,0.116,0.061,0,39.97
1483676100,0.115,0.049,0,40.81
1483677000,0.109,0.155,0,40.81
1483677900,0.121,0.12,0,40.81
1483678800,0.1,0.1,0,40.81
1483679700,0.129,0.096,0,43.04
1483680600,0.111,0.084,0,43.04
1483681500,0.109,0.07,0,43.04
1483682400,0.095,0.076,0,43.04
1483683300,0.126,0.069,0,45.37
1483684200,0.095,0.055,0,45.37
1483685100,0.155,0.06,0,45.37
1483686000,0.23,0.061,0,45.37
1483686900,0.175,0.054,0,49.49
1483687800,0.144,0.055,0,49.49
1483688700,0.121,0.045,0,49.49
1483689600,0.605,0.06,0,49.49
1483690500,0.405,0.065,0,59.92
1483691400,0.67,0.065,0,59.92
1483692300,0.3,0.125,0,59.92
1483693200,0.25,0.12,0,59.92
1483694100,0.805,0.13,0,60
1483695000,0.404,0.12,0,60
1483695900,0.131,0.095,0,60
1483696800,0.134,0.095,0,60
1483697700,0.116,0.145,0,60.04
1483698600,0.129,0.175,0,60.04
1483699500,0.121,0.3,0,60.04
1483700400,0.119,0.15,0,60.04
1483701300,0.131,0.13,0,57.7
1483702200,0.144,0.045,0,57.7
1483703100,0.155,0.021,0,57.7
1483704000,0.136,0.01,0,57.7
1483704900,0.129,0.01,0,52.86
1483705800,0.116,0.01,0,52.86
1483706700,0.139,0.009,0,52.86
1483707600,0.131,0.01,0,52.86
1483708500,0.104,0.18,0,50.05
1483709400,0.126,0.115,0,50.05
1483710300,0.124,0.045,0,50.05
1483711200,0.211,0.01,0,50.05
1483712100,0.189,0.02,0,50.94
1483713000,0.125,0.01,0,50.94
1483713900,0.15,0.02,0,50.94
1483714800,0.15,0.02,0,50.94
1483715700,0.245,0.01,0,54.04
1483716600,0.231,0,0,54.04
1483717500,0.165,0,0,54.04
1483718400,0.18,0,0,54.04
1483719300,0.184,0,0,57.52
1483720200,0.185,0.01,0,57.52
1483721100,0.181,0,0,57.52
1483722000,0.17,0,0,57.52
1483722900,0.195,0.011,0.007,64.91
1483723800,0.179,0,0.013,64.91
1483724700,0.2,0.034,0.026,64.91
1483725600,0.166,0.11,0.043,64.91
1483726500,0.169,0.111,0.062,59.92
1483727400,0.186,0.119,0.083,59.92
1483728300,0.199,0.425,0.071,59.92
1483729200,0.175,0.375,0.09,59.92
1483730100,0.195,0.5,0.077,57.99
1483731000,0.245,0.45,0.088,57.99
1483731900,0.176,0.445,0.072,57.99
1483732800,0.199,0.5,0.064,57.99
1483733700,0.206,0.201,0.062,43.68
1483734600,0.2,0.319,0.074,43.68
1483735500,0.17,0.555,0.074,43.68
1483736400,0.174,0.215,0.07,43.68
1483737300,0.146,0.23,0.06,38.46
1483738200,0.185,0.51,0.079,38.46
1483739100,0.179,0.33,0.073,38.46
1483740000,0.126,0.205,0.067,38.46
1483740900,0.11,0.205,0.061,40.94
1483741800,0.114,0.19,0.04,40.94
1483742700,0.065,0.3,0.052,40.94
1483743600,0.085,0.245,0.047,40.94
1483744500,0.09,0.255,0.042,35.89
1483745400,0.095,0.26,0.045,35.89
1483746300,0.106,0.245,0.042,35.89
1483747200,0.08,0.25,0.046,35.89
1483748100,0.124,0.235,0.065,36.83
1483749000,0.09,0.215,0.058,36.83
1483749900,0.085,0.216,0.057,36.83
1483750800,0.116,0.234,0.06,36.83
1483751700,0.09,0.205,0.047,34.37
1483752600,0.105,0.2,0.045,34.37
1483753500,0.075,0.215,0.044,34.37
1483754400,0.095,0.19,0.044,34.37
1483755300,0.104,0.185,0.043,33.84
1483756200,0.08,0.185,0.047,33.84
1483757100,0.131,0.18,0.025,33.84
1483758000,0.105,0.195,0.02,33.84
1483758900,0.094,0.205,0.01,33.83
1483759800,0.09,0.195,0.005,33.83
1483760700,0.131,0.29,0.09,33.83
1483761600,0.109,0.225,0.012,33.83
1483762500,0.12,0.14,0.019,33.62
1483763400,0.121,0.11,0.326,33.62
1483764300,0.119,0.066,0.366,33.62
1483765200,0.096,0.059,0.289,33.62
1483766100,0.12,0.085,0.208,32.96
1483767000,0.08,0.075,0.107,32.96
1483767900,0.094,0.075,0.023,32.96
1483768800,0.126,0.092,0,32.96
1483769700,0.115,0.043,0,30.07
1483770600,0.119,0.04,0,30.07
1483771500,0.181,0.06,0,30.07
1483772400,0.164,0.04,0,30.07
1483773300,0.235,0.04,0,33.58
1483774200,0.191,0.065,0,33.58
1483775100,0.19,0.2,0,33.58
1483776000,0.13,0.17,0,33.58
1483776900,0.149,0.16,0,36.02
1483777800,0.16,0.085,0,36.02
1483778700,0.146,0.06,0,36.02
1483779600,0.155,0.07,0,36.02
1483780500,0.14,0.057,0,36.86
1483781400,0.12,0.063,0,36.86
1483782300,0.119,0.06,0,36.86
1483783200,0.131,0.085,0,36.86
1483784100,0.109,0.14,0,36.43
1483785000,0.136,0.23,0,36.43
1483785900,0.104,0.27,0,36.43
1483786800,0.306,0.176,0,36.43
1483787700,0.604,0.124,0,39.01
1483788600,0.11,0.07,0,39.01
1483789500,0.111,0.09,0,39.01
1483790400,0.199,0.055,0,39.01
1483791300,0.165,0.06,0,39.5
1483792200,0.131,0.081,0,39.5
1483793100,0.1,0.044,0,39.5
1483794000,0.085,0.04,0,39.5
1483794900,0.139,0.045,0,39.02
1483795800,0.106,0.055,0,39.02
1483796700,0.1,0.066,0,39.02
1483797600,0.135,0.074,0,39.02
1483798500,0.314,0.055,0,38.6
1483799400,0.095,0.2,0,38.6
1483800300,0.14,0.265,0,38.6
1483801200,0.105,0.181,0,38.6
1483802100,0.106,0.114,0,39.28
1483803000,0.149,0.07,0,39.28
1483803900,0.14,0.056,0,39.28
1483804800,0.141,0.059,0,39.28
1483805700,0.17,0.065,0,46.95
1483806600,0.15,0.065,0,46.95
1483807500,0.149,0.1,0,46.95
1483808400,0.15,0.07,0,46.95
1483809300,0.196,0.09,0,57.01
1483810200,0.244,0.125,0.097,57.01
1483811100,0.295,0.115,0.223,57.01
1483812000,0.28,0.09,0.047,57.01
1483812900,0.206,0.155,0.075,54.02
1483813800,0.169,0.17,0.062,54.02
1483814700,0.206,0.386,0.063,54.02
1483815600,0.165,0.229,0.07,54.02
1483816500,0.165,0.19,0.083,46.92
1483817400,0.164,0.16,0.057,46.92
1483818300,0.256,0.15,0.056,46.92
1483819200,0.629,0.18,0.052,46.92
1483820100,0.34,0.19,0.071,38.12
1483821000,0.185,0.21,0.062,38.12
1483821900,0.235,0.186,0.052,38.12
1483822800,0.456,0.174,0.043,38.12
1483823700,0.159,0.19,0.065,35.09
1483824600,0.14,0.17,0.086,35.09
1483825500,0.09,0.18,0.052,35.09
1483826400,0.111,0.33,0.057,35.09
1483827300,0.149,0.195,0.049,38.1
1483828200,0.131,0.31,0.049,38.1
1483829100,0.08,0.26,0.053,38.1
1483830000,0.075,0.225,0.046,38.1
1483830900,0.085,0.2,0.04,34.53
1483831800,0.099,0.18,0.05,34.53
1483832700,0.095,0.15,0.047,34.53
1483833600,0.075,0.16,0.049,34.53
1483834500,0.115,0.14,0.054,33.86
1483835400,0.075,0.136,0.057,33.86
1483836300,0.101,0.134,0.068,33.86
1483837200,0.1,0.17,0.068,33.86
1483838100,0.104,0.11,0.033,34.14
1483839000,0.076,0.13,0.039,34.14
1483839900,0.114,0.105,0.047,34.14
1483840800,0.096,0.075,0.055,34.14
1483841700,0.1,0.1,0.047,33.96
1483842600,0.09,0.085,0.031,33.96
1483843500,0.109,0.091,0.025,33.96
1483844400,0.09,0.094,0.028,33.96
1483845300,0.09,0.1,0.012,35.01
1483846200,0.121,0.11,0.049,35.01
1483847100,0.139,0.13,0.041,35.01
1483848000,0.131,0.13,0.021,35.01
1483848900,0.099,0.12,0.009,36.07
1483849800,0.131,0.091,0,36.07
1483850700,0.1,0.054,0,36.07
1483851600,0.129,0.125,0,36.07
1483852500,0.101,0.11,0,36.07
1483853400,0.159,0.1,0,36.07
1483854300,0.101,0.12,0,36.07
1483855200,0.124,0.075,0,36.07
1483856100,0.116,0.07,0,36.01
1483857000,0.11,0.081,0,36.01
1483857900,0.099,0.054,0,36.01
1483858800,0.141,0.06,0,36.01
1483859700,0.08,0.07,0,35.37
1483860600,0.155,0.056,0,35.37
1483861500,0.68,0.064,0,35.37
1483862400,0.189,0.145,0,35.37
1483863300,0.105,0.071,0,37.29
1483864200,0.14,0.079,0,37.29
1483865100,0.1,0.075,0,37.29
1483866000,0.116,0.05,0,37.29
1483866900,0.075,0.055,0,39.15
1483867800,0.259,0.05,0,39.15
1483868700,0.295,0.055,0,39.15
1483869600,0.105,0.155,0,39.15
1483870500,0.131,0.105,0,41.25
1483871400,0.124,0.09,0,41.25
1483872300,0.116,0.065,0,41.25
1483873200,0.099,0.03,0,41.25
1483874100,0.121,0.03,0,51.93
1483875000,0.09,0.02,0,51.93
1483875900,0.2,0,0,51.93
1483876800,0.21,0.01,0,51.93
1483877700,0.205,0,0,45.37
1483878600,0.099,0.01,0,45.37
1483879500,0.121,0.01,0,45.37
1483880400,0.124,0.01,0,45.37
1483881300,0.17,0,0,40.53
1483882200,0.121,0.01,0,40.53
1483883100,0.119,0,0,40.53
1483884000,0.151,0.01,0,40.53
1483884900,0.17,0.02,0,39.73
1483885800,0.114,0.01,0,39.73
1483886700,0.165,0.031,0,39.73
1483887600,0.15,0,0,39.73
1483888500,0.141,0,0,42.75
1483889400,0.319,0.01,0,42.75
1483890300,0.14,0.01,0,42.75
1483891200,0.191,0.009,0,42.75
1483892100,0.159,0.005,0,53.87
1483893000,0.171,0.005,0.01,53.87
1483893900,0.19,0.06,0,53.87
1483894800,0.219,0.141,0.021,53.87
1483895700,0.185,0.144,0.029,60.95
1483896600,0.215,0.34,0.055,60.95
1483897500,0.206,0.395,0.07,60.95
1483898400,0.204,0.285,0.059,60.95
1483899300,0.216,0.21,0.056,64.93
1483900200,0.245,0.175,0.082,64.93
1483901100,0.199,0.216,0.088,64.93
1483902000,0.226,0.179,0.07,64.93
1483902900,0.224,0.185,0.053,58.91
1483903800,0.181,0.28,0.047,58.91
1483904700,0.214,0.22,0.065,58.91
1483905600,0.221,0.195,0.053,58.91
1483906500,0.194,0.17,0.042,50.03
1483907400,0.211,0.506,0.043,50.03
1483908300,0.209,0.5,0.067,50.03
1483909200,0.25,0.544,0.083,50.03
1483910100,0.221,0.325,0.057,39.06
1483911000,0.17,0.535,0.05,39.06
1483911900,0.15,0.56,0.048,39.06
1483912800,0.119,0.49,0.068,39.06
1483913700,0.126,0.395,0.059,40.06
1483914600,0.069,0.151,0.046,40.06
1483915500,0.091,0.104,0.029,40.06
1483916400,0.069,0.13,0.045,40.06
1483917300,0.08,0.11,0.06,37.09
1483918200,0.065,0.1,0.049,37.09
1483919100,0.08,0.17,0.043,37.09
1483920000,0.11,0.17,0.055,37.09
1483920900,0.08,0.15,0.071,40
1483921800,0.095,0.15,0.06,40
1483922700,0.091,0.09,0.061,40
1483923600,0.069,0.101,0.049,40
1483924500,0.116,0.124,0.045,39.05
1483925400,0.07,0.116,0.052,39.05
1483926300,0.1,0.119,0.04,39.05
1483927200,0.109,0.131,0.046,39.05
1483928100,0.071,0.098,0.039,39.21
1483929000,0.119,0.106,0.059,39.21
1483929900,0.07,0.1,0.026,39.21
1483930800,0.111,0.085,0.029,39.21
1483931700,0.074,0.096,0.011,39.24
1483932600,0.111,0.089,0.011,39.24
1483933500,0.095,0.1,0.121,39.24
1483934400,0.114,0.125,0.018,39.24
1483935300,0.106,0.201,0,40.26
1483936200,0.11,0.159,0,40.26
1483937100,0.09,0.15,0,40.26
1483938000,0.124,0.1,0.079,40.26
1483938900,0.106,0.101,0.191,43.84
1483939800,0.18,0.084,0.055,43.84
1483940700,0.16,0.065,0.025,43.84
1483941600,0.119,0.055,0,43.84
1483942500,0.111,0.095,0,58.99
1483943400,0.11,0.075,0,58.99
1483944300,0.109,0.106,0,58.99
1483945200,0.146,0.064,0,58.99
1483946100,0.184,0.05,0,74.04
1483947000,0.16,0.05,0,74.04
1483947900,0.141,0.101,0,74.04
1483948800,0.165,0.109,0,74.04
1483949700,0.209,0.245,0,75.49
1483950600,0.121,0.175,0,75.49
1483951500,0.085,0.125,0,75.49
1483952400,0.09,0.14,0.06,75.49
1483953300,0.119,0.085,0,74.63
1483954200,0.07,0.065,0,74.63
1483955100,0.11,0.075,0,74.63
1483956000,0.091,0.07,0,74.63
1483956900,0.294,0.06,0,73.97
1483957800,0.621,0.081,0,73.97
1483958700,0.389,0.074,0,73.97
1483959600,0.095,0.075,0,73.97
1483960500,0.121,0.09,0,72
1483961400,0.129,0.075,0,72
1483962300,0.17,0.045,0,72
1483963200,0.07,0.04,0,72
1483964100,0.111,0.02,0,72.12
1483965000,0.085,0.06,0,72.12
1483965900,0.084,0.021,0,72.12
1483966800,0.101,0.01,0,72.12
1483967700,0.119,0.01,0,70.09
1483968600,0.09,0.01,0,70.09
1483969500,0.131,0.104,0,70.09
1483970400,0.129,0.015,0,70.09
1483971300,0.121,0,0,67.41
1483972200,0.15,0.02,0,67.41
1483973100,0.134,0,0,67.41
1483974000,0.136,0.01,0,67.41
1483974900,0.16,0.01,0,65.21
1483975800,0.124,0,0,65.21
1483976700,0.155,0.01,0,65.21
1483977600,0.345,0,0,65.21
1483978500,0.301,0,0,65.09
1483979400,0.14,0.01,0,65.09
1483980300,0.12,0,0,65.09
1483981200,0.114,0,0.01,65.09
1483982100,0.111,0.01,0.03,74.72
1483983000,0.17,0,0.031,74.72
1483983900,0.219,0,0.042,74.72
1483984800,0.191,0.01,0.074,74.72
1483985700,0.185,0.13,0.08,59.94
1483986600,0.274,0.185,0.073,59.94
1483987500,0.17,0.31,0.075,59.94
1483988400,0.116,0.29,0.062,59.94
1483989300,0.155,0.17,0.082,52.2
1483990200,0.18,0.14,0.068,52.2
1483991100,0.149,0.15,0.074,52.2
1483992000,0.176,0.171,0.065,52.2
1483992900,0.144,0.204,0.079,39.1
1483993800,0.17,0.26,0.099,39.1
1483994700,0.17,0.29,0.066,39.1
1483995600,0.191,0.26,0.074,39.1
1483996500,0.185,0.226,0.061,36.62
1483997400,0.229,0.269,0.059,36.62
1483998300,0.176,0.245,0.056,36.62
1483999200,0.18,0.205,0.047,36.62
1484000100,0.109,0.26,0.038,36.08
1484001000,0.131,0.225,0.053,36.08
1484001900,0.139,0.24,0.053,36.08
1484002800,0.075,0.245,0.061,36.08
1484003700,0.08,0.2,0.059,32.76
1484004600,0.085,0.2,0.056,32.76
1484005500,0.075,0.19,0.053,32.76
1484006400,0.075,0.185,0.05,32.76
1484007300,0.115,0.2,0.04,32.45
1484008200,0.08,0.19,0.04,32.45
1484009100,0.106,0.185,0.045,32.45
1484010000,0.08,0.201,0.058,32.45
1484010900,0.1,0.194,0.047,31.52
1484011800,0.085,0.19,0.053,31.52
1484012700,0.09,0.195,0.059,31.52
1484013600,0.104,0.16,0.068,31.52
1484014500,0.09,0.15,0.052,29.08
1484015400,0.106,0.15,0.031,29.08
1484016300,0.08,0.115,0.042,29.08
1484017200,0.09,0.08,0.053,29.08
1484018100,0.105,0.06,0.042,28.92
1484019000,0.08,0.04,0.01,28.92
1484019900,0.134,0.055,0.097,28.92
1484020800,0.106,0.075,0.031,28.92
1484021700,0.119,0.061,0.022,31.49
1484022600,0.105,0.059,0.011,31.49
1484023500,0.106,0.055,0,31.49
1484024400,0.1,0.045,0,31.49
1484025300,0.119,0.045,0,33.06
1484026200,0.111,0.055,0,33.06
1484027100,0.11,0.04,0,33.06
1484028000,0.224,0.045,0,33.06
1484028900,0.151,0.065,0,36.26
1484029800,0.149,0.155,0,36.26
1484030700,0.15,0.11,0,36.26
1484031600,0.146,0.13,0,36.26
1484032500,0.119,0.085,0,46
1484033400,0.08,0.075,0,46
1484034300,0.105,0.12,0,46
1484035200,0.206,0.1,0,46
1484036100,0.32,0.095,0,59.89
1484037000,0.16,0.075,0,59.89
1484037900,0.119,0.065,0,59.89
1484038800,0.12,0.095,0,59.89
1484039700,0.441,0.09,0,59.96
1484040600,0.09,0.08,0,59.96
1484041500,0.255,0.08,0,59.96
1484042400,0.22,0.055,0.029,59.96
1484043300,0.069,0.19,0,62.69
1484044200,0.116,0.175,0,62.69
1484045100,0.114,0.26,0,62.69
1484046000,0.095,0.115,0,62.69
1484046900,0.08,0.09,0,66.82
1484047800,0.101,0.045,0,66.82
1484048700,0.1,0.015,0,66.82
1484049600,0.109,0,0,66.82
1484050500,0.09,0.011,0,71.42
1484051400,0.11,0,0,71.42
1484052300,0.085,0.01,0,71.42
1484053200,0.101,0,0,71.42
1484054100,0.085,0.01,0,72.33
1484055000,0.119,0,0,72.33
1484055900,0.08,0.01,0,72.33
1484056800,0.08,0.004,0,72.33
1484057700,0.11,0.005,0,69.5
1484058600,0.1,0,0,69.5
1484059500,0.091,0.01,0,69.5
1484060400,0.139,0.01,0,69.5
1484061300,0.111,0,0,70.64
1484062200,0.105,0.01,0,70.64
1484063100,0.135,0,0,70.64
1484064000,0.129,0.01,0,70.64
1484064900,0.141,0,0,66.96
1484065800,0.119,0,0,66.96
1484066700,0.116,0.01,0,66.96
1484067600,0.095,0.01,0,66.96
1484068500,0.114,0.01,0.019,88.38
1484069400,0.136,0,0.049,88.38
1484070300,0.209,0,0.062,88.38
1484071200,0.16,0.01,0.059,88.38
1484072100,0.216,0,0.077,98.93
1484073000,0.459,0,0.1,98.93
1484073900,0.271,0.01,0.102,98.93
1484074800,0.28,0.02,0.085,98.93
1484075700,0.155,0.3,0.077,69.65
1484076600,0.15,0.54,0.064,69.65
1484077500,0.149,0.355,0.08,69.65
1484078400,0.16,0.161,0.059,69.65
1484079300,0.15,0.189,0.054,58.82
1484080200,0.151,0.28,0.05,58.82
1484081100,0.209,0.13,0.053,58.82
1484082000,0.131,0.171,0.07,58.82
1484082900,0.119,0.169,0.055,47.63
1484083800,0.14,0.145,0.059,47.63
1484084700,0.11,0.195,0.049,47.63
1484085600,0.111,0.18,0.047,47.63
1484086500,0.15,0.215,0.044,40.08
1484087400,0.1,0.225,0.043,40.08
1484088300,0.07,0.23,0.041,40.08
1484089200,0.08,0.22,0.046,40.08
1484090100,0.069,0.3,0.06,38.06
1484091000,0.08,0.235,0.058,38.06
1484091900,0.095,0.27,0.048,38.06
1484092800,0.09,0.28,0.052,38.06
1484093700,0.096,0.25,0.048,38.99
1484094600,0.08,0.25,0.038,38.99
1484095500,0.09,0.245,0.04,38.99
1484096400,0.08,0.2,0.044,38.99
1484097300,0.115,0.19,0.044,37.2
1484098200,0.114,0.17,0.049,37.2
1484099100,0.091,0.17,0.055,37.2
1484100000,0.1,0.15,0.06,37.2
1484100900,0.08,0.14,0.042,34.03
1484101800,0.1,0.14,0.138,34.03
1484102700,0.095,0.161,0.052,34.03
1484103600,0.085,0.129,0.028,34.03
1484104500,0.104,0.141,0.02,34.78
1484105400,0.1,0.109,0.01,34.78
1484106300,0.106,0.075,0.01,34.78
1484107200,0.119,0.08,0.01,34.78
1484108100,0.111,0.095,0,32.7
1484109000,0.1,0.08,0,32.7
1484109900,0.119,0.056,0,32.7
1484110800,0.11,0.059,0,32.7
