unixtime,load1,load2,load3,price
1446456600,0.1,0.125,0.345,46.47
1446457500,0.095,0.215,0.211,46.47
1446458400,0.146,0.165,0.114,46.47
1446459300,1.029,0.06,0,37.75
1446460200,0.905,0.07,0.09,37.75
1446461100,0.375,0.06,0.09,37.75
1446462000,0.575,0.03,0.14,37.75
1446462900,0.486,0.02,0.075,38.16
1446463800,0.13,0.01,0.005,38.16
1446464700,0.105,0.02,0.01,38.16
1446465600,0.124,0,0,38.16
1446466500,0.08,0.01,0.12,35.56
1446467400,0.115,0,0,35.56
1446468300,0.095,0,0,35.56
1446469200,0.091,0.01,0.095,35.56
1446470100,0.305,0,0.23,36.09
1446471000,0.34,0.01,0.285,36.09
1446471900,0.33,0.005,0.462,36.09
1446472800,0.409,0.09,0.553,36.09
1446473700,0.87,0.115,0.427,37.97
1446474600,0.991,0.04,0.608,37.97
1446475500,0.69,0.01,0.18,37.97
1446476400,0.224,0.01,0.035,37.97
1446477300,0.151,0.01,0.165,48.05
1446478200,0.19,0.01,0,48.05
1446479100,0.164,0.01,0.185,48.05
1446480000,0.16,0.01,0.09,48.05
1446480900,0.236,0.01,0.195,50.07
1446481800,0.205,0.005,0.106,50.07
1446482700,0.16,0.005,0.114,50.07
1446483600,0.22,0.02,0.2,50.07
1446484500,0.2,0.01,0.085,57.69
1446485400,0.245,0,0.237,57.69
1446486300,0.444,0.01,0.088,57.69
1446487200,0.876,0.05,0.275,57.69
1446488100,0.749,0.01,0.101,67.74
1446489000,0.236,0,0.274,67.74
1446489900,0.16,0.01,0.1,67.74
1446490800,0.21,0.01,0.21,67.74
1446491700,0.21,0,0.151,59.41
1446492600,0.199,0.165,0.199,59.41
1446493500,0.26,0.3,0.169,59.41
1446494400,0.19,0.21,0.136,59.41
1446495300,0.181,0.315,0.215,46.96
1446496200,0.199,0.3,0.135,46.96
1446497100,0.216,0.28,0.265,46.96
1446498000,0.179,0.295,0.08,46.96
1446498900,0.181,0.275,0.279,38.56
1446499800,0.164,0.31,0.076,38.56
1446500700,0.235,0.294,0.134,38.56
1446501600,0.13,0.281,0.166,38.56
1446502500,0.125,0.275,0.045,37.75
1446503400,0.15,0.235,0.244,37.75
1446504300,0.145,0.245,0.061,37.75
1446505200,0.1,0.26,0.245,37.75
1446506100,0.121,0.215,0.066,33.03
1446507000,0.124,0.205,0.241,33.03
1446507900,0.126,0.23,0.068,33.03
1446508800,0.109,0.2,0.185,33.03
1446509700,0.13,0.195,0.715,34.03
1446510600,0.115,0.19,0.755,34.03
1446511500,0.105,0.18,0.395,34.03
1446512400,0.08,0.19,0.05,34.03
1446513300,0.08,0.185,0.294,32.25
1446514200,0.08,0.175,0.066,32.25
1446515100,0.08,0.18,0.225,32.25
1446516000,0.095,0.145,0.085,32.25
1446516900,0.08,0.09,0.195,31.32
1446517800,0.085,0.065,0.114,31.32
1446518700,0.075,0.05,0.091,31.32
1446519600,0.085,0.045,0.205,31.32
1446520500,0.071,0.05,0.075,29.84
1446521400,0.119,0.05,0.23,29.84
1446522300,0.1,0.04,0.055,29.84
1446523200,0.13,0.07,0.268,29.84
1446524100,0.1,0.065,0.057,30.92
1446525000,0.121,0.055,0.225,30.92
1446525900,0.099,0.065,0.005,30.92
1446526800,0.105,0.045,0.185,30.92
1446527700,0.115,0.04,0,32.25
1446528600,0.12,0.165,0.17,32.25
1446529500,0.17,0.08,0,32.25
1446530400,0.2,0.11,0.215,32.25
1446531300,0.156,0.12,0.025,39.97
1446532200,0.125,0.075,0.115,39.97
1446533100,0.219,0.095,0.025,39.97
1446534000,0.14,0.09,0.025,39.97
1446534900,0.17,0.055,0.025,49.63
1446535800,0.171,0.07,0.1,49.63
1446536700,0.244,0.07,0.16,49.63
1446537600,0.24,0.065,0.005,49.63
1446538500,0.24,0.08,0.005,49.96
1446539400,0.201,0.055,0,49.96
1446540300,0.245,0.045,0,49.96
1446541200,0.284,0.055,0,49.96
1446542100,0.195,0.065,0,46.06
1446543000,0.116,0.095,0,46.06
1446543900,0.134,0.215,0,46.06
1446544800,0.125,0.125,0,46.06
1446545700,0.366,0.15,0,39.73
1446546600,0.889,0.07,0,39.73
1446547500,0.535,0.015,0.035,39.73
1446548400,0.315,0.045,0.075,39.73
1446549300,0.4,0.01,0,36.1
1446550200,0.245,0.01,0,36.1
1446551100,0.265,0,0,36.1
1446552000,0.655,0.01,0.006,36.1
1446552900,0.276,0.01,0.014,33.08
1446553800,0.165,0.01,0.1,33.08
1446554700,0.155,0.01,0,33.08
1446555600,0.154,0.02,0,33.08
1446556500,0.135,0,0.01,34.94
1446557400,0.165,0.02,0,34.94
1446558300,0.131,0.23,0,34.94
1446559200,0.159,0.305,0,34.94
1446560100,0.231,0.015,0,37.11
1446561000,0.479,0.13,0.03,37.11
1446561900,0.195,0.02,0,37.11
1446562800,0.151,0,0,37.11
1446563700,0.149,0.02,0.014,49.4
1446564600,0.146,0.01,0.152,49.4
1446565500,0.134,0.02,0.064,49.4
1446566400,0.121,0.05,0.085,49.4
1446567300,0.168,0.05,0.22,51.13
1446568200,1.126,0.045,0.07,51.13
1446569100,0.746,0.075,0.051,51.13
1446570000,0.275,0.06,0.239,51.13
1446570900,0.14,0.1,0.06,61.99
1446571800,0.205,0.135,0.065,61.99
1446572700,0.21,0.125,0.225,61.99
1446573600,0.189,0.135,0.157,61.99
1446574500,0.155,0.115,0.527,67.19
1446575400,0.145,0.085,0.236,67.19
1446576300,0.155,0.1,0.084,67.19
1446577200,0.261,0.095,0.081,67.19
1446578100,0.215,0.155,0.19,60.01
1446579000,0.244,0.19,0.189,60.01
1446579900,0.235,0.18,0.081,60.01
1446580800,0.231,0.185,0.236,60.01
1446581700,0.234,0.215,0.104,46.08
1446582600,0.235,0.22,0.094,46.08
1446583500,0.255,0.19,0.234,46.08
1446584400,0.21,0.12,0.057,46.08
1446585300,0.23,0.17,0.195,36.72
1446586200,0.116,0.18,0.099,36.72
1446587100,0.134,0.175,0.161,36.72
1446588000,0.165,0.17,0.125,36.72
1446588900,0.155,0.205,0.05,35.9
1446589800,0.126,0.19,0.25,35.9
1446590700,0.154,0.185,0.057,35.9
1446591600,0.125,0.195,0.233,35.9
1446592500,0.156,0.165,0.08,33.87
1446593400,0.139,0.135,0.075,33.87
1446594300,0.16,0.175,0.225,33.87
1446595200,0.095,0.155,0.06,33.87
1446596100,0.091,0.16,0.23,33.23
1446597000,0.09,0.185,0.06,33.23
1446597900,0.099,0.175,0.24,33.23
1446598800,0.081,0.16,0.051,33.23
1446599700,0.084,0.152,0.224,32.22
1446600600,0.09,0.158,0.1,32.22
1446601500,0.085,0.165,0.075,32.22
1446602400,0.08,0.15,0.22,32.22
1446603300,0.12,0.24,0.06,31.02
1446604200,0.081,0.185,0.25,31.02
1446605100,0.079,0.17,0.04,31.02
1446606000,0.08,0.16,0.245,31.02
1446606900,0.08,0.14,0.065,29.59
1446607800,0.11,0.12,0.089,29.59
1446608700,0.106,0.12,0.216,29.59
1446609600,0.134,0.125,0.07,29.59
1446610500,0.116,0.095,0.255,29.83
1446611400,0.094,0.095,0.051,29.83
1446612300,0.115,0.1,0.183,29.83
1446613200,0.106,0.08,0.031,29.83
1446614100,0.114,0.07,0.14,32.24
1446615000,0.156,0.07,0.04,32.24
1446615900,0.15,0.055,0.015,32.24
1446616800,0.134,0.065,0.355,32.24
1446617700,0.1,0.045,0.11,44.62
1446618600,0.175,0.045,0,44.62
1446619500,0.091,0.065,0.06,44.62
1446620400,0.109,0.08,0.535,44.62
1446621300,0.125,0.055,0.015,48.81
1446622200,0.125,0.075,0.035,48.81
1446623100,0.11,0.065,0.005,48.81
1446624000,0.16,0.085,0,48.81
1446624900,0.15,0.07,0,49.76
1446625800,0.17,0.05,0,49.76
1446626700,0.18,0.05,0,49.76
1446627600,0.181,0.05,0.005,49.76
1446628500,0.149,0.04,0.005,43.06
1446629400,0.141,0.055,0.01,43.06
1446630300,0.189,0.04,0.075,43.06
1446631200,0.146,0.06,0.015,43.06
1446632100,0.145,0.065,0,39.14
1446633000,0.109,0.055,0.265,39.14
1446633900,0.22,0.05,0.595,39.14
1446634800,0.365,0.02,0.06,39.14
1446635700,0.09,0.01,0.08,38.95
1446636600,0.111,0.01,0.02,38.95
1446637500,0.104,0.05,0,38.95
1446638400,0.181,0.03,0.09,38.95
1446639300,0.154,0.045,0,36.03
1446640200,0.101,0.04,0.1,36.03
1446641100,0.119,0.035,0.04,36.03
1446642000,0.075,0.01,0.335,36.03
1446642900,0.085,0,0.005,41.53
1446643800,0.09,0.01,0.085,41.53
1446644700,0.136,0.055,0.595,41.53
1446645600,0.114,0.015,0.48,41.53
1446646500,0.145,0.01,0.033,47.57
1446647400,0.11,0.01,0.057,47.57
1446648300,0.131,0.01,0.26,47.57
1446649200,0.104,0.01,0.035,47.57
1446650100,0.126,0.02,0.315,52.33
1446651000,0.09,0.01,0.115,52.33
1446651900,0.139,0.02,0.09,52.33
1446652800,0.101,0.01,0.36,52.33
1446653700,0.134,0.01,0.07,55.1
1446654600,0.105,0.02,0.219,55.1
1446655500,0.111,0.005,0.401,55.1
1446656400,0.12,0.005,0.695,55.1
1446657300,0.21,0.01,1.05,63.02
1446658200,0.764,0.01,0.092,63.02
1446659100,0.23,0.01,0.083,63.02
1446660000,0.546,0.025,0.397,63.02
1446660900,0.184,0.11,0.088,64.1
1446661800,0.196,0.12,0.186,64.1
1446662700,0.155,0.11,0.294,64.1
1446663600,0.154,0.12,0.09,64.1
1446664500,0.165,0.12,0.419,54.56
1446665400,0.236,0.165,0.764,54.56
1446666300,0.25,0.215,0.166,54.56
1446667200,0.304,0.19,0.111,54.56
1446668100,0.271,0.19,0.38,43.01
1446669000,0.284,0.26,0.152,43.01
1446669900,0.255,0.17,0.088,43.01
1446670800,0.195,0.18,0.39,43.01
1446671700,0.18,0.18,0.065,37.44
1446672600,0.165,0.18,0.215,37.44
1446673500,0.181,0.215,0.251,37.44
1446674400,0.17,0.25,0.08,37.44
1446675300,0.115,0.255,0.349,36.07
1446676200,0.154,0.215,0.069,36.07
1446677100,0.115,0.23,0.126,36.07
1446678000,0.12,0.23,0.295,36.07
1446678900,0.125,0.24,0.075,32.21
1446679800,0.121,0.235,0.325,32.21
1446680700,0.115,0.185,0.072,32.21
1446681600,0.114,0.19,0.228,32.21
1446682500,0.141,0.2,0.191,32.01
1446683400,0.13,0.615,0.084,32.01
1446684300,0.139,0.55,0.31,32.01
1446685200,0.125,0.18,0.062,32.01
1446686100,0.111,0.18,0.299,31.65
1446687000,0.075,0.15,0.059,31.65
1446687900,0.09,0.14,0.314,31.65
1446688800,0.099,0.12,0.056,31.65
1446689700,0.085,0.12,0.275,31.47
1446690600,0.095,0.1,0.129,31.47
1446691500,0.116,0.09,0.111,31.47
1446692400,0.074,0.07,0.265,31.47
1446693300,0.111,0.055,0.049,31.92
1446694200,0.075,0.06,0.322,31.92
1446695100,0.109,0.1,0.06,31.92
1446696000,0.125,0.11,0.269,31.92
1446696900,0.115,0.105,0.08,31.91
1446697800,0.125,0.105,0.185,31.91
1446698700,0.116,0.075,0.195,31.91
1446699600,0.104,0.06,0.05,31.91
1446700500,0.13,0.055,0.235,33.46
1446701400,0.091,0.065,0,33.46
1446702300,0.135,0.08,0.18,33.46
1446703200,0.12,0.07,0.03,33.46
1446704100,0.13,0.065,0.06,42
1446705000,0.194,0.08,0.06,42
1446705900,0.186,0.04,0.019,42
1446706800,0.155,0.045,0.126,42
1446707700,0.139,0.07,0.202,52.55
1446708600,0.13,0.065,0.253,52.55
1446709500,0.136,0.055,0.01,52.55
1446710400,0.14,0.05,0,52.55
1446711300,0.11,0.075,0,54.69
1446712200,0.114,0.09,0,54.69
1446713100,0.13,0.1,0,54.69
1446714000,0.151,0.105,0.014,54.69
1446714900,0.139,0.12,0.016,46.06
1446715800,0.175,0.22,0,46.06
1446716700,0.07,0.25,0,46.06
1446717600,0.11,0.115,0,46.06
1446718500,0.075,0.095,0,44.07
1446719400,0.101,0.055,0,44.07
1446720300,0.094,0.02,0,44.07
1446721200,0.12,0,0,44.07
1446722100,0.085,0.01,0,41.98
1446723000,0.125,0.01,0,41.98
1446723900,0.116,0,0,41.98
1446724800,0.15,0.01,0,41.98
1446725700,0.104,0,0,37.06
1446726600,0.141,0.01,0,37.06
1446727500,0.105,0,0,37.06
1446728400,0.094,0.01,0,37.06
1446729300,0.135,0,0,40.3
1446730200,0.096,0.01,0,40.3
1446731100,0.09,0.035,0,40.3
1446732000,0.114,0.185,0,40.3
1446732900,0.11,0.06,0,45.96
1446733800,0.111,0.01,0,45.96
1446734700,0.12,0,0,45.96
1446735600,0.104,0,0,45.96
1446736500,0.125,0.01,0.01,52.01
1446737400,0.095,0.01,0,52.01
1446738300,0.145,0,0,52.01
1446739200,0.121,0.035,0.04,52.01
1446740100,0.139,0.015,0.195,53.93
1446741000,0.151,0.01,0.075,53.93
1446741900,0.174,0.01,0.26,53.93
1446742800,0.11,0.01,0.07,53.93
1446743700,0.116,0.085,0.152,70.38
1446744600,0.185,0.13,0.198,70.38
1446745500,0.29,0.045,0.1,70.38
1446746400,0.129,0,0.3,70.38
1446747300,0.165,0.01,0.09,69.01
1446748200,0.146,0,0.106,69.01
1446749100,0.119,0.01,0.254,69.01
1446750000,0.141,0,0.09,69.01
1446750900,0.135,0.01,0.27,58.05
1446751800,0.139,0.01,0.12,58.05
1446752700,0.14,0.01,0.28,58.05
1446753600,0.221,0,0.08,58.05
1446754500,0.154,0.065,0.29,46.44
1446755400,0.136,0.11,0.1,46.44
1446756300,0.134,0.16,0.275,46.44
1446757200,0.135,0.2,0.085,46.44
1446758100,0.146,0.2,0.243,37.45
1446759000,0.174,0.205,0.137,37.45
1446759900,0.205,0.22,0.207,37.45
1446760800,0.145,0.235,0.153,37.45
1446761700,0.105,0.245,0.242,37.19
1446762600,0.15,0.235,0.113,37.19
1446763500,0.141,0.215,0.185,37.19
1446764400,0.155,0.22,0.13,37.19
1446765300,0.16,0.225,0.193,33.68
1446766200,0.154,0.21,0.132,33.68
1446767100,0.125,0.215,0.19,33.68
1446768000,0.141,0.205,0.109,33.68
1446768900,0.129,0.205,0.221,29.12
1446769800,0.116,0.225,0.091,29.12
1446770700,0.109,0.555,0.201,29.12
1446771600,0.085,0.435,0.122,29.12
1446772500,0.076,0.215,0.251,28.21
1446773400,0.075,0.175,0.049,28.21
1446774300,0.075,0.17,0.246,28.21
1446775200,0.075,0.17,0.05,28.21
1446776100,0.095,0.145,0.226,26.99
1446777000,0.099,0.125,0.079,26.99
1446777900,0.085,0.095,0.235,26.99
1446778800,0.071,0.06,0.191,26.99
1446779700,0.085,0.075,0.11,27.11
1446780600,0.094,0.055,0.243,27.11
1446781500,0.13,0.045,0.066,27.11
1446782400,0.12,0.055,0.257,27.11
1446783300,0.13,0.04,0.164,26.76
1446784200,0.085,0.05,0.074,26.76
1446785100,0.12,0.05,0.141,26.76
1446786000,0.1,0.04,0.029,26.76
1446786900,0.096,0.065,0.085,29.98
1446787800,0.12,0.065,0.035,29.98
1446788700,0.13,0.055,0.148,29.98
1446789600,0.165,0.075,0.092,29.98
1446790500,0.21,0.05,0.08,36.66
1446791400,0.114,0.045,0.06,36.66
1446792300,0.145,0.055,0.16,36.66
1446793200,0.09,0.04,0.272,36.66
1446794100,0.125,0.05,0.158,44.77
1446795000,0.33,0.055,0,44.77
1446795900,0.186,0.055,0,44.77
1446796800,0.149,0.11,0,44.77
1446797700,0.111,0.075,0.086,45.04
1446798600,0.239,0.07,0.014,45.04
1446799500,0.325,0.11,0,45.04
1446800400,0.32,0.105,0,45.04
1446801300,0.17,0.105,0.015,43.88
1446802200,0.101,0.34,0.335,43.88
1446803100,0.209,0.19,0.161,43.88
1446804000,0.195,0.15,0.194,43.88
1446804900,0.261,0.135,0.025,44.76
1446805800,0.725,0.12,0,44.76
1446806700,0.509,0.195,0,44.76
1446807600,0.446,0.11,0,44.76
1446808500,0.329,0.075,0.034,44.49
1446809400,0.455,0.08,0.025,44.49
1446810300,0.096,0.05,0.196,44.49
1446811200,0.125,0.04,0.115,44.49
1446812100,0.114,0.03,0.132,41.66
1446813000,0.08,0,0.1,41.66
1446813900,0.121,0.01,0.028,41.66
1446814800,0.09,0.01,0,41.66
1446815700,0.099,0.02,0,38.45
1446816600,0.105,0.05,0.069,38.45
1446817500,0.095,0.015,0.096,38.45
1446818400,0.42,0.225,0.155,38.45
1446819300,0.755,0.01,0.04,37.08
1446820200,0.771,0.03,0,37.08
1446821100,0.354,0.01,0.135,37.08
1446822000,0.081,0.01,0.021,37.08
1446822900,0.125,0.01,0.048,37.67
1446823800,0.079,0.01,0.231,37.67
1446824700,0.086,0.01,0.047,37.67
1446825600,0.134,0.03,0.083,37.67
1446826500,0.165,0.02,0.19,40.01
1446827400,0.156,0.01,0.078,40.01
1446828300,0.17,0.01,0.222,40.01
1446829200,0.15,0,0.091,40.01
1446830100,0.329,0.01,0.253,45.28
1446831000,0.28,0,0.182,45.28
1446831900,0.19,0.01,0.171,45.28
1446832800,0.16,0,0.253,45.28
1446833700,0.395,0.01,0.118,47.42
1446834600,0.326,0,0.212,47.42
1446835500,0.409,0.025,0.71,47.42
1446836400,0.405,0.14,0.104,47.42
1446837300,0.17,0.15,0.091,42.87
1446838200,0.181,0.12,0.09,42.87
1446839100,0.21,0.14,0.25,42.87
1446840000,0.174,0.12,0.172,42.87
1446840900,0.206,0.13,0.28,34.38
1446841800,0.189,0.125,0.125,34.38
1446842700,0.186,0.09,0.197,34.38
1446843600,0.165,0.095,0.094,34.38
1446844500,0.11,0.12,0.257,31.61
1446845400,0.095,0.1,0.064,31.61
1446846300,0.104,0.125,0.231,31.61
1446847200,0.1,0.155,0.12,31.61
1446848100,0.086,0.14,0.257,31.38
1446849000,0.104,0.15,0.082,31.38
1446849900,0.07,0.15,0.252,31.38
1446850800,0.081,0.17,0.106,31.38
1446851700,0.069,0.18,0.182,24.44
1446852600,0.075,0.17,0.117,24.44
1446853500,0.075,0.17,0.196,24.44
1446854400,0.09,0.18,0.083,24.44
1446855300,0.075,0.17,0.177,27.75
1446856200,0.08,0.17,0.154,27.75
1446857100,0.076,0.16,0.216,27.75
1446858000,0.075,0.11,0.163,27.75
1446858900,0.075,0.16,0.15,24.41
1446859800,0.08,0.12,0.235,24.41
1446860700,0.09,0.13,0.095,24.41
1446861600,0.075,0.14,0.26,24.41
1446862500,0.08,0.13,0.06,22.25
1446863400,0.069,0.12,0.237,22.25
1446864300,0.085,0.11,0.193,22.25
1446865200,0.07,0.095,0.16,22.25
1446866100,0.095,0.105,0.209,20.43
1446867000,0.106,0.045,0.102,20.43
1446867900,0.1,0.04,0.24,20.43
1446868800,0.114,0.06,0.079,20.43
1446869700,0.111,0.04,0.205,21.29
1446870600,0.079,0.155,0.171,21.29
1446871500,0.135,0.09,0.079,21.29
1446872400,0.09,0.1,0.127,21.29
1446873300,0.1,0.135,0.108,24.32
1446874200,0.111,0.09,0.289,24.32
1446875100,0.215,0.07,0.37,24.32
1446876000,0.269,0.08,0.288,24.32
1446876900,0.215,0.06,0.033,24.57
1446877800,0.141,0.055,0.141,24.57
1446878700,0.13,0.07,0.099,24.57
1446879600,0.11,0.055,0.005,24.57
1446880500,0.075,0.055,0.029,28.53
1446881400,0.08,0.065,0.041,28.53
1446882300,0.079,0.055,0,28.53
1446883200,0.096,0.06,0,28.53
1446884100,0.08,0.08,0,32.03
1446885000,0.095,0.065,0,32.03
1446885900,0.075,0.085,0,32.03
1446886800,0.085,0.13,0,32.03
1446887700,0.085,0.17,0,35.97
1446888600,0.104,0.24,0,35.97
1446889500,0.1,0.18,0,35.97
1446890400,0.095,0.095,0,35.97
1446891300,0.1,0.09,0,36.81
1446892200,0.106,0.07,0,36.81
1446893100,0.099,0.055,0,36.81
1446894000,0.095,0.025,0,36.81
1446894900,0.11,0.015,0,38.05
1446895800,0.09,0.21,0,38.05
1446896700,0.101,0.045,0,38.05
1446897600,0.1,0.03,0,38.05
1446898500,0.089,0.02,0,37.83
1446899400,0.08,0.005,0,37.83
1446900300,0.11,0.005,0,37.83
1446901200,0.085,0.01,0,37.83
1446902100,0.09,0.01,0,35.72
1446903000,0.08,0.02,0,35.72
1446903900,0.08,0.02,0,35.72
1446904800,0.065,0,0,35.72
1446905700,0.1,0.01,0,33.2
1446906600,0.08,0.01,0,33.2
1446907500,0.085,0.01,0,33.2
1446908400,0.09,0.01,0,33.2
1446909300,0.075,0,0,31.63
1446910200,0.08,0.01,0,31.63
1446911100,0.09,0,0.095,31.63
1446912000,0.09,0.01,0.048,31.63
1446912900,0.08,0,0.425,32.05
1446913800,0.08,0.02,0.317,32.05
1446914700,0.07,0.075,0.045,32.05
1446915600,0.08,0.08,0.09,32.05
1446916500,0.075,0.015,0.1,41.07
1446917400,0.115,0.01,0.094,41.07
1446918300,0.08,0,0.086,41.07
1446919200,0.105,0.01,0.091,41.07
1446920100,0.085,0,0.078,41.81
1446921000,0.086,0.025,0.086,41.81
1446921900,0.124,0.255,0.097,41.81
1446922800,0.176,0.355,0.102,41.81
1446923700,0.144,0.27,0.117,32.99
1446924600,0.13,0.24,0.097,32.99
1446925500,0.08,0.225,0.117,32.99
1446926400,0.09,0.235,0.115,32.99
1446927300,0.175,0.205,0.086,28.43
1446928200,0.135,0.235,0.056,28.43
1446929100,0.14,0.225,0.08,28.43
1446930000,0.17,0.24,0.063,28.43
1446930900,0.12,0.194,0.04,22.09
1446931800,0.116,0.236,0.055,22.09
1446932700,0.124,0.215,0.075,22.09
1446933600,0.095,0.115,0.061,22.09
1446934500,0.14,0.12,0.054,21.65
1446935400,0.146,0.105,0.05,21.65
1446936300,0.085,0.11,0.05,21.65
1446937200,0.07,0.115,0.044,21.65
1446938100,0.08,0.12,0.031,11.93
1446939000,0.059,0.125,0.04,11.93
1446939900,0.08,0.13,0.051,11.93
1446940800,0.106,0.125,0.044,11.93
1446941700,0.119,0.12,0.046,-13.38
1446942600,0.1,0.115,0.05,-13.38
1446943500,0.075,0.085,0.047,-13.38
1446944400,0.075,0.115,0.022,-13.38
1446945300,0.1,0.1,0.039,-13.42
1446946200,0.105,0.1,0.041,-13.42
1446947100,0.116,0.12,0.039,-13.42
1446948000,0.114,0.12,0.031,-13.42
1446948900,0.08,0.11,0.045,-16.06
1446949800,0.08,0.095,0.055,-16.06
1446950700,0.095,0.065,0.049,-16.06
1446951600,0.08,0.065,0.036,-16.06
1446952500,0.07,0.295,0.036,-10.07
1446953400,0.1,0.13,0.041,-10.07
1446954300,0.116,0.12,0.095,-10.07
1446955200,0.124,0.13,0.108,-10.07
1446956100,0.075,0.09,0.065,1.93
1446957000,0.121,0.1,0.049,1.93
1446957900,0.11,0.09,0.036,1.93
1446958800,0.08,0.09,0.01,1.93
1446959700,0.13,0.09,0,12.94
1446960600,0.1,0.07,0,12.94
1446961500,0.09,0.06,0,12.94
1446962400,0.104,0.08,0,12.94
1446963300,0.13,0.055,0.003,13.11
1446964200,0.135,0.05,0.179,13.11
1446965100,0.175,0.06,0.098,13.11
1446966000,0.126,0.05,0.045,13.11
1446966900,0.095,0.07,0.049,17.31
1446967800,0.089,0.075,0.046,17.31
1446968700,0.085,0.065,0.01,17.31
1446969600,0.076,0.075,0.01,17.31
1446970500,0.094,0.06,0.04,22.93
1446971400,0.125,0.045,0.089,22.93
1446972300,0.12,0.06,0.031,22.93
1446973200,0.1,0.055,0.01,22.93
1446974100,0.106,0.045,0,23.87
1446975000,0.384,0.05,0.01,23.87
1446975900,0.141,0.02,0.01,23.87
1446976800,0.299,0.01,0.005,23.87
1446977700,0.39,0.01,0.015,25.21
1446978600,0.235,0.05,0,25.21
1446979500,0.251,0.01,0,25.21
1446980400,0.284,0.01,0,25.21
1446981300,0.46,0.02,0,28.65
1446982200,0.4,0.01,0,28.65
1446983100,0.566,0.01,0,28.65
1446984000,0.304,0.01,0,28.65
1446984900,0.135,0.01,0,26.93
1446985800,0.176,0.01,0,26.93
1446986700,0.14,0.01,0,26.93
1446987600,0.129,0.01,0,26.93
1446988500,0.11,0.005,0,25.76
1446989400,0.115,0.015,0,25.76
1446990300,0.126,0,0,25.76
1446991200,0.149,0.01,0,25.76
1446992100,0.135,0,0,29.02
1446993000,0.13,0.01,0,29.02
1446993900,0.12,0,0,29.02
1446994800,0.16,0.02,0,29.02
1446995700,0.55,0.05,0,31.06
1446996600,0.151,0.14,0,31.06
1446997500,0.189,0.015,0.007,31.06
1446998400,0.495,0.015,0.032,31.06
1446999300,0.34,0.01,0.042,32.45
1447000200,0.235,0,0.044,32.45
1447001100,0.25,0.01,0.049,32.45
1447002000,0.235,0.01,0.052,32.45
1447002900,0.275,0.01,0.049,45.96
1447003800,0.261,0,0.067,45.96
1447004700,0.264,0.015,0.083,45.96
1447005600,0.25,0.005,0.065,45.96
1447006500,0.255,0.01,0.082,48.4
1447007400,0.241,0.01,0.105,48.4
1447008300,0.25,0.01,0.083,48.4
1447009200,0.25,0,0.07,48.4
1447010100,0.335,0.01,0.079,44.94
1447011000,0.254,0.17,0.081,44.94
1447011900,0.175,0.2,0.075,44.94
1447012800,0.12,0.21,0.083,44.94
1447013700,0.105,0.205,0.067,35.84
1447014600,0.16,0.2,0.101,35.84
1447015500,0.165,0.195,0.103,35.84
1447016400,0.155,0.175,0.073,35.84
1447017300,0.141,0.14,0.063,29.93
1447018200,0.21,0.155,0.06,29.93
1447019100,0.194,0.345,0.049,29.93
1447020000,0.2,0.64,0.051,29.93
1447020900,0.116,0.175,0.065,29.24
1447021800,0.115,0.185,0.056,29.24
1447022700,0.14,0.17,0.054,29.24
1447023600,0.125,0.175,0.07,29.24
1447024500,0.12,0.165,0.065,22.78
1447025400,0.134,0.15,0.039,22.78
1447026300,0.14,0.16,0.041,22.78
1447027200,0.135,0.16,0.04,22.78
1447028100,0.121,0.14,0.042,17.94
1447029000,0.1,0.17,0.039,17.94
1447029900,0.085,0.16,0.037,17.94
1447030800,0.08,0.17,0.045,17.94
1447031700,0.08,0.19,0.057,17.09
1447032600,0.065,0.14,0.049,17.09
1447033500,0.085,0.11,0.031,17.09
1447034400,0.064,0.11,0.039,17.09
1447035300,0.09,0.12,0.049,14.5
1447036200,0.116,0.15,0.027,14.5
1447037100,0.08,0.27,0.027,14.5
1447038000,0.065,0.13,0.058,14.5
1447038900,0.105,0.14,0.035,12.81
1447039800,0.075,0.12,0.035,12.81
1447040700,0.124,0.045,0.06,12.81
1447041600,0.126,0.05,0.108,12.81
1447042500,0.109,0.04,0.082,13.33
1447043400,0.085,0.04,0.027,13.33
1447044300,0.08,0.055,0.015,13.33
1447045200,0.136,0.035,0.003,13.33
1447046100,0.14,0.055,0,19.31
1447047000,0.144,0.07,0,19.31
1447047900,0.16,0.055,0,19.31
1447048800,0.09,0.06,0,19.31
1447049700,0.085,0.05,0,37.01
1447050600,0.11,0.04,0,37.01
1447051500,0.106,0.05,0,37.01
1447052400,0.119,0.04,0,37.01
1447053300,0.11,0.04,0,46.95
1447054200,0.09,0.055,0,46.95
1447055100,0.096,0.055,0,46.95
1447056000,0.104,0.115,0,46.95
1447056900,0.081,0.125,0,46.55
1447057800,0.094,0.06,0,46.55
1447058700,0.08,0.065,0,46.55
1447059600,0.111,0.235,0.01,46.55
1447060500,0.089,0.32,0.063,37.22
1447061400,0.085,0.055,0.017,37.22
1447062300,0.07,0.055,0,37.22
1447063200,0.1,0.4,0,37.22
1447064100,0.101,0.135,0,35.93
1447065000,0.124,0.16,0,35.93
1447065900,0.095,0.07,0,35.93
1447066800,0.26,0.05,0,35.93
1447067700,0.16,0.025,0,32.93
1447068600,0.1,0,0,32.93
1447069500,0.096,0,0,32.93
1447070400,0.139,0.02,0,32.93
1447071300,0.086,0.045,0,31
1447072200,0.12,0.005,0,31
