load1,load2,load3,price
0.1,0.055,0.051,29.03
0.101,0.045,0.135,29.03
0.104,0.05,0.01,29.03
0.146,0.04,0.13,29.03
0.115,0.04,0.0,31.96
0.175,0.05,0.126,31.96
0.119,0.04,0.004,31.96
0.095,0.065,0.128,31.96
0.1,0.065,0.082,32.98
0.096,0.05,0.18,32.98
0.085,0.05,0.46,32.98
0.134,0.03,0.042,32.98
0.07,0.02,0.118,35.06
0.105,0.02,0.0,35.06
0.165,0.01,0.138,35.06
0.096,0.0,0.012,35.06
0.119,0.01,0.0,39.98
0.125,0.0,0.0,39.98
0.101,0.01,0.0,39.98
0.094,0.0,0.0,39.98
0.085,0.0,0.0,41.94
0.115,0.01,0.041,41.94
0.085,0.01,0.077,41.94
0.121,0.02,0.002,41.94
0.099,0.01,0.303,38.32
0.08,0.02,0.614,38.32
0.116,0.0,0.093,38.32
0.099,0.015,0.035,38.32
0.111,0.005,0.045,38.38
0.104,0.01,0.0,38.38
0.095,0.01,0.0,38.38
0.08,0.0,0.0,38.38
0.145,0.01,0.0,36.2
0.1,0.01,0.0,36.2
0.315,0.01,0.0,36.2
0.13,0.04,0.19,36.2
0.13,0.05,0.01,33.56
0.12,0.105,0.214,33.56
0.135,0.04,0.042,33.56
0.106,0.035,0.124,33.56
0.159,0.02,0.258,35.01
0.121,0.01,0.074,35.01
0.129,0.01,0.358,35.01
0.126,0.01,0.08,35.01
0.099,0.01,0.37,39.18
0.165,0.01,0.109,39.18
0.14,0.0,0.259,39.18
0.16,0.01,0.254,39.18
0.12,0.01,0.113,47.44
0.151,0.01,0.429,47.44
0.13,0.01,0.121,47.44
0.159,0.01,0.385,47.44
0.16,0.01,0.12,56.05
0.185,0.01,0.365,56.05
0.161,0.03,0.215,56.05
0.165,0.01,0.179,56.05
0.149,0.01,0.735,51.71
0.141,0.02,0.79,51.71
0.16,0.01,0.169,51.71
0.149,0.01,0.272,51.71
0.16,0.005,0.285,45.66
0.116,0.025,0.185,45.66
0.13,0.3,0.269,45.66
0.144,0.32,0.116,45.66
0.146,0.33,0.34,42.81
0.134,0.22,0.055,42.81
0.145,0.205,0.355,42.81
0.105,0.225,0.056,42.81
0.12,0.175,0.329,35.0
0.115,0.185,0.052,35.0
0.091,0.235,0.338,35.0
0.089,0.235,0.05,35.0
0.09,0.23,0.31,36.72
0.08,0.365,0.095,36.72
0.08,0.215,0.293,36.72
0.08,0.195,0.102,36.72
0.085,0.16,0.279,34.43
0.095,0.15,0.131,34.43
0.08,0.16,0.275,34.43
0.091,0.13,0.146,34.43
0.105,0.15,0.321,34.15
0.104,0.13,0.081,34.15
0.075,0.12,0.308,34.15
0.095,0.1,0.129,34.15
0.08,0.1,0.323,32.59
0.085,0.085,0.089,32.59
0.101,0.05,0.346,32.59
0.12,0.055,0.072,32.59
0.109,0.035,0.34,32.34
0.115,0.04,0.061,32.34
0.12,0.065,0.356,32.34
0.105,0.055,0.153,32.34
0.11,0.06,0.34,35.15
0.106,0.05,0.02,35.15
0.104,0.04,0.312,35.15
0.115,0.045,0.058,35.15
0.106,0.045,0.245,47.74
0.109,0.045,0.01,47.74
0.116,0.075,0.093,47.74
0.129,0.1,0.017,47.74
0.121,0.055,0.043,60.01
0.12,0.055,0.027,60.01
0.17,0.05,0.022,60.01
0.08,0.055,0.223,60.01
0.119,0.09,0.235,66.32
0.085,0.12,0.0,66.32
0.105,0.13,0.029,66.32
0.115,0.13,0.081,66.32
0.125,0.17,0.0,69.68
0.09,0.12,0.0,69.68
0.111,0.11,0.0,69.68
0.099,0.045,0.0,69.68
0.09,0.04,0.0,61.67
0.095,0.04,0.0,61.67
0.11,0.03,0.0,61.67
0.145,0.06,0.0,61.67
0.1,0.01,0.008,59.9
0.106,0.01,0.002,59.9
0.099,0.0,0.0,59.9
0.085,0.01,0.0,59.9
0.105,0.01,0.0,60.0
0.096,0.005,0.0,60.0
0.079,0.015,0.0,60.0
0.111,0.005,0.0,60.0
0.075,0.005,0.0,59.59
0.1,0.01,0.0,59.59
0.09,0.01,0.0,59.59
0.094,0.0,0.0,59.59
0.095,0.02,0.02,57.19
0.095,0.02,0.04,57.19
0.08,0.01,0.22,57.19
0.11,0.01,0.345,57.19
0.08,0.01,0.148,55.63
0.101,0.01,0.287,55.63
0.08,0.02,0.215,55.63
0.09,0.02,0.162,55.63
0.08,0.03,0.368,54.32
0.124,0.01,0.107,54.32
0.085,0.01,0.318,54.32
0.141,0.01,0.127,54.32
0.089,0.01,0.241,55.8
0.105,0.01,0.193,55.8
0.16,0.01,0.092,55.8
0.16,0.01,0.347,55.8
0.195,0.01,0.087,60.17
0.225,0.0,0.311,60.17
0.146,0.01,0.227,60.17
0.165,0.0,0.349,60.17
0.165,0.01,0.108,69.47
0.144,0.0,0.312,69.47
0.155,0.01,0.136,69.47
0.155,0.0,0.305,69.47
0.185,0.0,0.135,57.84
0.145,0.01,0.31,57.84
0.185,0.04,0.087,57.84
0.135,0.01,0.248,57.84
0.141,0.0,0.144,43.5
0.124,0.02,0.215,43.5
0.136,0.0,0.171,43.5
0.134,0.16,0.19,43.5
0.12,0.21,0.18,38.22
0.141,0.195,0.178,38.22
0.119,0.165,0.195,38.22
0.12,0.185,0.149,38.22
0.13,0.18,0.218,34.86
0.08,0.16,0.135,34.86
0.09,0.17,0.266,34.86
0.1,0.18,0.124,34.86
0.121,0.185,0.255,33.02
0.109,0.185,0.152,33.02
0.131,0.17,0.23,33.02
0.105,0.165,0.133,33.02
0.104,0.15,0.255,31.77
0.08,0.145,0.12,31.77
0.08,0.15,0.695,31.77
0.09,0.11,0.425,31.77
0.09,0.08,0.119,30.5
0.08,0.07,0.321,30.5
0.105,0.035,0.088,30.5
0.085,0.05,0.334,30.5
0.075,0.05,0.05,29.86
0.09,0.035,0.348,29.86
0.116,0.05,0.06,29.86
0.114,0.06,0.327,29.86
0.115,0.055,0.106,31.93
0.111,0.065,0.362,31.93
0.114,0.045,0.09,31.93
0.105,0.04,0.377,31.93
0.12,0.055,0.079,33.91
0.125,0.04,0.273,33.91
0.106,0.08,0.061,33.91
0.109,0.115,0.325,33.91
0.08,0.065,0.005,43.4
0.125,0.065,0.239,43.4
0.085,0.06,0.021,43.4
0.13,0.08,0.13,43.4
0.075,0.05,0.275,58.64
0.13,0.05,0.32,58.64
0.111,0.035,0.175,58.64
0.115,0.065,0.19,58.64
0.164,0.06,0.07,65.56
0.126,0.055,0.225,65.56
0.095,0.075,0.025,65.56
0.125,0.085,0.0,65.56
0.12,0.1,0.0,64.74
0.094,0.085,0.0,64.74
0.11,0.09,0.0,64.74
0.136,0.01,0.0,64.74
0.114,0.01,0.0,62.01
0.136,0.01,0.0,62.01
0.109,0.0,0.0,62.01
0.15,0.01,0.0,62.01
0.116,0.01,0.0,60.26
0.115,0.01,0.0,60.26
0.099,0.0,0.0,60.26
0.09,0.02,0.0,60.26
0.111,0.01,0.0,55.99
0.089,0.0,0.0,55.99
0.095,0.02,0.0,55.99
0.11,0.015,0.0,55.99
0.105,0.015,0.0,54.0
0.08,0.03,0.0,54.0
0.085,0.02,0.0,54.0
0.095,0.015,0.0,54.0
0.091,0.015,0.0,54.6
0.11,0.02,0.0,54.6
0.09,0.02,0.054,54.6
0.09,0.01,0.23,54.6
0.099,0.01,0.016,53.19
0.075,0.0,0.11,53.19
0.095,0.01,0.109,53.19
0.085,0.01,0.076,53.19
0.095,0.04,0.278,52.73
0.11,0.065,0.089,52.73
0.115,0.085,0.276,52.73
0.076,0.075,0.252,52.73
0.104,0.025,0.193,54.26
0.106,0.01,0.23,54.26
0.11,0.01,0.107,54.26
0.124,0.01,0.32,54.26
0.136,0.0,0.116,60.42
0.099,0.01,0.354,60.42
0.141,0.01,0.1,60.42
0.135,0.0,0.224,60.42
0.125,0.01,0.223,66.98
0.104,0.0,0.145,66.98
0.151,0.01,0.298,66.98
0.104,0.01,0.107,66.98
0.115,0.0,0.345,51.05
0.14,0.01,0.123,51.05
0.115,0.01,0.308,51.05
0.13,0.02,0.187,51.05
0.11,0.01,0.25,40.5
0.13,0.05,0.16,40.5
0.11,0.07,0.216,40.5
0.131,0.05,0.169,40.5
0.119,0.065,0.09,38.43
0.111,0.05,0.249,38.43
0.129,0.245,0.071,38.43
0.126,0.215,0.295,38.43
0.119,0.245,0.056,33.92
0.09,0.225,0.274,33.92
0.14,0.21,0.062,33.92
0.156,0.205,0.248,33.92
0.099,0.23,0.085,32.34
0.12,0.195,0.24,32.34
0.106,0.205,0.099,32.34
0.085,0.215,0.236,32.34
0.09,0.18,0.128,31.1
0.094,0.19,0.212,31.1
0.076,0.22,0.164,31.1
0.09,0.17,0.126,31.1
0.075,0.175,0.23,29.48
0.09,0.15,0.09,29.48
0.085,0.11,0.265,29.48
0.094,0.095,0.092,29.48
0.075,0.09,0.299,29.14
0.09,0.07,0.059,29.14
0.105,0.1,0.306,29.14
0.116,0.09,0.066,29.14
0.124,0.09,0.309,31.27
0.115,0.09,0.05,31.27
0.115,0.07,0.334,31.27
0.1,0.045,0.139,31.27
0.11,0.05,0.248,32.41
0.095,0.04,0.063,32.41
0.12,0.055,0.09,32.41
0.11,0.065,0.09,32.41
0.1,0.05,0.03,36.93
0.106,0.055,0.07,36.93
0.094,0.08,0.0,36.93
0.09,0.085,0.0,36.93
0.12,0.07,0.0,54.24
0.08,0.075,0.0,54.24
0.116,0.06,0.0,54.24
0.094,0.075,0.0,54.24
0.09,0.09,0.0,61.96
0.111,0.155,0.05,61.96
0.149,0.085,0.0,61.96
0.16,0.03,0.0,61.96
0.13,0.01,0.0,57.69
0.115,0.0,0.01,57.69
0.09,0.01,0.0,57.69
0.1,0.0,0.0,57.69
0.1,0.0,0.0,53.61
0.091,0.01,0.0,53.61
0.095,0.0,0.0,53.61
0.109,0.01,0.046,53.61
0.105,0.0,0.004,52.76
0.085,0.0,0.0,52.76
0.135,0.01,0.04,52.76
0.135,0.0,0.0,52.76
0.14,0.01,0.07,46.37
0.09,0.0,0.01,46.37
0.1,0.01,0.007,46.37
0.111,0.01,0.133,46.37
0.119,0.01,0.0,44.03
0.115,0.0,0.099,44.03
0.11,0.01,0.041,44.03
0.125,0.01,0.1,44.03
0.101,0.01,0.13,43.31
0.119,0.01,0.1,43.31
0.1,0.01,0.08,43.31
0.126,0.01,0.02,43.31
0.104,0.0,0.255,42.09
0.1,0.0,0.05,42.09
0.11,0.01,0.286,42.09
0.115,0.0,0.066,42.09
0.115,0.0,0.288,39.34
0.166,0.0,0.082,39.34
0.12,0.0,0.225,39.34
0.135,0.0,0.105,39.34
0.104,0.01,0.186,46.18
0.155,0.01,0.162,46.18
0.106,0.02,0.331,46.18
0.16,0.0,0.244,46.18
0.114,0.01,0.16,47.93
0.151,0.01,0.233,47.93
0.12,0.015,0.114,47.93
0.13,0.005,0.326,47.93
0.125,0.01,0.092,47.31
0.165,0.01,0.318,47.31
0.165,0.01,0.087,47.31
0.154,0.005,0.295,47.31
0.155,0.005,0.125,38.25
0.151,0.01,0.205,38.25
0.149,0.01,0.205,38.25
0.176,0.0,0.165,38.25
0.175,0.01,0.235,36.02
0.139,0.0,0.13,36.02
0.135,0.01,0.27,36.02
0.155,0.0,0.087,36.02
0.156,0.0,0.298,36.08
0.165,0.01,0.074,36.08
0.119,0.02,0.201,36.08
0.126,0.01,0.154,36.08
0.165,0.0,0.113,30.85
0.16,0.01,0.238,30.85
0.17,0.0,0.05,30.85
0.17,0.01,0.27,30.85
0.13,0.0,0.06,27.38
0.115,0.01,0.258,27.38
0.109,0.145,0.097,27.38
0.08,0.17,0.22,27.38
0.11,0.15,0.155,26.49
0.085,0.16,0.095,26.49
0.085,0.14,0.27,26.49
0.08,0.16,0.13,26.49
0.085,0.14,0.197,26.3
0.075,0.13,0.066,26.3
0.09,0.14,0.29,26.3
0.091,0.13,0.041,26.3
0.084,0.115,0.315,27.13
0.075,0.06,0.088,27.13
0.126,0.04,0.258,27.13
0.104,0.04,0.06,27.13
0.125,0.055,0.292,27.92
0.106,0.055,0.057,27.92
0.125,0.055,0.271,27.92
0.094,0.075,0.064,27.92
0.121,0.04,0.231,29.03
0.099,0.045,0.053,29.03
0.1,0.05,0.157,29.03
0.121,0.035,0.13,29.03
0.099,0.05,0.06,35.92
0.11,0.045,0.16,35.92
0.085,0.07,0.02,35.92
0.116,0.14,0.17,35.92
0.08,0.085,0.0,46.95
0.134,0.065,0.43,46.95
0.136,0.07,0.52,46.95
0.094,0.055,0.0,46.95
0.105,0.06,0.069,46.59
0.09,0.06,0.121,46.59
0.075,0.095,0.0,46.59
0.14,0.14,0.15,46.59
0.105,0.11,0.01,46.95
0.101,0.12,0.115,46.95
0.21,0.165,0.025,46.95
0.15,0.05,0.04,46.95
0.1,0.0,0.05,45.83
0.125,0.01,0.0,45.83
0.139,0.0,0.05,45.83
0.151,0.01,0.0,45.83
0.129,0.0,0.1,46.94
0.135,0.01,0.0,46.94
0.106,0.0,0.065,46.94
0.134,0.0,0.055,46.94
0.1,0.01,0.05,45.87
0.095,0.0,0.18,45.87
0.085,0.005,0.047,45.87
0.1,0.005,0.093,45.87
0.101,0.005,0.005,46.2
0.1,0.005,0.175,46.2
0.245,0.005,0.0,46.2
0.524,0.005,0.22,46.2
0.09,0.0,0.01,45.0
0.1,0.01,0.246,45.0
0.335,0.0,0.063,45.0
0.201,0.01,0.311,45.0
0.154,0.0,0.317,41.72
0.136,0.01,0.688,41.72
0.139,0.0,0.939,41.72
0.116,0.0,0.266,41.72
0.155,0.01,0.1,36.09
0.194,0.0,0.235,36.09
0.115,0.01,0.255,36.09
0.146,0.01,0.125,36.09
0.114,0.0,0.357,38.93
0.125,0.01,0.108,38.93
0.13,0.02,0.335,38.93
0.141,0.01,0.142,38.93
0.125,0.005,0.323,41.98
0.125,0.005,0.115,41.98
0.13,0.01,0.395,41.98
0.129,0.01,0.785,41.98
0.116,0.01,0.345,41.71
0.115,0.01,0.113,41.71
0.149,0.01,0.289,41.71
0.116,0.01,0.166,41.71
0.134,0.0,0.136,36.03
0.101,0.01,0.299,36.03
0.14,0.01,0.082,36.03
0.11,0.0,0.315,36.03
0.144,0.01,0.09,32.19
0.161,0.0,0.213,32.19
0.139,0.0,0.157,32.19
0.125,0.01,0.24,32.19
0.125,0.0,0.136,29.81
0.13,0.01,0.191,29.81
0.135,0.0,0.14,29.81
0.11,0.01,0.138,29.81
0.12,0.0,0.199,23.98
0.105,0.01,0.106,23.98
0.126,0.02,0.236,23.98
0.114,0.0,0.059,23.98
0.136,0.0,0.28,27.28
0.135,0.01,0.06,27.28
0.085,0.0,0.304,27.28
0.074,0.0,0.068,27.28
0.075,0.01,0.289,24.94
0.09,0.0,0.061,24.94
0.08,0.01,0.267,24.94
0.08,0.0,0.056,24.94
0.075,0.01,0.265,23.76
0.075,0.0,0.078,23.76
0.076,0.01,0.237,23.76
0.094,0.0,0.075,23.76
0.075,0.01,0.29,23.97
0.085,0.0,0.072,23.97
0.09,0.01,0.298,23.97
0.12,0.0,0.06,23.97
0.09,0.01,0.285,27.15
0.111,0.0,0.06,27.15
0.114,0.0,0.267,27.15
0.096,0.01,0.07,27.15
0.169,0.0,0.256,28.91
0.161,0.01,0.052,28.91
0.2,0.0,0.18,28.91
0.175,0.0,0.1,28.91
0.16,0.01,0.215,36.2
0.15,0.0,0.1,36.2
0.074,0.01,0.215,36.2
0.111,0.0,0.005,36.2
0.08,0.01,0.307,47.95
0.119,0.0,0.495,47.95
0.09,0.02,0.128,47.95
0.09,0.01,0.0,47.95
0.1,0.01,0.01,46.95
0.086,0.025,0.0,46.95
0.074,0.07,0.0,46.95
0.09,0.14,0.0,46.95
0.091,0.265,0.0,48.0
0.124,0.09,0.05,48.0
0.085,0.07,0.02,48.0
0.09,0.02,0.34,48.0
0.09,0.0,0.06,46.98
0.091,0.03,0.36,46.98
0.104,0.02,0.0,46.98
0.115,0.295,0.0,46.98
0.116,0.215,0.24,44.72
0.094,0.005,0.09,44.72
0.091,0.035,0.06,44.72
0.09,0.475,0.0,44.72
0.1,0.115,0.0,35.04
0.089,0.0,0.0,35.04
0.1,0.01,0.09,35.04
0.075,0.0,0.086,35.04
0.085,0.01,0.064,32.37
0.085,0.0,0.0,32.37
0.095,0.0,0.14,32.37
0.08,0.045,0.0,32.37
0.136,0.145,0.09,31.68
0.114,0.03,0.07,31.68
0.126,0.01,0.0,31.68
0.124,0.01,0.21,31.68
0.131,0.01,0.024,34.29
0.119,0.01,0.21,34.29
0.131,0.005,0.051,34.29
0.109,0.005,0.155,34.29
0.131,0.02,0.149,41.91
0.119,0.01,0.081,41.91
0.115,0.0,0.295,41.91
0.396,0.01,0.095,41.91
0.329,0.01,0.32,45.12
0.436,0.01,0.09,45.12
0.37,0.01,0.277,45.12
0.165,0.02,0.203,45.12
0.174,0.01,0.215,54.01
0.185,0.01,0.235,54.01
0.175,0.0,0.12,54.01
0.136,0.105,0.27,54.01
0.129,0.13,0.1,55.17
0.111,0.12,0.293,55.17
0.144,0.15,0.107,55.17
0.15,0.16,0.287,55.17
0.116,0.195,0.088,43.17
0.114,0.205,0.3,43.17
0.136,0.215,0.102,43.17
0.114,0.28,0.21,43.17
0.12,0.315,0.138,39.94
0.13,0.285,0.23,39.94
0.136,0.24,0.101,39.94
0.109,0.24,0.144,39.94
0.105,0.205,0.189,35.16
0.136,0.2,0.101,35.16
0.114,0.17,0.683,35.16
0.116,0.16,0.302,35.16
0.109,0.17,0.065,32.15
0.13,0.18,0.165,32.15
0.106,0.165,0.235,32.15
0.114,0.165,0.124,32.15
0.125,0.16,0.212,32.08
0.125,0.16,0.064,32.08
0.12,0.17,0.275,32.08
0.111,0.14,0.1,32.08
0.125,0.175,0.224,32.3
0.115,0.165,0.076,32.3
0.124,0.16,0.27,32.3
0.126,0.15,0.163,32.3
0.119,0.105,0.197,30.07
0.09,0.095,0.205,30.07
0.1,0.09,0.125,30.07
0.08,0.08,0.155,30.07
0.101,0.08,0.185,31.48
0.09,0.085,0.17,31.48
0.135,0.05,0.175,31.48
0.11,0.055,0.11,31.48
0.14,0.045,0.224,30.1
0.085,0.035,0.196,30.1
0.129,0.045,0.172,30.1
0.09,0.04,0.262,30.1
0.135,0.03,0.176,30.05
0.106,0.045,0.039,30.05
0.119,0.045,0.191,30.05
0.095,0.05,0.0,30.05
0.125,0.065,0.2,33.46
0.08,0.05,0.16,33.46
0.121,0.035,0.595,33.46
0.079,0.05,0.573,33.46
0.111,0.03,0.152,37.2
0.069,0.04,0.0,37.2
0.116,0.04,0.15,37.2
0.075,0.03,0.02,37.2
0.09,0.055,0.0,40.02
0.109,0.055,0.0,40.02
0.121,0.05,0.0,40.02
0.095,0.075,0.0,40.02
0.095,0.16,0.0,40.03
0.099,0.135,0.005,40.03
0.12,0.335,0.005,40.03
0.111,0.095,0.0,40.03
0.119,0.075,0.01,35.95
0.105,0.08,0.0,35.95
0.106,0.07,0.052,35.95
0.144,0.065,0.008,35.95
0.096,0.09,0.13,30.5
0.104,0.07,0.0,30.5
0.1,0.05,0.071,30.5
0.115,0.01,0.029,30.5
0.086,0.01,0.015,27.89
0.105,0.02,0.075,27.89
0.085,0.0,0.0,27.89
0.094,0.01,0.07,27.89
0.076,0.01,0.0,27.94
0.089,0.0,0.105,27.94
0.115,0.01,0.005,27.94
0.095,0.03,0.08,27.94
0.09,0.0,0.0,25.48
0.101,0.01,0.14,25.48
0.075,0.0,0.32,25.48
0.124,0.01,0.203,25.48
0.075,0.0,0.807,27.7
0.1,0.01,0.384,27.7
0.09,0.065,0.04,27.7
0.111,0.095,0.106,27.7
0.114,0.02,0.291,31.08
0.151,0.02,0.084,31.08
0.139,0.02,0.305,31.08
0.151,0.0,0.085,31.08
0.13,0.015,0.28,37.22
0.169,0.015,0.1,37.22
0.17,0.01,0.2,37.22
0.175,0.01,0.361,37.22
0.185,0.01,0.25,44.92
0.166,0.01,0.273,44.92
0.194,0.0,0.108,44.92
0.151,0.01,0.385,44.92
0.184,0.05,0.114,44.98
0.155,0.175,0.304,44.98
0.185,0.16,0.184,44.98
0.166,0.175,0.205,44.98
0.189,0.18,0.241,34.73
0.146,0.17,0.125,34.73
0.154,0.37,0.645,34.73
0.125,0.175,0.555,34.73
0.141,0.18,0.06,30.0
0.144,0.18,0.145,30.0
0.125,0.23,0.263,30.0
0.125,0.265,0.108,30.0
0.135,0.175,0.294,28.09
0.146,0.19,0.067,28.09
0.13,0.15,0.293,28.09
0.12,0.195,0.078,28.09
0.124,0.195,0.292,24.09
0.116,0.21,0.082,24.09
0.119,0.18,0.278,24.09
0.12,0.15,0.075,24.09
0.135,0.17,0.325,28.76
0.131,0.15,0.064,28.76
0.154,0.14,0.311,28.76
0.166,0.17,0.055,28.76
0.124,0.17,0.345,27.08
0.146,0.175,0.064,27.08
0.144,0.165,0.331,27.08
0.151,0.15,0.05,27.08
0.129,0.16,0.34,25.07
0.135,0.15,0.065,25.02
0.111,0.14,0.356,25.07
0.089,0.175,0.084,25.07
0.09,0.165,0.315,25.84
0.095,0.16,0.06,25.84
0.101,0.14,0.35,25.84
0.129,0.105,0.087,25.84
0.09,0.115,0.313,23.86
0.125,0.12,0.065,23.86
0.106,0.11,0.446,23.86
0.109,0.12,0.039,23.86
0.11,0.13,0.35,25.05
0.09,0.13,0.005,25.05
0.13,0.13,0.23,25.05
0.08,0.11,0.074,25.05
0.136,0.11,0.291,25.46
0.085,0.12,0.005,25.46
0.129,0.105,0.09,25.46
0.075,0.105,0.295,25.46
0.115,0.13,0.085,30.9
0.091,0.13,0.0,30.9
0.105,0.13,0.0,30.9
0.109,0.125,0.0,30.9
0.095,0.105,0.0,32.09
0.08,0.1,0.0,32.09
0.11,0.1,0.0,32.09
0.086,0.09,0.0,32.09
0.384,0.095,0.0,32.05
0.381,0.155,0.0,32.05
0.114,0.095,0.0,32.05
0.115,0.095,0.0,32.05
0.151,0.065,0.01,31.97
0.134,0.15,0.0,31.97
0.1,0.09,0.16,31.97
0.131,0.01,0.03,31.97
0.099,0.02,0.16,32.04
0.105,0.02,0.0,32.04
0.145,0.01,0.095,32.04
0.121,0.01,0.095,32.04
0.099,0.0,0.081,29.04
0.111,0.02,0.179,29.04
0.109,0.005,0.0,29.04
0.096,0.005,0.23,29.04
0.809,0.0,0.0,25.49
0.455,0.01,0.145,25.49
0.135,0.0,0.025,25.49
0.136,0.01,0.08,25.49
0.309,0.0,0.18,30.05
0.631,0.01,0.16,30.05
0.6,0.0,0.175,30.05
1.13,0.0,0.205,30.05
0.764,0.01,0.37,32.07
0.35,0.0,0.423,32.07
0.155,0.01,0.463,32.07
0.151,0.0,0.715,32.07
0.4,0.005,0.404,36.2
0.774,0.005,0.555,36.2
0.496,0.0,0.85,36.2
0.189,0.01,0.565,36.2
0.155,0.0,0.424,47.91
0.165,0.01,0.086,47.91
0.1,0.0,0.3,47.91
0.08,0.01,0.175,47.91
0.115,0.01,0.12,53.93
0.101,0.0,0.331,53.93
0.085,0.01,0.111,53.93
0.08,0.0,0.378,53.93
0.109,0.01,0.098,52.14
0.08,0.0,0.368,52.14
0.1,0.0,0.159,52.14
0.11,0.01,0.35,52.14
0.08,0.0,0.16,44.92
0.075,0.01,0.193,44.92
0.121,0.0,0.322,44.92
0.085,0.01,0.167,44.92
0.094,0.0,0.303,41.02
0.095,0.01,0.156,41.02
0.085,0.0,0.314,41.02
0.08,0.115,0.134,41.02
0.095,0.2,0.321,43.05
0.095,0.21,0.075,43.05
0.095,0.205,0.376,43.05
0.071,0.175,0.059,43.05
0.084,0.17,0.365,32.08
0.07,0.16,0.08,32.08
0.08,0.175,0.325,32.08
0.075,0.185,0.091,32.08
0.09,0.16,0.329,32.29
0.086,0.195,0.085,32.29
0.094,0.165,0.35,32.29
0.07,0.15,0.1,32.29
0.085,0.15,0.33,32.23
0.075,0.14,0.145,32.23
0.085,0.11,0.275,32.23
0.085,0.09,0.085,32.23
0.07,0.065,0.33,32.07
0.08,0.055,0.095,32.07
0.076,0.07,0.325,32.07
0.075,0.055,0.118,32.07
0.09,0.045,0.312,31.09
0.08,0.05,0.191,31.09
0.094,0.035,0.674,31.09
0.115,0.05,0.565,31.09
0.111,0.045,0.055,31.73
0.09,0.035,0.43,31.73
0.124,0.065,0.055,31.73
0.095,0.06,0.445,31.73
0.1,0.055,0.056,35.1
0.091,0.06,0.279,35.1
0.1,0.04,0.008,35.1
0.109,0.04,0.299,35.1
0.12,0.05,0.028,43.89
0.115,0.035,0.56,43.89
0.08,0.045,0.407,43.89
0.105,0.065,1.248,43.89
0.07,0.125,1.02,53.1
0.115,0.105,0.105,53.1
0.085,0.055,0.075,53.1
0.111,0.045,0.035,53.1
0.09,0.07,0.01,52.18
0.08,0.06,0.08,52.18
0.094,0.085,0.0,52.18
0.09,0.135,0.0,52.18
0.085,0.14,0.0,49.11
0.12,0.14,0.0,49.11
0.08,0.2,0.035,49.11
0.085,0.075,0.081,49.11
0.106,0.06,0.014,41.03
0.075,0.05,0.0,41.03
0.09,0.02,0.0,41.03
0.09,0.01,0.0,41.03
0.085,0.0,0.0,40.03
0.075,0.005,0.0,40.03
0.085,0.005,0.0,40.03
0.104,0.0,0.0,40.03
0.085,0.01,0.0,36.12
0.105,0.0,0.0,36.12
0.105,0.01,0.0,36.12
0.09,0.0,0.0,36.12
0.111,0.01,0.0,32.88
0.075,0.0,0.0,32.88
0.114,0.02,0.0,32.88
0.085,0.0,0.0,32.88
0.101,0.01,0.0,36.98
0.094,0.0,0.0,36.98
0.091,0.01,0.025,36.98
0.1,0.0,0.105,36.98
0.094,0.01,0.0,44.97
0.085,0.0,0.2,44.97
0.125,0.01,0.035,44.97
0.076,0.01,0.273,44.97
0.089,0.0,0.131,48.59
0.075,0.0,0.151,48.59
0.09,0.01,0.245,48.59
0.08,0.01,0.07,48.59
0.095,0.0,0.28,53.74
0.101,0.01,0.071,53.74
0.104,0.0,0.259,53.74
0.085,0.01,0.06,53.74
0.105,0.0,0.195,55.0
0.095,0.01,0.16,55.0
0.096,0.0,0.095,55.0
0.105,0.01,0.28,55.0
0.085,0.0,0.09,42.52
0.119,0.01,0.295,42.52
0.256,0.0,0.099,42.52
0.189,0.0,0.301,42.52
0.21,0.01,0.099,34.63
0.17,0.0,0.336,34.63
0.16,0.01,0.161,34.63
0.181,0.0,0.269,34.63
0.154,0.01,0.19,30.65
0.191,0.0,0.16,30.65
0.169,0.0,0.294,30.65
0.161,0.01,0.186,30.65
0.159,0.0,0.181,29.51
0.166,0.0,0.117,29.51
0.154,0.01,0.222,29.51
0.595,0.165,0.104,29.51
0.7,0.16,0.256,29.08
0.221,0.17,0.076,29.08
0.139,0.15,0.305,29.08
0.095,0.16,0.084,29.08
0.08,0.18,0.285,28.56
0.1,0.15,0.14,28.56
0.085,0.18,0.23,28.56
0.085,0.19,0.075,28.56
0.085,0.14,0.294,29.09
0.08,0.11,0.108,29.09
0.08,0.12,0.269,29.09
0.1,0.09,0.126,29.09
0.09,0.055,0.288,28.2
0.075,0.04,0.155,28.2
0.085,0.06,0.205,28.2
0.08,0.07,0.27,28.2
0.09,0.05,0.099,28.5
0.09,0.04,0.266,28.5
0.111,0.05,0.119,28.5
0.114,0.04,0.276,28.5
0.105,0.045,0.11,29.03
0.101,0.045,0.32,29.03
0.109,0.04,0.075,29.03
0.1,0.07,0.377,29.03
0.121,0.06,0.1,30.9
0.109,0.05,0.193,30.9
0.175,0.05,0.03,30.9
0.175,0.04,0.135,30.9
0.215,0.04,0.015,38.44
0.265,0.055,0.064,38.44
0.151,0.045,0.036,38.44
0.09,0.055,0.0,38.44
0.109,0.26,0.04,46.67
0.08,0.1,0.008,46.67
0.115,0.13,0.237,46.67
0.085,0.11,0.065,46.67
0.13,0.095,0.0,50.88
0.075,0.095,0.02,50.88
