load1,load2,load3,price
0.135,0.01,0.039,29.94
0.155,0.0,0.04,25.09
0.108,0.01,0.034,25.09
0.104,0.0,0.056,25.09
0.1,0.01,0.051,25.09
0.078,0.0,0.051,22.23
0.103,0.0,0.055,22.23
0.088,0.01,0.061,22.23
0.071,0.0,0.035,22.23
0.101,0.0,0.039,19.44
0.087,0.0,0.041,19.44
0.073,0.01,0.045,19.44
0.087,0.0,0.039,19.44
0.069,0.0,0.035,19.5
0.092,0.0,0.055,19.5
0.089,0.011,0.059,19.5
0.083,0.0,0.062,19.5
0.08,0.0,0.044,17.81
0.069,0.0,0.046,17.81
0.087,0.0,0.047,17.81
0.08,0.01,0.035,17.81
0.083,0.0,0.044,14.67
0.099,0.0,0.048,14.67
0.077,0.0,0.035,14.67
0.083,0.0,0.041,14.67
0.078,0.0,0.055,14.0
0.08,0.01,0.069,14.0
0.168,0.0,0.053,14.0
0.14,0.0,0.037,14.0
0.144,0.0,0.045,13.02
0.126,0.0,0.033,13.02
0.16,0.01,0.01,13.02
0.163,0.0,0.0,13.02
0.165,0.0,0.0,18.08
0.138,0.0,0.0,18.08
0.117,0.0,0.0,18.08
0.082,0.0,0.0,18.08
0.088,0.0,0.0,24.08
0.101,0.009,0.0,24.08
0.09,0.0,0.0,24.08
0.107,0.0,0.0,24.08
0.085,0.0,0.0,30.93
0.09,0.0,0.0,30.93
0.107,0.01,0.0,30.93
0.08,0.02,0.0,30.93
0.135,0.0,0.0,34.05
0.146,0.01,0.0,34.05
0.146,0.0,0.0,34.05
0.133,0.01,0.0,34.05
0.119,0.0,0.0,30.96
0.129,0.02,0.0,30.96
0.142,0.01,0.0,30.96
0.12,0.01,0.0,30.96
0.092,0.0,0.0,28.93
0.098,0.01,0.0,28.93
0.101,0.0,0.0,28.93
0.146,0.01,0.0,28.93
0.121,0.01,0.0,26.95
0.085,0.0,0.0,26.95
0.127,0.01,0.0,26.95
0.08,0.0,0.0,26.95
0.082,0.01,0.0,25.24
0.109,0.0,0.0,25.24
0.089,0.0,0.0,25.24
0.09,0.0,0.0,25.24
0.098,0.0,0.0,24.15
0.102,0.0,0.0,24.15
0.08,0.0,0.0,24.15
0.09,0.0,0.0,24.15
0.1,0.0,0.0,24.75
0.08,0.0,0.0,24.75
0.118,0.0,0.0,24.75
0.082,0.0,0.01,24.75
0.1,0.0,0.01,25.07
0.117,0.01,0.01,25.07
0.075,0.0,0.035,25.07
0.097,0.0,0.048,25.07
0.09,0.0,0.06,25.14
0.131,0.0,0.043,25.14
0.128,0.0,0.06,25.14
0.12,0.0,0.055,25.14
0.275,0.0,0.03,27.47
0.174,0.0,0.036,27.47
0.131,0.0,0.053,27.47
0.119,0.0,0.035,27.47
0.103,0.01,0.048,29.79
0.088,0.01,0.034,29.79
0.102,0.01,0.063,29.79
0.09,0.01,0.05,29.79
0.107,0.0,0.056,32.91
0.113,0.01,0.05,32.91
0.081,0.0,0.043,32.91
0.109,0.005,0.044,32.91
0.127,0.006,0.034,32.85
0.133,0.0,0.041,32.85
0.131,0.01,0.051,32.85
0.082,0.0,0.036,32.85
0.117,0.0,0.047,31.84
0.08,0.0,0.051,31.84
0.08,0.0,0.065,31.84
0.107,0.01,0.053,31.84
0.076,0.0,0.036,29.98
0.097,0.0,0.039,29.98
0.082,0.0,0.046,29.98
0.088,0.0,0.038,29.98
0.072,0.01,0.038,25.14
0.088,0.0,0.049,25.14
0.08,0.0,0.047,25.14
0.082,0.0,0.049,25.14
0.098,0.0,0.049,23.07
0.072,0.0,0.063,23.07
0.1,0.0,0.052,23.07
0.078,0.009,0.028,23.07
0.08,0.0,0.041,21.41
0.08,0.0,0.049,21.41
0.09,0.0,0.045,21.41
0.089,0.0,0.04,21.41
0.08,0.0,0.038,21.04
0.093,0.0,0.058,21.04
0.077,0.01,0.047,21.04
0.112,0.0,0.054,21.04
0.07,0.0,0.053,20.55
0.1,0.01,0.05,20.55
0.116,0.0,0.034,20.55
0.1,0.0,0.038,20.55
0.131,0.0,0.046,21.13
0.14,0.01,0.047,21.13
0.158,0.0,0.035,21.13
0.199,0.0,0.01,21.13
0.202,0.0,0.023,23.0
0.133,0.01,0.017,23.0
0.09,0.0,0.0,23.0
0.11,0.0,0.0,23.0
0.082,0.0,0.0,28.07
0.155,0.0,0.0,28.07
0.143,0.02,0.0,28.07
0.28,0.151,0.0,28.07
0.102,0.084,0.0,36.14
0.098,0.06,0.0,36.14
0.091,0.035,0.0,36.14
0.129,0.01,0.0,36.14
0.305,0.01,0.0,40.21
0.136,0.01,0.0,40.21
0.199,0.01,0.0,40.21
0.102,0.01,0.0,40.21
0.248,0.005,0.0,38.23
0.213,0.005,0.0,38.23
0.129,0.0,0.0,38.23
0.078,0.011,0.0,38.23
0.099,0.01,0.0,35.37
0.092,0.0,0.0,35.37
0.081,0.01,0.0,35.37
0.109,0.0,0.0,35.37
0.082,0.01,0.0,35.45
0.095,0.0,0.0,35.45
0.102,0.009,0.0,35.45
0.1,0.0,0.0,35.45
0.082,0.0,0.0,30.94
0.148,0.0,0.0,30.94
0.08,0.0,0.0,30.94
0.097,0.0,0.0,30.94
0.102,0.0,0.0,27.99
0.092,0.0,0.0,27.99
0.109,0.0,0.0,27.99
0.158,0.0,0.0,27.99
0.257,0.01,0.0,25.28
0.445,0.0,0.0,25.28
0.368,0.0,0.0,25.28
0.35,0.0,0.05,25.28
0.39,0.0,0.0,23.8
0.629,0.0,0.001,23.8
0.5,0.0,0.019,23.8
0.556,0.0,0.077,23.8
0.187,0.0,0.098,23.53
0.168,0.0,0.1,23.53
0.102,0.0,0.09,23.53
0.097,0.01,0.082,23.53
0.085,0.0,0.073,24.01
0.119,0.0,0.066,24.01
0.145,0.0,0.094,24.01
0.275,0.0,0.085,24.01
0.126,0.01,0.096,26.37
0.148,0.0,0.104,26.37
0.155,0.0,0.105,26.37
0.131,0.005,0.085,26.37
0.136,0.005,0.088,29.0
0.134,0.0,0.079,29.0
0.138,0.01,0.087,29.0
0.136,0.005,0.084,29.0
0.153,0.005,0.072,27.1
0.112,0.0,0.085,27.1
0.14,0.0,0.092,27.1
0.128,0.0,0.098,27.1
0.12,0.0,0.085,25.03
0.119,0.0,0.1,25.03
0.083,0.01,0.072,25.03
0.082,0.0,0.087,25.03
0.078,0.0,0.071,26.96
0.111,0.0,0.082,26.96
0.089,0.0,0.082,26.96
0.071,0.0,0.086,26.96
0.092,0.01,0.097,23.02
0.066,0.0,0.101,23.02
0.083,0.0,0.069,23.02
0.087,0.0,0.053,23.02
0.083,0.01,0.042,13.76
0.08,0.0,0.053,13.76
0.07,0.0,0.045,13.76
0.08,0.0,0.032,13.76
0.078,0.0,0.049,13.1
0.08,0.0,0.046,13.1
0.09,0.01,0.041,13.1
0.073,0.0,0.046,13.1
0.087,0.0,0.058,11.51
0.08,0.0,0.054,11.51
0.083,0.0,0.046,11.51
0.077,0.01,0.036,11.51
0.09,0.0,0.042,9.71
0.083,0.0,0.045,9.71
0.104,0.0,0.037,9.71
0.104,0.0,0.035,9.71
0.08,0.01,0.05,10.37
0.119,0.0,0.038,10.37
0.1,0.0,0.035,10.37
0.09,0.0,0.01,10.37
0.12,0.0,0.005,10.21
0.08,0.01,0.0,10.21
0.147,0.0,0.0,10.21
0.123,0.0,0.01,10.21
0.122,0.0,0.0,9.91
0.119,0.0,0.0,9.91
0.119,0.01,0.0,9.91
0.108,0.0,0.0,9.91
0.139,0.0,0.0,11.24
0.116,0.0,0.0,11.24
0.088,0.0,0.0,11.24
0.087,0.01,0.01,11.24
0.12,0.0,0.004,15.57
0.123,0.01,0.023,15.57
0.109,0.0,0.033,15.57
0.138,0.02,0.0,15.57
0.112,0.01,0.0,14.86
0.12,0.01,0.0,14.86
0.128,0.011,0.0,14.86
0.129,0.01,0.0,14.86
0.123,0.01,0.167,11.99
0.18,0.0,0.081,11.99
0.512,0.01,0.012,11.99
0.356,0.009,0.0,11.99
0.357,0.01,0.0,11.37
0.535,0.01,0.0,11.37
0.758,0.02,0.0,11.37
0.515,0.0,0.0,11.37
0.175,0.01,0.0,10.27
0.132,0.0,0.0,10.27
0.141,0.01,0.0,10.27
0.111,0.01,0.0,10.27
0.116,0.01,0.0,8.14
0.147,0.0,0.0,8.14
0.172,0.01,0.0,8.14
0.104,0.01,0.0,8.14
0.129,0.0,0.0,7.01
0.15,0.0,0.139,7.01
0.16,0.0,0.24,7.01
0.165,0.0,0.221,7.01
0.2,0.0,0.26,4.95
0.238,0.0,0.233,4.95
0.157,0.0,0.069,4.95
0.168,0.02,0.049,4.95
0.167,0.085,0.066,4.92
0.23,0.09,0.086,4.92
0.2,0.025,0.095,4.92
0.201,0.0,0.086,4.92
0.189,0.01,0.094,9.91
0.17,0.01,0.089,9.91
0.245,0.01,0.177,9.91
0.197,0.01,0.08,9.91
0.276,0.01,0.062,15.01
0.272,0.0,0.091,15.01
0.163,0.01,0.092,15.01
0.15,0.0,0.091,15.01
0.149,0.01,0.094,20.71
0.158,0.01,0.089,20.71
0.16,0.0,0.06,20.71
0.172,0.01,0.05,20.71
0.141,0.0,0.067,20.46
0.15,0.01,0.053,20.46
0.122,0.0,0.047,20.46
0.128,0.0,0.033,20.46
0.15,0.0,0.064,19.3
0.102,0.01,0.065,19.3
0.11,0.0,0.038,19.3
0.088,0.0,0.042,19.3
0.169,0.0,0.038,23.6
0.093,0.0,0.048,23.6
0.099,0.0,0.03,23.6
0.101,0.0,0.043,23.6
0.083,0.01,0.039,20.52
0.098,0.0,0.063,20.52
0.08,0.0,0.042,20.52
0.092,0.0,0.055,20.52
0.114,0.0,0.047,20.0
0.123,0.0,0.043,20.0
0.098,0.0,0.032,20.0
0.085,0.01,0.042,20.0
0.097,0.0,0.036,12.98
0.083,0.0,0.048,12.98
0.116,0.0,0.031,12.98
0.092,0.0,0.049,12.98
0.1,0.0,0.061,11.94
0.09,0.0,0.054,11.94
0.119,0.011,0.041,11.94
0.08,0.0,0.028,11.94
0.097,0.0,0.046,9.13
0.103,0.0,0.056,9.13
0.11,0.0,0.144,9.13
0.128,0.0,0.071,9.13
0.132,0.01,0.105,9.19
0.1,0.0,0.08,9.19
0.128,0.0,0.025,9.19
0.112,0.0,0.011,9.19
0.08,0.0,0.0,9.56
0.128,0.0,0.0,9.56
0.12,0.0,0.0,9.56
0.092,0.005,0.0,9.56
0.116,0.005,0.0,7.1
0.514,0.0,0.0,7.1
0.165,0.0,0.0,7.1
0.142,0.01,0.0,7.1
0.148,0.0,0.0,5.63
0.62,0.0,0.0,5.63
0.163,0.0,0.0,5.63
0.504,0.0,0.0,5.63
0.317,0.0,0.0,5.5
0.179,0.009,0.0,5.5
0.12,0.0,0.0,5.5
0.402,0.0,0.0,5.5
0.168,0.01,0.0,4.57
0.425,0.0,0.0,4.57
1.258,0.0,0.0,4.57
1.008,0.0,0.0,4.57
0.197,0.01,0.0,3.5
0.114,0.0,0.0,3.5
0.127,0.0,0.0,3.5
0.114,0.005,0.0,3.5
0.129,0.005,0.0,3.63
0.11,0.01,0.0,3.63
0.12,0.02,0.0,3.63
0.158,0.01,0.0,3.63
0.133,0.01,0.0,0.73
0.1,0.015,0.0,0.73
0.099,0.005,0.0,0.73
0.148,0.01,0.0,0.73
0.155,0.0,0.0,-9.25
0.124,0.01,0.0,-9.25
0.558,0.0,0.0,-9.25
0.2,0.01,0.0,-9.25
0.16,0.0,0.0,-35.02
0.382,0.02,0.01,-35.02
0.45,0.01,0.033,-35.02
0.103,0.03,0.027,-35.02
0.138,0.041,0.018,-8.24
0.119,0.0,0.042,-8.24
0.148,0.01,0.078,-8.24
0.143,0.009,0.059,-8.24
0.157,0.0,0.072,-2.97
0.173,0.0,0.083,-2.97
0.17,0.01,0.098,-2.97
0.206,0.0,0.094,-2.97
0.194,0.01,0.081,2.49
0.187,0.0,0.073,2.49
0.153,0.01,0.102,2.49
0.177,0.0,0.102,2.49
0.163,0.0,0.102,14.45
0.16,0.01,0.086,14.45
0.17,0.0,0.113,14.45
0.228,0.0,0.113,14.45
0.24,0.0,0.117,21.41
0.192,0.0,0.094,21.41
0.187,0.01,0.085,21.41
0.182,0.0,0.062,21.41
0.199,0.0,0.053,21.69
0.209,0.0,0.054,21.69
0.172,0.01,0.06,21.69
0.17,0.0,0.059,21.69
0.141,0.0,0.048,22.95
0.17,0.0,0.055,22.95
0.15,0.0,0.045,22.95
0.148,0.0,0.054,22.95
0.127,0.0,0.033,24.28
0.104,0.01,0.042,24.28
0.113,0.125,0.039,24.28
0.101,0.19,0.042,24.28
0.099,0.175,0.04,22.36
0.11,0.166,0.038,22.36
0.089,0.149,0.068,22.36
0.101,0.17,0.056,22.36
0.09,0.186,0.04,17.85
0.1,0.194,0.037,17.85
0.107,0.25,0.047,17.85
0.102,0.165,0.038,17.85
0.101,0.151,0.033,16.86
0.09,0.134,0.037,16.86
0.1,0.16,0.046,16.86
0.12,0.16,0.039,16.86
0.11,0.15,0.053,16.06
0.1,0.131,0.044,16.06
0.117,0.074,0.056,16.06
0.092,0.04,0.04,16.06
0.102,0.05,0.035,15.04
0.126,0.06,0.111,15.04
0.121,0.06,0.116,15.04
0.139,0.06,0.248,15.04
0.114,0.075,0.19,14.06
0.092,0.04,0.05,14.06
0.115,0.041,0.137,14.06
0.114,0.059,0.31,14.06
0.089,0.04,0.035,15.93
0.174,0.045,0.008,15.93
0.149,0.075,0.0,15.93
0.136,0.055,0.0,15.93
0.097,0.06,0.0,16.42
0.083,0.055,0.0,16.42
0.116,0.04,0.0,16.42
0.105,0.05,0.0,16.42
0.128,0.135,0.0,19.43
0.081,0.065,0.0,19.43
0.089,0.195,0.0,19.43
0.099,0.111,0.0,19.43
0.142,0.059,0.0,22.54
0.108,0.06,0.0,22.54
0.175,0.08,0.0,22.54
0.519,0.071,0.0,22.54
0.168,0.089,0.01,22.91
0.155,0.095,0.0,22.91
0.17,0.215,0.0,22.91
0.192,0.0,0.0,22.91
0.3,0.01,0.0,23.11
0.946,0.0,0.0,23.11
0.242,0.01,0.0,23.11
0.15,0.0,0.0,23.11
0.21,0.0,0.006,23.35
0.19,0.01,0.014,23.35
0.19,0.01,0.023,23.35
0.18,0.0,0.017,23.35
0.18,0.0,0.0,22.9
0.208,0.01,0.0,22.9
0.167,0.01,0.0,22.9
0.148,0.01,0.0,22.9
0.102,0.0,0.0,18.23
0.117,0.011,0.0,18.23
0.178,0.015,0.0,18.23
0.2,0.094,0.0,18.23
0.173,0.06,0.025,16.09
0.177,0.096,0.005,16.09
0.163,0.034,0.0,16.09
0.207,0.02,0.013,16.09
0.172,0.0,0.05,16.26
0.266,0.0,0.05,16.26
0.192,0.0,0.05,16.26
0.16,0.0,0.062,16.26
0.17,0.01,0.072,17.15
0.19,0.0,0.076,17.15
0.189,0.0,0.06,17.15
0.17,0.01,0.071,17.15
0.201,0.0,0.069,18.27
0.168,0.0,0.094,18.27
0.23,0.005,0.142,18.27
0.222,0.005,0.137,18.27
0.23,0.0,0.095,24.0
0.211,0.0,0.089,24.0
0.255,0.0,0.107,24.0
0.231,0.0,0.11,24.0
0.201,0.01,0.126,27.16
0.23,0.0,0.132,27.16
0.224,0.075,0.128,27.16
0.17,0.076,0.11,27.16
0.158,0.069,0.122,28.37
0.201,0.085,0.104,28.37
0.151,0.075,0.104,28.37
0.15,0.095,0.092,28.37
0.134,0.13,0.073,31.93
0.089,0.115,0.069,31.93
0.11,0.115,0.05,31.93
0.08,0.115,0.053,31.93
0.107,0.095,0.057,29.99
0.094,0.101,0.048,29.99
0.092,0.114,0.04,29.99
0.085,0.115,0.036,29.99
0.085,0.12,0.045,24.99
0.088,0.28,0.042,24.99
0.082,0.16,0.032,24.99
0.097,0.221,0.042,24.99
0.09,0.25,0.051,30.0
0.09,0.219,0.061,30.0
0.073,0.21,0.043,30.0
0.09,0.23,0.046,30.0
0.08,0.185,0.039,24.0
0.116,0.205,0.047,24.0
0.083,0.225,0.029,24.0
0.09,0.195,0.037,24.0
0.096,0.18,0.045,22.82
0.103,0.175,0.042,22.82
0.087,0.12,0.043,22.82
0.092,0.066,0.043,22.82
0.09,0.069,0.059,21.6
0.083,0.06,0.117,21.6
0.125,0.055,0.133,21.6
0.132,0.071,0.154,21.6
0.158,0.079,0.087,21.73
0.14,0.075,0.068,21.73
0.153,0.086,0.03,21.73
0.117,0.069,0.004,21.73
0.133,0.04,0.0,22.91
0.136,0.055,0.0,22.91
0.16,0.055,0.0,22.91
0.141,0.045,0.0,22.91
0.092,0.075,0.0,29.95
0.09,0.11,0.0,29.95
0.112,0.061,0.0,29.95
0.108,0.059,0.0,29.95
0.09,0.055,0.0,36.36
0.13,0.035,0.0,36.36
0.09,0.025,0.0,36.36
0.217,0.025,0.0,36.36
0.343,0.01,0.0,38.0
0.1,0.1,0.0,38.0
0.108,0.0,0.0,38.0
0.103,0.01,0.0,38.0
0.089,0.0,0.0,30.93
0.25,0.01,0.0,30.93
0.161,0.01,0.0,30.93
0.089,0.01,0.0,30.93
0.12,0.01,0.0,28.99
0.089,0.01,0.0,28.99
0.102,0.0,0.0,28.99
0.497,0.0,0.0,28.99
0.2,0.01,0.0,32.22
0.367,0.01,0.035,32.22
0.346,0.02,0.015,32.22
0.099,0.0,0.038,32.22
0.083,0.01,0.017,31.61
0.117,0.005,0.04,31.61
0.083,0.005,0.035,31.61
0.106,0.02,0.0,31.61
0.09,0.01,0.0,30.08
0.094,0.011,0.0,30.08
0.08,0.0,0.0,30.08
0.108,0.0,0.0,30.08
0.089,0.0,0.0,29.93
0.1,0.0,0.0,29.93
0.09,0.0,0.0,29.93
0.08,0.0,0.0,29.93
0.08,0.0,0.003,30.0
0.083,0.0,0.054,30.0
0.097,0.0,0.057,30.0
0.092,0.0,0.062,30.0
0.216,0.0,0.056,30.02
0.112,0.0,0.071,30.02
0.092,0.0,0.103,30.02
0.119,0.02,0.083,30.02
0.102,0.0,0.108,30.14
0.111,0.005,0.135,30.14
0.163,0.014,0.118,30.14
0.208,0.025,0.108,30.14
0.173,0.005,0.11,34.64
0.187,0.0,0.121,34.64
0.182,0.0,0.13,34.64
0.353,0.01,0.116,34.64
0.225,0.0,0.081,34.92
0.245,0.01,0.086,34.92
0.233,0.01,0.061,34.92
0.222,0.0,0.087,34.92
0.217,0.01,0.075,36.76
0.233,0.0,0.084,36.76
0.182,0.01,0.057,36.76
0.075,0.01,0.049,36.76
0.09,0.0,0.044,37.44
0.088,0.01,0.065,37.44
0.098,0.0,0.046,37.44
0.093,0.0,0.037,37.44
0.092,0.02,0.033,33.22
0.107,0.0,0.063,33.22
0.083,0.01,0.06,33.22
0.077,0.0,0.041,33.22
0.083,0.0,0.036,29.0
0.087,0.0,0.047,29.0
0.08,0.0,0.04,29.0
0.083,0.0,0.038,29.0
0.07,0.01,0.032,24.91
0.088,0.0,0.048,24.91
0.069,0.0,0.037,24.91
0.083,0.0,0.041,24.91
0.105,0.0,0.05,24.29
0.085,0.0,0.06,24.29
0.078,0.0,0.045,24.29
0.082,0.01,0.033,24.29
0.078,0.0,0.029,23.89
0.097,0.0,0.043,23.89
0.092,0.0,0.044,23.89
0.08,0.0,0.039,23.89
0.083,0.0,0.034,22.92
0.087,0.0,0.04,22.92
0.09,0.01,0.175,22.92
0.487,0.0,0.105,22.92
0.568,0.0,0.091,23.31
0.132,0.0,0.075,23.31
0.106,0.01,0.152,23.31
0.087,0.0,0.252,23.31
0.135,0.0,0.0,24.57
0.188,0.0,0.051,24.57
0.097,0.0,0.099,24.57
0.091,0.0,0.092,24.57
0.089,0.0,0.048,31.12
0.1,0.01,0.0,31.12
0.08,0.0,0.138,31.12
0.119,0.005,0.012,31.12
0.101,0.005,0.0,37.06
0.127,0.01,0.11,37.06
0.111,0.011,0.0,37.06
0.112,0.0,0.0,37.06
0.11,0.015,0.052,39.48
0.15,0.015,0.018,39.48
0.361,0.0,0.004,39.48
0.428,0.009,0.072,39.48
0.141,0.0,0.1,35.31
0.128,0.01,0.195,35.31
0.132,0.0,0.029,35.31
0.164,0.01,0.0,35.31
0.136,0.01,0.0,32.58
0.43,0.01,0.0,32.58
0.388,0.0,0.102,32.58
0.129,0.01,0.245,32.58
0.123,0.0,0.003,30.98
0.11,0.0,0.0,30.98
0.102,0.0,0.0,30.98
0.118,0.0,0.052,30.98
0.083,0.0,0.038,31.12
0.1,0.0,0.044,31.12
0.087,0.0,0.096,31.12
0.1,0.0,0.039,31.12
0.09,0.0,0.185,30.9
0.102,0.0,0.126,30.9
0.096,0.0,0.02,30.9
0.083,0.0,0.017,30.9
0.089,0.0,0.033,30.87
0.09,0.0,0.01,30.87
0.11,0.0,0.0,30.87
0.09,0.0,0.009,30.87
0.09,0.0,0.035,30.85
0.08,0.0,0.031,30.85
0.189,0.0,0.05,30.85
0.08,0.0,0.124,30.85
0.102,0.0,0.527,31.32
0.089,0.0,0.101,31.32
0.093,0.0,0.145,31.32
0.855,0.02,0.251,31.32
1.262,0.0,0.103,31.69
0.625,0.0,0.121,31.69
0.156,0.02,0.218,31.69
0.146,0.0,0.127,31.69
0.17,0.0,0.086,33.08
0.569,0.01,0.17,33.08
0.782,0.0,0.199,33.08
0.652,0.0,0.09,33.08
0.418,0.01,0.088,34.94
0.14,0.0,0.062,34.94
0.143,0.01,0.038,34.94
0.136,0.0,0.038,34.94
0.171,0.01,0.05,34.64
0.159,0.0,0.044,34.64
0.188,0.0,0.063,34.64
0.142,0.0,0.072,34.64
0.124,0.01,0.081,34.95
0.137,0.0,0.071,34.95
0.122,0.0,0.058,34.95
0.107,0.0,0.085,34.95
0.073,0.0,0.065,33.09
0.08,0.0,0.08,33.09
0.083,0.0,0.034,33.09
0.08,0.0,0.039,33.09
0.07,0.0,0.044,27.2
0.09,0.0,0.054,27.2
0.077,0.01,0.039,27.2
0.073,0.0,0.035,27.2
0.077,0.0,0.043,24.88
0.071,0.0,0.05,24.88
0.078,0.01,0.054,24.88
0.073,0.0,0.048,24.88
0.087,0.0,0.054,22.91
0.063,0.0,0.05,22.91
0.11,0.0,0.044,22.91
0.06,0.01,0.037,22.91
0.088,0.0,0.032,22.23
0.07,0.0,0.048,22.23
0.097,0.0,0.046,22.23
0.085,0.0,0.032,22.23
0.078,0.0,0.042,21.85
0.09,0.0,0.04,21.85
0.08,0.005,0.053,21.85
0.118,0.005,0.055,21.85
0.093,0.0,0.045,22.29
0.099,0.0,0.053,22.29
0.138,0.0,0.043,22.29
0.18,0.0,0.434,22.29
0.182,0.0,0.64,23.9
0.293,0.005,0.183,23.9
0.159,0.005,0.087,23.9
0.128,0.0,0.06,23.9
0.247,0.0,0.16,31.58
0.661,0.0,0.027,31.58
0.264,0.0,0.113,31.58
0.211,0.0,0.0,31.58
0.175,0.01,0.0,39.4
0.183,0.0,0.0,39.4
0.109,0.0,0.09,39.4
0.08,0.0,0.0,39.4
0.121,0.011,0.017,46.0
0.09,0.015,0.003,46.0
0.089,0.005,0.0,46.0
0.071,0.01,0.017,46.0
0.099,0.0,0.188,44.13
0.08,0.009,0.055,44.13
0.071,0.01,0.0,44.13
0.09,0.0,0.0,44.13
0.071,0.03,0.0,45.0
0.08,0.01,0.0,45.0
0.07,0.0,0.0,45.0
0.09,0.01,0.0,45.0
0.087,0.0,0.0,44.91
0.093,0.0,0.0,44.91
0.089,0.0,0.001,44.91
0.089,0.0,0.009,44.91
0.081,0.0,0.028,40.07
0.082,0.0,0.048,40.07
0.098,0.0,0.048,40.07
0.099,0.0,0.046,40.07
0.119,0.0,0.09,38.96
0.088,0.0,0.013,38.96
0.094,0.0,0.16,38.96
0.409,0.025,0.107,38.96
0.421,0.005,0.06,35.0
0.308,0.0,0.13,35.0
0.258,0.0,0.274,35.0
0.215,0.0,0.388,35.0
0.108,0.0,0.284,33.06
0.092,0.0,0.259,33.06
0.097,0.0,0.057,33.06
0.101,0.0,0.087,33.06
0.091,0.0,0.095,31.91
0.102,0.01,0.071,31.91
0.087,0.0,0.074,31.91
0.102,0.0,0.072,31.91
0.266,0.0,0.087,32.35
0.472,0.0,0.187,32.35
0.125,0.0,0.225,32.35
0.568,0.0,0.34,32.35
0.215,0.0,0.319,34.0
0.167,0.0,0.086,34.0
0.163,0.0,0.128,34.0
0.197,0.01,0.112,34.0
0.162,0.0,0.109,36.08
0.233,0.0,0.071,36.08
0.194,0.0,0.069,36.08
0.126,0.01,0.071,36.08
0.136,0.0,0.07,34.96
0.124,0.005,0.068,34.96
0.128,0.005,0.069,34.96
0.083,0.0,0.041,34.96
0.109,0.0,0.059,33.85
0.081,0.01,0.067,33.85
0.099,0.0,0.076,33.85
0.08,0.0,0.069,33.85
0.083,0.0,0.06,32.08
0.097,0.0,0.057,32.08
0.09,0.01,0.045,32.08
0.09,0.0,0.045,32.08
0.072,0.0,0.052,29.14
0.08,0.0,0.056,29.14
0.071,0.0,0.045,29.14
0.08,0.0,0.047,29.14
0.087,0.005,0.037,24.73
0.083,0.005,0.076,24.73
0.077,0.0,0.06,24.73
0.08,0.0,0.051,24.73
0.081,0.0,0.037,23.42
0.092,0.0,0.051,23.42
0.097,0.0,0.034,23.42
0.073,0.01,0.041,23.42
0.116,0.0,0.029,21.5
0.071,0.0,0.056,21.5
0.082,0.01,0.039,21.5
0.078,0.0,0.035,21.5
0.1,0.0,0.04,21.34
0.101,0.0,0.064,21.34
0.107,0.0,0.052,21.34
0.131,0.0,0.053,21.34
0.119,0.0,0.117,21.52
0.174,0.0,0.559,21.52
0.159,0.01,0.058,21.52
0.149,0.0,0.286,21.52
0.081,0.0,0.059,23.23
0.102,0.0,0.402,23.23
0.109,0.0,0.396,23.23
0.098,0.0,0.017,23.23
0.11,0.0,0.078,27.71
0.118,0.01,0.404,27.71
0.14,0.0,0.068,27.71
0.122,0.0,0.0,27.71
0.23,0.0,0.0,33.07
0.221,0.0,0.055,33.07
0.119,0.016,0.126,33.07
0.177,0.015,0.057,33.07
0.313,0.01,0.127,34.97
0.248,0.0,0.009,34.97
0.191,0.019,0.026,34.97
0.864,0.01,0.02,34.97
0.387,0.01,0.024,31.91
0.308,0.005,0.106,31.91
0.254,0.015,0.0,31.91
0.118,0.02,0.103,31.91
0.098,0.01,0.193,27.5
0.105,0.02,0.409,27.5
0.148,0.01,0.005,27.5
0.129,0.01,0.0,27.5
0.107,0.01,0.0,26.27
0.094,0.02,0.003,26.27
0.092,0.0,0.115,26.27
0.087,0.01,0.274,26.27
0.103,0.0,0.058,24.99
0.114,0.01,0.05,24.99
0.116,0.01,0.0,24.99
0.107,0.0,0.0,24.99
0.083,0.0,0.0,24.3
0.097,0.01,0.029,24.3
0.09,0.0,0.391,24.3
0.102,0.0,0.361,24.3
0.09,0.0,0.449,24.22
0.098,0.0,0.527,24.22
0.083,0.0,0.325,24.22
0.098,0.0,0.163,24.22
0.097,0.0,0.065,24.2
0.157,0.0,0.077,24.2
0.095,0.0,0.071,24.2
0.08,0.0,0.099,24.2
0.1,0.0,0.101,24.57
0.099,0.0,0.08,24.57
0.111,0.0,0.06,24.57
0.098,0.0,0.102,24.57
0.131,0.0,0.12,28.9
0.101,0.0,0.1,28.9
0.11,0.0,0.092,28.9
0.117,0.0,0.103,28.9
0.123,0.0,0.172,32.69
0.141,0.0,0.119,32.69
0.107,0.0,0.089,32.69
0.129,0.0,0.133,32.69
0.174,0.0,0.118,33.92
0.177,0.01,0.111,33.92
0.142,0.0,0.111,33.92
0.157,0.0,0.108,33.92
0.121,0.0,0.081,34.06
0.112,0.021,0.059,34.06
0.138,0.0,0.061,34.06
0.139,0.0,0.042,34.06
0.113,0.0,0.055,33.21
0.115,0.0,0.039,33.21
0.097,0.01,0.072,33.21
0.071,0.0,0.485,33.21
0.107,0.0,0.165,33.66
0.08,0.0,0.05,33.66
0.089,0.01,0.055,33.66
0.09,0.0,0.034,33.66
