timestamp,SFH3,SFH4,SFH5,SFH7,SFH9,SFH12,SFH14,SFH16,SFH18,SFH19,SFH20,SFH21,SFH22,SFH27,SFH28,SFH29,SFH30,SFH32,SFH34,SFH36,SFH38,SFH39
2019-01-01 01:00:00+01:00,0.011225333,0.9724787,1.405504,0.07001533,2.8063622,0.011501,0.217179,1.1380953,0.010470667,1.0969875,0.16679455,0.15393834,0.3634651,0.33104023,2.2384706,2.969689,0.034175888,0.064751,1.9700109,0.0118625555,4.231828,0.7373711
2019-01-01 01:15:00+01:00,0.011314778,2.312717,0.7423524,0.07008456,2.430413,0.011594778,7.9872046,0.010567555,0.010526333,0.022031112,3.878471,0.7415088,0.930801,0.25501457,0.015164667,0.06255378,0.7621789,0.064581886,0.0111018885,0.011911334,5.617198,3.666938
2019-01-01 01:30:00+01:00,0.011372333,0.39569113,0.74198914,0.07009189,1.4030412,0.016719444,0.089967445,0.030162666,0.010537555,0.010648667,0.16784856,1.5837214,1.3274348,0.011185222,1.410945,2.8639688,0.010961667,0.07085045,0.011158777,0.0121542225,0.04598367,0.025530556
2019-01-01 01:45:00+01:00,0.55868125,0.011266222,0.74130666,0.070257336,0.6942277,1.7117709,0.091168225,1.1704991,0.2645961,0.85108,3.971005,0.15409067,0.6237371,0.576499,1.0123926,0.12919323,0.010968111,0.50483286,0.011127444,0.06470222,4.9812584,0.61568147
2019-01-01 02:00:00+01:00,0.011322,1.2767197,0.768029,0.07035689,0.6898619,2.423866,4.7017794,0.20222367,0.84239,0.7041872,0.16773489,0.798935,0.69570434,0.011167333,0.55312556,2.3828478,0.0109790005,0.06502389,4.5744805,0.35845378,3.9167423,3.8359666
2019-01-01 02:15:00+01:00,0.011384111,1.4092151,2.6824915,0.07058922,0.68760663,0.21518388,3.4618263,0.010689333,0.010592333,2.2960703,4.116461,1.4346415,1.3341722,0.087142445,2.0651307,1.9398828,0.011010778,0.3570842,0.0111747775,0.012109667,0.04973711,0.025379667
2019-01-01 02:30:00+01:00,0.011643,0.011484333,2.0079248,0.49215877,0.68639344,0.011898777,0.092427224,0.8637403,0.010815444,1.0338053,0.16994134,0.15657322,0.175885,0.5064229,0.014698556,0.06946,0.011196778,0.3394669,0.011423222,0.011965889,0.7422701,0.758415
2019-01-01 02:45:00+01:00,0.018182222,0.17275244,0.84427476,0.07354645,0.6864452,0.011778889,0.09185,0.5064483,0.010727333,0.010477889,4.2655234,0.625587,1.2119255,0.011330778,1.6371584,0.06311867,0.011122111,0.071088664,0.011273222,0.414435,0.285078,3.742552
2019-01-01 03:00:00+01:00,1.3820845,1.8444818,0.5709019,0.07209189,0.686497,0.011799111,8.435658,0.010890222,0.010763,0.010433111,1.4522487,1.6038773,1.3473628,0.5804911,0.9424009,4.458053,0.011155444,0.62350166,2.8818529,0.011853111,0.5271718,0.025550889
2019-01-01 03:15:00+01:00,0.011564889,1.2346919,2.3258824,0.2556621,0.6864191,0.947834,0.091183774,0.6679321,0.010764223,0.8178712,2.8704162,0.156297,0.044060778,0.0113946665,0.27885467,0.063606225,0.011186667,0.06639878,1.8788352,0.011873778,0.949325,1.28863
